Timestamp,Model,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,Max_Batch_Tokens,Max_Num_Seqs,Concurrency,QPS,Max_Tokens,Temperature,Top_P,Total_Gen_Avg,Total_Gen_P50,Total_Gen_P90,Total_Gen_P99,First_Token_Avg,First_Token_P50,First_Token_P90,First_Token_P99,Inter_Token_Avg,Inter_Token_P50,Inter_Token_P90,Inter_Token_P99,Throughput,Total_Requests,Total_Input_Tokens,Total_Output_Tokens
run_20250723_015050,meta-llama/Meta-Llama-3-8B,1,1,1,512,512,8,5.0,512,0.7,0.9,52089.08918380737,59135.687470436096,68652.21381187439,69626.24113321304,22269.431374867756,24609.88676548004,51732.5368642807,53597.39911079407,59.27025111904061,73.67134094238281,82.34262466430664,84.57636833190918,810.5162390430156,150,307344,75617
run_20250723_015256,meta-llama/Meta-Llama-3-8B,2,1,1,512,512,8,5.0,512,0.7,0.9,25470.895268122356,25098.695039749146,30662.97197341919,30849.558005332947,1201.5343697865803,401.6263484954834,4331.859230995176,6630.8154940605045,48.4547270323328,34.32917594909668,81.02989196777344,121.77109718322754,1411.831247121395,150,307344,75280
run_20250723_015420,meta-llama/Meta-Llama-3-8B,4,1,1,512,512,8,5.0,512,0.7,0.9,16178.358624776205,17292.417883872986,19000.797605514526,19447.00050830841,282.9232915242513,268.34774017333984,379.71441745758045,469.18974161148043,31.658321276351028,23.1931209564209,52.0176887512207,73.58237266540525,1822.0956249425533,150,307344,75464
run_20250723_015534,meta-llama/Meta-Llama-3-8B,8,1,1,512,512,8,5.0,512,0.7,0.9,13781.509156227112,14307.448387145996,16024.278450012207,16580.980832576748,255.67489782969156,246.1111545562744,307.04905986785883,424.3427419662471,26.987969635099883,20.039081573486328,45.2815055847168,52.345361709594776,1841.2187207045395,150,307344,75327
run_20250723_015651,meta-llama/Meta-Llama-3-8B,1,2,1,512,512,8,5.0,512,0.7,0.9,28393.285309473675,29486.032128334045,31887.077116966248,32520.498576164246,3694.5056009292603,1542.2871112823486,9123.632073402405,12530.951304435728,49.260935267543886,51.367998123168945,71.85173034667969,75.99735260009766,1360.3325090843734,150,307344,75358
run_20250723_015902,meta-llama/Meta-Llama-3-8B,2,2,1,512,512,8,5.0,512,0.7,0.9,13610.490716298422,14032.679915428162,15167.822647094727,15510.179069042206,226.19190216064453,201.4758586883545,329.8359155654907,561.9984769821161,26.689234402775487,22.327661514282227,37.77976036071777,48.89402866363524,1804.5808867787468,150,307344,75373
run_20250723_020038,meta-llama/Meta-Llama-3-8B,4,2,1,512,512,8,5.0,512,0.7,0.9,13524.813842773438,13677.891373634338,14368.15209388733,14548.975455760956,180.71687380472818,171.7928647994995,213.37602138519284,285.0718641281126,26.614375576517986,25.74944496154785,32.45210647583008,40.06457328796387,1740.9511725514444,150,307344,75358
run_20250723_020219,meta-llama/Meta-Llama-3-8B,1,4,1,512,512,8,5.0,512,0.7,0.9,18283.89199733734,18505.584239959717,20519.538736343384,21049.78443145752,740.5582984288534,547.0483303070068,1517.4052715301507,2818.9875078201276,34.793007273408776,33.40578079223633,44.75975036621094,47.94120788574219,1715.3141962219,150,307344,75783
run_20250723_020338,meta-llama/Meta-Llama-3-8B,2,4,1,512,512,8,5.0,512,0.7,0.9,11916.858496665955,12112.633466720581,12639.452481269836,12705.09450674057,158.0226214726766,146.63267135620117,209.89420413970944,261.94725751876825,23.401902215455593,22.510766983032227,27.660608291625977,32.781362533569336,1801.9212098758433,150,307344,75521
run_20250723_020525,meta-llama/Meta-Llama-3-8B,1,8,1,512,512,8,5.0,512,0.7,0.9,13299.475881258646,13476.465821266174,13710.708475112915,13868.14557313919,230.7609542210897,194.44739818572998,387.2910261154175,581.5601468086242,25.873511636689074,25.559186935424805,27.910709381103516,33.44362258911133,1805.5408834623013,150,307344,75915
