cdf,request_execution_time_normalized,replica
0.0,0.016736483278077748,0
0.01,0.017343831037599296,0
0.02,0.017951178797120843,0
0.03,0.01855852655664239,0
0.04,0.019165874316163938,0
0.05,0.019773222075685486,0
0.06,0.020380569835207033,0
0.07,0.020896823829094326,0
0.08,0.021230890291713107,0
0.09,0.021564956754331892,0
0.1,0.021899023216950676,0
0.11,0.022233089679569457,0
0.12,0.022567156142188242,0
0.13,0.022901222604807026,0
0.14,0.023375051561186546,0
0.15,0.023918761764446433,0
0.16,0.024462471967706324,0
0.17,0.025006182170966215,0
0.18,0.025549892374226103,0
0.19,0.026093602577485994,0
0.2,0.026637312780745884,0
0.21,0.027078844520992625,0
0.22,0.027520376261239366,0
0.23,0.027961908001486107,0
0.24,0.028403439741732848,0
0.25,0.028844971481979592,0
0.26,0.029286503222226333,0
0.27,0.029949098599308204,0
0.28,0.031053821250060322,0
0.29,0.032158543900812436,0
0.3,0.033263266551564565,0
0.31,0.034367989202316686,0
0.32,0.0354727118530688,0
0.33,0.03657743450382093,0
0.34,0.03750026512360605,0
0.35000000000000003,0.03833214972790766,0
0.36,0.039164034332209274,0
0.37,0.03999591893651089,0
0.38,0.04082780354081251,0
0.39,0.04165968814511412,0
0.4,0.042491572749415736,0
0.41000000000000003,0.04409051358698877,0
0.42,0.04568945442456181,0
0.43,0.04728839526213485,0
0.44,0.048887336099707884,0
0.45,0.05048627693728092,0
0.46,0.05208521777485397,0
0.47000000000000003,0.05319884437199171,0
0.48,0.05334184248825889,0
0.49,0.05348484060452607,0
0.5,0.05362783872079325,0
0.51,0.05377083683706043,0
0.52,0.053913834953327605,0
0.53,0.05405683306959479,0
0.54,0.05459134796136097,0
0.55,0.055321621240876646,0
0.56,0.056051894520392324,0
0.5700000000000001,0.05678216779990801,0
0.58,0.05751244107942369,0
0.59,0.058242714358939365,0
0.6,0.05897298763845505,0
0.61,0.05900917128087049,0
0.62,0.05904535492328593,0
0.63,0.05908153856570137,0
0.64,0.059117722208116806,0
0.65,0.05915390585053225,0
0.66,0.05919008949294769,0
0.67,0.05963584624654186,0
0.68,0.06090074922249348,0
0.6900000000000001,0.06216565219844508,0
0.7000000000000001,0.0634305551743967,0
0.71,0.0646954581503483,0
0.72,0.06596036112629992,0
0.73,0.06722526410225155,0
0.74,0.06852453870879978,0
0.75,0.06984099913064634,0
0.76,0.07115745955249289,0
0.77,0.07247391997433944,0
0.78,0.073790380396186,0
0.79,0.07510684081803255,0
0.8,0.07642330123987909,0
0.81,0.07832335884429927,0
0.8200000000000001,0.08022341644871941,0
0.8300000000000001,0.08212347405313959,0
0.84,0.08402353165755977,0
0.85,0.08592358926197995,0
0.86,0.08782364686640012,0
0.87,0.08913023530078878,0
0.88,0.0892498853951144,0
0.89,0.08936953548944003,0
0.9,0.08948918558376565,0
0.91,0.08960883567809128,0
0.92,0.0897284857724169,0
0.93,0.08984813586674253,0
0.9400000000000001,0.09181741099151362,0
0.9500000000000001,0.09471149863150746,0
0.96,0.09760558627150129,0
0.97,0.10049967391149513,0
0.98,0.10339376155148898,0
0.99,0.10628784919148282,0
1.0,0.10918193683147667,0
0.0,0.020841374354198364,1
0.01,0.021569440246251667,1
0.02,0.022297506138304966,1
0.03,0.02302557203035827,1
0.04,0.02375363792241157,1
0.05,0.02448170381446487,1
0.06,0.02520976970651817,1
0.07,0.02580364700494473,1
0.08,0.026129147116117805,1
0.09,0.02645464722729088,1
0.1,0.02678014733846395,1
0.11,0.027105647449637022,1
0.12,0.027431147560810096,1
0.13,0.02775664767198317,1
0.14,0.03314067207600279,1
0.15,0.04105395862644567,1
0.16,0.04896724517688855,1
0.17,0.05688053172733145,1
0.18,0.0647938182777743,1
0.19,0.07270710482821721,1
0.2,0.08062039137866009,1
0.21,0.0810288700021588,1
0.22,0.08143734862565752,1
0.23,0.08184582724915623,1
0.24,0.08225430587265495,1
0.25,0.08266278449615366,1
0.26,0.08307126311965236,1
0.27,0.08346603592882308,1
0.28,0.08383339710933779,1
0.29,0.08420075828985249,1
0.3,0.0845681194703672,1
0.31,0.08493548065088191,1
0.32,0.08530284183139661,1
0.33,0.08567020301191132,1
0.34,0.08579764067751296,1
0.35000000000000003,0.08580511658565805,1
0.36,0.08581259249380316,1
0.37,0.08582006840194825,1
0.38,0.08582754431009335,1
0.39,0.08583502021823845,1
0.4,0.08584249612638355,1
0.41000000000000003,0.08654133100442297,1
0.42,0.0872401658824624,1
0.43,0.08793900076050183,1
0.44,0.08863783563854126,1
0.45,0.08933667051658069,1
0.46,0.09003550539462012,1
0.47000000000000003,0.09071344968202759,1
0.48,0.09134961278817116,1
0.49,0.09198577589431473,1
0.5,0.0926219390004583,1
0.51,0.09325810210660188,1
0.52,0.09389426521274544,1
0.53,0.09453042831888901,1
0.54,0.09566361574878889,1
0.55,0.09704531534056687,1
0.56,0.09842701493234488,1
0.5700000000000001,0.09980871452412289,1
0.58,0.10119041411590088,1
0.59,0.1025721137076789,1
0.6,0.1039538132994569,1
0.61,0.10435938086472665,1
0.62,0.10476494842999641,1
0.63,0.10517051599526617,1
0.64,0.10557608356053592,1
0.65,0.10598165112580568,1
0.66,0.10638721869107545,1
0.67,0.1067186978606117,1
0.68,0.1069020002386809,1
0.6900000000000001,0.10708530261675012,1
0.7000000000000001,0.10726860499481933,1
0.71,0.10745190737288855,1
0.72,0.10763520975095776,1
0.73,0.10781851212902697,1
0.74,0.10910629910179943,1
0.75,0.11094632837192353,1
0.76,0.11278635764204761,1
0.77,0.11462638691217171,1
0.78,0.11646641618229579,1
0.79,0.11830644545241989,1
0.8,0.12014647472254396,1
0.81,0.12527199217390006,1
0.8200000000000001,0.1303975096252561,1
0.8300000000000001,0.13552302707661218,1
0.84,0.14064854452796827,1
0.85,0.14577406197932435,1
0.86,0.15089957943068044,1
0.87,0.20265418443589706,1
0.88,0.3476669645488314,1
0.89,0.49267974466176745,1
0.9,0.6376925247747034,1
0.91,0.7827053048876393,1
0.92,0.9277180850005755,1
0.93,1.0727308651135115,1
0.9400000000000001,1.1611623655425187,1
0.9500000000000001,1.2213032261295638,1
0.96,1.281444086716608,1
0.97,1.3415849473036527,1
0.98,1.4017258078906978,1
0.99,1.4618666684777426,1
1.0,1.5220075290647876,1
0.0,0.019722365293638175,2
0.01,0.01995168617142679,2
0.02,0.0201810070492154,2
0.03,0.020410327927004014,2
0.04,0.020639648804792625,2
0.05,0.02086896968258124,2
0.06,0.02109829056036985,2
0.07,0.02137292374802959,2
0.08,0.021738181555431592,2
0.09,0.022103439362833592,2
0.1,0.022468697170235592,2
0.11,0.02283395497763759,2
0.12,0.02319921278503959,2
0.13,0.02356447059244159,2
0.14,0.0239461289794113,2
0.15,0.02433598765616487,2
0.16,0.024725846332918435,2
0.17,0.025115705009672005,2
0.18,0.02550556368642557,2
0.19,0.02589542236317914,2
0.2,0.026285281039932707,2
0.21,0.028323355531585055,2
0.22,0.0303614300232374,2
0.23,0.03239950451488975,2
0.24,0.034437579006542096,2
0.25,0.03647565349819445,2
0.26,0.0385137279898468,2
0.27,0.040080801354861674,2
0.28,0.04070587246660161,2
0.29,0.04133094357834154,2
0.3,0.04195601469008148,2
0.31,0.04258108580182141,2
0.32,0.04320615691356135,2
0.33,0.04383122802530129,2
0.34,0.04412414125382974,2
0.35000000000000003,0.044250975540752455,2
0.36,0.04437780982767517,2
0.37,0.04450464411459788,2
0.38,0.0446314784015206,2
0.39,0.04475831268844331,2
0.4,0.044885146975366025,2
0.41000000000000003,0.04575473393484328,2
0.42,0.04662432089432054,2
0.43,0.0474939078537978,2
0.44,0.04836349481327505,2
0.45,0.04923308177275231,2
0.46,0.05010266873222957,2
0.47000000000000003,0.050692227795240075,2
0.48,0.05072173106531706,2
0.49,0.05075123433539406,2
0.5,0.050780737605471055,2
0.51,0.05081024087554804,2
0.52,0.05083974414562504,2
0.53,0.05086924741570203,2
0.54,0.05098901201717875,2
0.55,0.05115390728435533,2
0.56,0.05131880255153191,2
0.5700000000000001,0.051483697818708485,2
0.58,0.05164859308588506,2
0.59,0.05181348835306164,2
0.6,0.05197838362023822,2
0.61,0.052174015096228606,2
0.62,0.05236964657221899,2
0.63,0.05256527804820938,2
0.64,0.05276090952419977,2
0.65,0.052956541000190156,2
0.66,0.053152172476180544,2
0.67,0.0533021881147555,2
0.68,0.05336097207849958,2
0.6900000000000001,0.053419756042243666,2
0.7000000000000001,0.05347854000598774,2
0.71,0.05353732396973183,2
0.72,0.05359610793347591,2
0.73,0.053654891897219996,2
0.74,0.05504817826661578,2
0.75,0.057108715838837434,2
0.76,0.05916925341105908,2
0.77,0.061229790983280734,2
0.78,0.06329032855550239,2
0.79,0.06535086612772403,2
0.8,0.06741140369994567,2
0.81,0.0709078392351756,2
0.8200000000000001,0.0744042747704055,2
0.8300000000000001,0.07790071030563543,2
0.84,0.08139714584086537,2
0.85,0.0848935813760953,2
0.86,0.08839001691132524,2
0.87,0.09095476754015525,2
0.88,0.09165614835618544,2
0.89,0.09235752917221562,2
0.9,0.09305890998824581,2
0.91,0.09376029080427599,2
0.92,0.09446167162030618,2
0.93,0.09516305243633637,2
0.9400000000000001,0.09652200556725672,2
0.9500000000000001,0.09820974485562216,2
0.96,0.09989748414398758,2
0.97,0.10158522343235303,2
0.98,0.10327296272071847,2
0.99,0.10496070200908392,2
1.0,0.10664844129744935,2
0.0,0.04921025990979188,3
0.01,0.05082171072055788,3
0.02,0.05243316153132388,3
0.03,0.05404461234208988,3
0.04,0.055656063152855886,3
0.05,0.05726751396362189,3
0.06,0.058878964774387886,3
0.07,0.0600009687792825,3
0.08,0.06014407917243434,3
0.09,0.06028718956558617,3
0.1,0.06043029995873801,3
0.11,0.06057341035188985,3
0.12,0.060716520745041684,3
0.13,0.06085963113819352,3
0.14,0.06093178343582276,3
0.15,0.0609684566856907,3
0.16,0.06100512993555865,3
0.17,0.061041803185426596,3
0.18,0.061078476435294536,3
0.19,0.06111514968516248,3
0.2,0.06115182293503042,3
0.21,0.06388765899092015,3
0.22,0.06662349504680988,3
0.23,0.06935933110269962,3
0.24,0.07209516715858935,3
0.25,0.07483100321447908,3
0.26,0.07756683927036882,3
0.27,0.07948387141361049,3
0.28,0.07976329573155606,3
0.29,0.08004272004950162,3
0.3,0.0803221443674472,3
0.31,0.08060156868539275,3
0.32,0.08088099300333831,3
0.33,0.08116041732128389,3
0.34,0.08170305372937774,3
0.35000000000000003,0.08237729618254572,3
0.36,0.08305153863571371,3
0.37,0.08372578108888169,3
0.38,0.08440002354204969,3
0.39,0.08507426599521768,3
0.4,0.08574850844838566,3
0.41000000000000003,0.08582139071279006,3
0.42,0.08589427297719446,3
0.43,0.08596715524159886,3
0.44,0.08604003750600327,3
0.45,0.08611291977040766,3
0.46,0.08618580203481206,3
0.47000000000000003,0.08623645068527859,3
0.48,0.0862426321078694,3
0.49,0.0862488135304602,3
0.5,0.086254994953051,3
0.51,0.08626117637564179,3
0.52,0.0862673577982326,3
0.53,0.0862735392208234,3
0.54,0.08644362649643428,3
0.55,0.0866956666985552,3
0.56,0.08694770690067613,3
0.5700000000000001,0.08719974710279706,3
0.58,0.08745178730491798,3
0.59,0.08770382750703891,3
0.6,0.08795586770915984,3
0.61,0.08806344286908431,3
0.62,0.08817101802900877,3
0.63,0.08827859318893325,3
0.64,0.08838616834885772,3
0.65,0.08849374350878218,3
0.66,0.08860131866870666,3
0.67,0.08870793286085547,3
0.68,0.08881262511745297,3
0.6900000000000001,0.08891731737405047,3
0.7000000000000001,0.08902200963064796,3
0.71,0.08912670188724547,3
0.72,0.08923139414384297,3
0.73,0.08933608640044047,3
0.74,0.09004269533279258,3
0.75,0.09105026260302201,3
0.76,0.09205782987325144,3
0.77,0.09306539714348086,3
0.78,0.09407296441371028,3
0.79,0.0950805316839397,3
0.8,0.09608809895416912,3
0.81,0.10042021874419349,3
0.8200000000000001,0.10475233853421781,3
0.8300000000000001,0.10908445832424217,3
0.84,0.11341657811426654,3
0.85,0.1177486979042909,3
0.86,0.12208081769431528,3
0.87,0.12584273198557064,3
0.88,0.12846423527928796,3
0.89,0.13108573857300532,3
0.9,0.13370724186672267,3
0.91,0.13632874516044002,3
