cdf,request_execution_time_normalized,replica
0.92,0.13895024845415738,3
0.93,0.14157175174787473,3
0.9400000000000001,0.14852321412222874,3
0.9500000000000001,0.15763965603690117,3
0.96,0.1667560979515735,3
0.97,0.17587253986624593,3
0.98,0.18498898178091835,3
0.99,0.1941054236955908,3
1.0,0.20322186561026323,3
0.0,0.017613031120166742,4
0.01,0.018107739138265834,4
0.02,0.018602447156364926,4
0.03,0.01909715517446402,4
0.04,0.019591863192563112,4
0.05,0.020086571210662204,4
0.06,0.020581279228761296,4
0.07,0.021161064375732678,4
0.08,0.021911003780448638,4
0.09,0.022660943185164595,4
0.1,0.023410882589880555,4
0.11,0.024160821994596515,4
0.12,0.024910761399312472,4
0.13,0.025660700804028432,4
0.14,0.0260106120939467,4
0.15,0.026160509326466123,4
0.16,0.026310406558985547,4
0.17,0.02646030379150497,4
0.18,0.026610201024024394,4
0.19,0.026760098256543817,4
0.2,0.02690999548906324,4
0.21,0.027241597710069437,4
0.22,0.027573199931075633,4
0.23,0.027904802152081826,4
0.24,0.028236404373088022,4
0.25,0.028568006594094218,4
0.26,0.028899608815100414,4
0.27,0.029306774649639506,4
0.28,0.02986506771124438,4
0.29,0.030423360772849257,4
0.3,0.030981653834454136,4
0.31,0.03153994689605902,4
0.32,0.03209823995766389,4
0.33,0.03265653301926877,4
0.34,0.033525001163180315,4
0.35000000000000003,0.03454855684824519,4
0.36,0.035572112533310066,4
0.37,0.03659566821837495,4
0.38,0.03761922390343982,4
0.39,0.038642779588504705,4
0.4,0.03966633527356958,4
0.41000000000000003,0.04010321571466393,4
0.42,0.04054009615575828,4
0.43,0.04097697659685263,4
0.44,0.04141385703794698,4
0.45,0.041850737479041326,4
0.46,0.042287617920135676,4
0.47000000000000003,0.043268396943340115,4
0.48,0.04533697313076474,4
0.49,0.04740554931818938,4
0.5,0.04947412550561402,4
0.51,0.05154270169303866,4
0.52,0.0536112778804633,4
0.53,0.055679854067887925,4
0.54,0.05677301081956002,4
0.55,0.057378457853355845,4
0.56,0.057983904887151674,4
0.5700000000000001,0.058589351920947504,4
0.58,0.059194798954743326,4
0.59,0.059800245988539155,4
0.6,0.060405693022334984,4
0.61,0.06137053128888194,4
0.62,0.0623353695554289,4
0.63,0.06330020782197585,4
0.64,0.06426504608852279,4
0.65,0.06522988435506975,4
0.66,0.06619472262161671,4
0.67,0.06689881061292972,4
0.68,0.06708139805377483,4
0.6900000000000001,0.06726398549461995,4
0.7000000000000001,0.06744657293546508,4
0.71,0.06762916037631019,4
0.72,0.06781174781715531,4
0.73,0.06799433525800042,4
0.74,0.07393079113267129,4
0.75,0.08274418122425509,4
0.76,0.09155757131583887,4
0.77,0.10037096140742267,4
0.78,0.10918435149900646,4
0.79,0.11799774159059026,4
0.8,0.12681113168217395,4
0.81,0.13263651555805797,4
0.8200000000000001,0.1384618994339419,4
0.8300000000000001,0.14428728330982593,4
0.84,0.15011266718570995,4
0.85,0.15593805106159397,4
0.86,0.161763434937478,4
0.87,0.17038307304090192,4
0.88,0.18459121959940536,4
0.89,0.19879936615790897,4
0.9,0.21300751271641258,4
0.91,0.2272156592749162,4
0.92,0.2414238058334198,4
0.93,0.25563195239192343,4
0.9400000000000001,0.32977957951507086,4
0.9500000000000001,0.4338969469205411,4
0.96,0.5380143143260101,4
0.97,0.6421316817314802,4
0.98,0.7462490491369504,4
0.99,0.8503664165424206,4
1.0,0.9544837839478908,4
0.0,0.01592743072970158,5
0.01,0.016026267476557474,5
0.02,0.01612510422341337,5
0.03,0.016223940970269263,5
0.04,0.016322777717125158,5
0.05,0.016421614463981053,5
0.06,0.016520451210836947,5
0.07,0.016763334386262752,5
0.08,0.017294310418828375,5
0.09,0.017825286451394,5
0.1,0.018356262483959628,5
0.11,0.01888723851652525,5
0.12,0.019418214549090877,5
0.13,0.019949190581656503,5
0.14,0.02037165864171595,5
0.15,0.020739872715522308,5
0.16,0.021108086789328667,5
0.17,0.021476300863135026,5
0.18,0.02184451493694138,5
0.19,0.02221272901074774,5
0.2,0.0225809430845541,5
0.21,0.023063704708908464,5
0.22,0.02354646633326283,5
0.23,0.024029227957617198,5
0.24,0.024511989581971563,5
0.25,0.02499475120632593,5
0.26,0.025477512830680296,5
0.27,0.025940901958975263,5
0.28,0.026365546095151418,5
0.29,0.026790190231327577,5
0.3,0.027214834367503736,5
0.31,0.027639478503679895,5
0.32,0.028064122639856054,5
0.33,0.028488766776032213,5
0.34,0.029018844859667638,5
0.35000000000000003,0.029601639917032692,5
0.36,0.030184434974397746,5
0.37,0.030767230031762804,5
0.38,0.03135002508912786,5
0.39,0.031932820146492916,5
0.4,0.03251561520385797,5
0.41000000000000003,0.03361878416025339,5
0.42,0.03472195311664883,5
0.43,0.03582512207304426,5
0.44,0.03692829102943969,5
0.45,0.03803145998583512,5
0.46,0.039134628942230555,5
0.47000000000000003,0.03990495727062289,5
0.48,0.04000960434300905,5
0.49,0.04011425141539521,5
0.5,0.04021889848778137,5
0.51,0.040323545560167526,5
0.52,0.040428192632553685,5
0.53,0.040532839704939844,5
0.54,0.040708440966511016,5
0.55,0.040919519322674694,5
0.56,0.04113059767883837,5
0.5700000000000001,0.04134167603500206,5
0.58,0.041552754391165736,5
0.59,0.041763832747329414,5
0.6,0.04197491110349309,5
0.61,0.04244304240627927,5
0.62,0.04291117370906545,5
0.63,0.043379305011851624,5
0.64,0.0438474363146378,5
0.65,0.04431556761742397,5
0.66,0.044783698920210155,5
0.67,0.04511394888047706,5
0.68,0.04516843615570542,5
0.6900000000000001,0.04522292343093379,5
0.7000000000000001,0.04527741070616215,5
0.71,0.045331897981390507,5
0.72,0.04538638525661887,5
0.73,0.04544087253184723,5
0.74,0.04566598477562611,5
0.75,0.045976409503680246,5
0.76,0.04628683423173438,5
0.77,0.046597258959788515,5
0.78,0.04690768368784265,5
0.79,0.047218108415896784,5
0.8,0.04752853314395092,5
0.81,0.04817725084535047,5
0.8200000000000001,0.04882596854675001,5
0.8300000000000001,0.04947468624814955,5
0.84,0.0501234039495491,5
0.85,0.05077212165094865,5
0.86,0.0514208393523482,5
0.87,0.052147354830283016,5
0.88,0.053029465861288365,5
0.89,0.05391157689229372,5
0.9,0.05479368792329907,5
0.91,0.055675798954304426,5
0.92,0.05655790998530978,5
0.93,0.05744002101631514,5
0.9400000000000001,0.06136025281589412,5
0.9500000000000001,0.06679954499975996,5
0.96,0.07223883718362573,5
0.97,0.07767812936749156,5
0.98,0.0831174215513574,5
0.99,0.08855671373522324,5
1.0,0.09399600591908908,5
0.0,0.01636222064685317,6
0.01,0.01712602241686569,6
0.02,0.01788982418687821,6
0.03,0.01865362595689073,6
0.04,0.01941742772690325,6
0.05,0.020181229496915774,6
0.06,0.02094503126692829,6
0.07,0.022227422586023424,6
0.08,0.024546993003283772,6
0.09,0.02686656342054412,6
0.1,0.029186133837804475,6
0.11,0.03150570425506482,6
0.12,0.03382527467232517,6
0.13,0.03614484508958552,6
0.14,0.03729688151389591,6
0.15,0.03786515094173132,6
0.16,0.03843342036956673,6
0.17,0.039001689797402136,6
0.18,0.03956995922523754,6
0.19,0.04013822865307295,6
0.2,0.04070649808090836,6
0.21,0.041124227963765636,6
0.22,0.04154195784662292,6
0.23,0.0419596877294802,6
0.24,0.04237741761233749,6
0.25,0.042795147495194766,6
0.26,0.04321287737805205,6
0.27,0.04350538499634954,6
0.28,0.04354744808552744,6
0.29,0.043589511174705345,6
0.3,0.04363157426388325,6
0.31,0.04367363735306115,6
0.32,0.043715700442239054,6
0.33,0.04375776353141696,6
0.34,0.04400174589221582,6
0.35000000000000003,0.04434668788882515,6
0.36,0.044691629885434486,6
0.37,0.04503657188204382,6
0.38,0.045381513878653156,6
0.39,0.045726455875262494,6
0.4,0.046071397871871825,6
0.41000000000000003,0.04613308003295649,6
0.42,0.04619476219404116,6
0.43,0.046256444355125825,6
0.44,0.04631812651621049,6
0.45,0.04637980867729516,6
0.46,0.046441490838379826,6
0.47000000000000003,0.04669761129441339,6
0.48,0.04734260834034477,6
0.49,0.04798760538627614,6
0.5,0.04863260243220752,6
0.51,0.049277599478138895,6
0.52,0.049922596524070266,6
0.53,0.050567593570001644,6
0.54,0.05079726930311972,6
0.55,0.05081928437983116,6
0.56,0.05084129945654259,6
0.5700000000000001,0.050863314533254024,6
0.58,0.05088532960996546,6
0.59,0.05090734468667689,6
0.6,0.050929359763388325,6
0.61,0.05165583106090654,6
0.62,0.05238230235842477,6
0.63,0.05310877365594298,6
0.64,0.053835244953461196,6
0.65,0.05456171625097942,6
0.66,0.05528818754849764,6
0.67,0.05588019107005458,6
0.68,0.056203259039688966,6
0.6900000000000001,0.05652632700932335,6
0.7000000000000001,0.05684939497895773,6
0.71,0.057172462948592115,6
0.72,0.0574955309182265,6
0.73,0.05781859888786088,6
0.74,0.05842823277172999,6
0.75,0.05918114961271645,6
0.76,0.05993406645370291,6
0.77,0.06068698329468938,6
0.78,0.06143990013567584,6
0.79,0.062192816976662305,6
0.8,0.06294573381764876,6
0.81,0.0650814067086628,6
0.8200000000000001,0.06721707959967681,6
0.8300000000000001,0.06935275249069085,6
0.84,0.07148842538170488,6
0.85,0.07362409827271893,6
0.86,0.07575977116373296,6
0.87,0.07902359864093907,6
0.88,0.0845437352905292,6
0.89,0.0900638719401194,6
0.9,0.0955840085897096,6
0.91,0.1011041452392998,6
0.92,0.10662428188888999,6
0.93,0.11214441853848019,6
0.9400000000000001,0.11648755257393084,6
0.9500000000000001,0.12024218530231179,6
0.96,0.12399681803069271,6
0.97,0.12775145075907365,6
0.98,0.1315060834874546,6
0.99,0.13526071621583557,6
1.0,0.13901534894421652,6
0.0,0.016967837172871873,7
0.01,0.02466027250892081,7
0.02,0.03235270784496974,7
0.03,0.04004514318101868,7
0.04,0.047737578517067614,7
0.05,0.05543001385311655,7
0.06,0.06312244918916547,7
0.07,0.06825134692922415,7
0.08,0.06825316947730226,7
0.09,0.06825499202538036,7
0.1,0.06825681457345847,7
0.11,0.06825863712153657,7
0.12,0.06826045966961468,7
0.13,0.06826228221769279,7
0.14,0.06884574367077739,7
0.15,0.06972002457636525,7
0.16,0.07059430548195311,7
0.17,0.07146858638754096,7
0.18,0.07234286729312882,7
0.19,0.07321714819871666,7
0.2,0.07409142910430452,7
0.21,0.07449857100105726,7
0.22,0.07490571289780999,7
0.23,0.07531285479456273,7
0.24,0.07571999669131546,7
0.25,0.0761271385880682,7
0.26,0.07653428048482093,7
0.27,0.07691896091958793,7
0.28,0.07725871843038341,7
0.29,0.0775984759411789,7
0.3,0.0779382334519744,7
0.31,0.07827799096276988,7
0.32,0.07861774847356537,7
0.33,0.07895750598436087,7
0.34,0.08001597252046445,7
0.35000000000000003,0.08143379356922209,7
0.36,0.08285161461797971,7
0.37,0.08426943566673735,7
0.38,0.08568725671549499,7
0.39,0.08710507776425262,7
0.4,0.08852289881301026,7
0.41000000000000003,0.0885695553255395,7
0.42,0.08861621183806877,7
0.43,0.08866286835059803,7
0.44,0.08870952486312728,7
0.45,0.08875618137565652,7
0.46,0.08880283788818578,7
0.47000000000000003,0.08986862097845787,7
0.48,0.09297265722421562,7
0.49,0.0960766934699734,7
0.5,0.09918072971573116,7
0.51,0.10228476596148893,7
0.52,0.10538880220724671,7
0.53,0.10849283845300446,7
0.54,0.10973162194170992,7
0.55,0.11003777905188922,7
0.56,0.11034393616206853,7
0.5700000000000001,0.11065009327224784,7
0.58,0.11095625038242715,7
0.59,0.11126240749260646,7
0.6,0.11156856460278577,7
0.61,0.11210179774924744,7
0.62,0.11263503089570912,7
0.63,0.11316826404217079,7
0.64,0.11370149718863246,7
0.65,0.11423473033509413,7
0.66,0.11476796348155578,7
0.67,0.11522044485576817,7
0.68,0.115511422685482,7
0.6900000000000001,0.1158024005151958,7
0.7000000000000001,0.11609337834490963,7
0.71,0.11638435617462344,7
0.72,0.11667533400433726,7
0.73,0.11696631183405108,7
0.74,0.11802912392254834,7
0.75,0.11947785314043735,7
0.76,0.12092658235832635,7
0.77,0.12237531157621534,7
0.78,0.12382404079410435,7
0.79,0.12527277001199333,7
0.8,0.12672149922988232,7
0.81,0.1267249974898786,7
0.8200000000000001,0.12672849574987483,7
0.8300000000000001,0.1267319940098711,7
0.84,0.12673549226986736,7
0.85,0.1267389905298636,7
0.86,0.12674248878985986,7
0.87,0.12714602204861666,7
0.88,0.12834962530489447,7
0.89,0.1295532285611723,7
0.9,0.13075683181745013,7
0.91,0.13196043507372796,7
0.92,0.13316403833000579,7
0.93,0.13436764158628361,7
0.9400000000000001,0.4939974344115232,7
0.9500000000000001,1.0328403220212468,7
0.96,1.571683209630964,7
0.97,2.1105260972406876,7
0.98,2.649368984850411,7
0.99,3.1882118724601347,7
1.0,3.7270547600698585,7
