cdf,batch_num_decode_tokens,replica
0.0,0.0,0
0.01,0.0,0
0.02,0.9900000000000001,0
0.03,0.9900000000000001,0
0.04,0.9900000000000001,0
0.05,0.9900000000000001,0
0.06,0.9900000000000001,0
0.07,0.9900000000000001,0
0.08,0.9900000000000001,0
0.09,0.9900000000000001,0
0.1,1.993661701417351,0
0.11,2.974233423476717,0
0.12,2.974233423476717,0
0.13,2.974233423476717,0
0.14,2.974233423476717,0
0.15,2.974233423476717,0
0.16,2.974233423476717,0
0.17,2.974233423476717,0
0.18,2.974233423476717,0
0.19,2.974233423476717,0
0.2,2.974233423476717,0
0.21,2.974233423476717,0
0.22,2.974233423476717,0
0.23,2.974233423476717,0
0.24,2.974233423476717,0
0.25,2.974233423476717,0
0.26,2.974233423476717,0
0.27,4.014835333028612,0
0.28,4.014835333028612,0
0.29,4.014835333028612,0
0.3,4.014835333028612,0
0.31,4.014835333028612,0
0.32,4.014835333028612,0
0.33,4.014835333028612,0
0.34,4.014835333028612,0
0.35000000000000003,4.014835333028612,0
0.36,4.014835333028612,0
0.37,4.014835333028612,0
0.38,5.002829575110743,0
0.39,5.002829575110743,0
0.4,5.002829575110743,0
0.41000000000000003,5.002829575110743,0
0.42,5.002829575110743,0
0.43,5.98951037117267,0
0.44,7.028793021534833,0
0.45,7.028793021534833,0
0.46,7.028793021534833,0
0.47000000000000003,7.028793021534833,0
0.48,7.028793021534833,0
0.49,7.028793021534833,0
0.5,7.028793021534833,0
0.51,7.028793021534833,0
0.52,7.028793021534833,0
0.53,7.028793021534833,0
0.54,7.028793021534833,0
0.55,7.028793021534833,0
0.56,7.028793021534833,0
0.5700000000000001,7.028793021534833,0
0.58,7.028793021534833,0
0.59,7.028793021534833,0
0.6,7.028793021534833,0
0.61,7.028793021534833,0
0.62,7.028793021534833,0
0.63,7.028793021534833,0
0.64,7.028793021534833,0
0.65,7.028793021534833,0
0.66,7.028793021534833,0
0.67,7.028793021534833,0
0.68,7.028793021534833,0
0.6900000000000001,7.028793021534833,0
0.7000000000000001,7.924973703917148,0
0.71,7.924973703917148,0
0.72,7.924973703917148,0
0.73,7.924973703917148,0
0.74,7.924973703917148,0
0.75,7.924973703917148,0
0.76,7.924973703917148,0
0.77,7.924973703917148,0
0.78,7.924973703917148,0
0.79,7.924973703917148,0
0.8,7.924973703917148,0
0.81,7.924973703917148,0
0.8200000000000001,7.924973703917148,0
0.8300000000000001,7.924973703917148,0
0.84,7.924973703917148,0
0.85,7.924973703917148,0
0.86,7.924973703917148,0
0.87,7.924973703917148,0
0.88,7.924973703917148,0
0.89,7.924973703917148,0
0.9,8.935418643763667,0
0.91,8.935418643763667,0
0.92,8.935418643763667,0
0.93,8.935418643763667,0
0.9400000000000001,8.935418643763667,0
0.9500000000000001,8.935418643763667,0
0.96,10.074696689511441,0
0.97,10.074696689511441,0
0.98,10.074696689511441,0
0.99,10.074696689511441,0
1.0,10.074696689511441,0
0.0,0.0,1
0.01,0.0,1
0.02,0.9900000000000001,1
0.03,0.9900000000000001,1
0.04,0.9900000000000001,1
0.05,0.9900000000000001,1
0.06,0.9900000000000001,1
0.07,0.9900000000000001,1
0.08,0.9900000000000001,1
0.09,0.9900000000000001,1
0.1,0.9900000000000001,1
0.11,0.9900000000000001,1
0.12,0.9900000000000001,1
0.13,1.993661701417351,1
0.14,1.993661701417351,1
0.15,1.993661701417351,1
0.16,1.993661701417351,1
0.17,1.993661701417351,1
0.18,1.993661701417351,1
0.19,1.993661701417351,1
0.2,1.993661701417351,1
0.21,1.993661701417351,1
0.22,1.993661701417351,1
0.23,1.993661701417351,1
0.24,1.993661701417351,1
0.25,1.993661701417351,1
0.26,1.993661701417351,1
0.27,2.974233423476717,1
0.28,2.974233423476717,1
0.29,2.974233423476717,1
0.3,2.974233423476717,1
0.31,2.974233423476717,1
0.32,2.974233423476717,1
0.33,2.974233423476717,1
0.34,2.974233423476717,1
0.35000000000000003,2.974233423476717,1
0.36,2.974233423476717,1
0.37,2.974233423476717,1
0.38,2.974233423476717,1
0.39,2.974233423476717,1
0.4,2.974233423476717,1
0.41000000000000003,2.974233423476717,1
0.42,2.974233423476717,1
0.43,4.014835333028612,1
0.44,4.014835333028612,1
0.45,4.014835333028612,1
0.46,4.014835333028612,1
