Request Id,request_execution_plus_preemption_time_normalized
4,0.26036800124475784
5,0.025799353913583206
14,0.11398446408834355
26,0.06741140369994567
10,0.09072097393481185
28,0.12681113168217395
36,0.06683794813264801
24,0.07642330123987909
84,0.9544837839478908
33,1.121068458484489
56,0.08909035193601357
45,0.09399600591908908
15,0.07680570841598942
63,0.0682507394131981
13,0.04752853314395092
37,0.05773405802665025
108,0.16564702418806732
79,0.07907075848795936
88,0.10918193683147667
44,0.06805519773828213
16,0.05410449910835051
52,0.060405693022334984
57,0.08334358220198484
94,0.13901534894421652
102,0.07718355309107565
20,0.056369379463696134
76,0.03966633527356958
64,0.08988801923151774
116,0.02591068060560042
8,0.05921421192122465
12,0.042578871547531906
73,1.5220075290647876
32,0.06764689842756876
0,0.05315117833323599
60,0.032842630706470394
21,0.0518533178199479
48,0.05897298763845505
68,0.029120676962437878
92,0.02690999548906324
61,0.045459034956923355
100,0.02091108457416069
22,0.057926288211072346
6,0.06294573381764876
110,0.046071397871871825
124,0.017613031120166742
54,0.05577250174684312
29,0.04509578645540094
77,0.04197491110349309
70,0.0507825925853121
69,0.03987007491316084
46,0.050929359763388325
3,0.09608809895416912
40,0.042491572749415736
112,0.02078546834155473
86,0.036918035228672305
34,0.10664844129744935
38,0.046482612279102935
104,0.02301257809234662
109,0.0225809430845541
53,0.0405677220624019
62,0.043771784561142925
30,0.04349136396662357
93,0.03251561520385797
42,0.09539684604167976
72,0.036945675387404966
125,0.016586342375407542
126,0.01636222064685317
85,0.028630314821424266
78,0.04070649808090836
25,0.10787961292171672
120,0.016736483278077748
80,0.02958085771572416
96,0.026637312780745884
41,0.08584249612638355
101,0.02012618259251171
117,0.01592743072970158
118,0.02145423244693664
58,0.053674486551801355
74,0.05328259346017414
66,0.05197838362023822
67,0.20322186561026323
114,0.026285281039932707
65,0.09050139531331307
1,0.08062039137866009
82,0.044885146975366025
122,0.02368622319490892
2,0.05087908183906103
50,0.050682393371881074
98,0.02125117114556226
90,0.039872444317615025
106,0.019722365293638175
18,0.04403958506254793
71,0.1267448209631907
47,0.11156856460278577
31,0.11706330444395568
7,0.10952751720159037
17,0.10665759706792195
19,0.08627559969502033
11,0.14244558617911382
43,0.08574850844838566
75,0.1249688975543315
55,0.12672149922988232
51,0.0893709838193063
59,0.08623439021108166
35,0.08867303544198964
115,0.08795586770915984
99,0.08125355876059907
83,0.0793907299742953
39,0.11512345224586357
91,0.06090733460257747
49,0.15431659106491782
27,0.05995326531489856
107,0.04921025990979188
123,0.06115182293503042
9,0.12014647472254396
121,0.02569514696788704
113,0.02786514770904086
119,3.7270547600698585
89,0.1039538132994569
87,0.13476884267170955
81,0.08579265673874956
23,0.08883394222987195
103,0.06826288973371883
111,0.07409142910430452
105,0.020841374354198364
97,0.09474248268760353
127,0.016967837172871873
95,0.08852289881301026
