cdf,prefill_e2e_time,replica
0.87,60.74744566428975,1
0.88,60.80049760967326,1
0.89,60.85354955505676,1
0.9,60.90660150044026,1
0.91,60.95965344582376,1
0.92,61.01270539120726,1
0.93,61.06575733659077,1
0.9400000000000001,61.18042484937422,1
0.9500000000000001,61.32590014585764,1
0.96,61.471375442341056,1
0.97,61.61685073882448,1
0.98,61.7623260353079,1
0.99,61.907801331791326,1
1.0,62.053276628274745,1
0.0,0.8143822029370238,2
0.01,0.9477240387013217,2
0.02,1.0810658744656196,2
0.03,1.2144077102299176,2
0.04,1.3477495459942157,2
0.05,1.4810913817585136,2
0.06,1.6144332175228115,2
0.07,1.729130196687286,2
0.08,1.806537462652113,2
0.09,1.8839447286169397,2
0.1,1.9613519945817668,2
0.11,2.0387592605465934,2
0.12,2.1161665265114205,2
0.13,2.1935737924762475,2
0.14,2.3398433426011063,2
0.15,2.5205440348059804,2
0.16,2.701244727010855,2
0.17,2.88194541921573,2
0.18,3.0626461114206043,2
0.19,3.243346803625479,2
0.2,3.4240474958303535,2
0.21,3.711804948136589,2
0.22,3.999562400442825,2
0.23,4.287319852749062,2
0.24,4.575077305055297,2
0.25,4.862834757361533,2
0.26,5.15059220966777,2
0.27,5.378290620509168,2
0.28,5.485870948420893,2
0.29,5.593451276332617,2
0.3,5.701031604244342,2
0.31,5.808611932156067,2
0.32,5.916192260067791,2
0.33,6.023772587979517,2
0.34,6.5325574543463425,2
0.35000000000000003,7.241944589940713,2
0.36,7.951331725535083,2
0.37,8.660718861129459,2
0.38,9.370105996723833,2
0.39,10.079493132318207,2
0.4,10.788880267912578,2
0.41000000000000003,10.830895442434533,2
0.42,10.872910616956489,2
0.43,10.914925791478444,2
0.44,10.9569409660004,2
0.45,10.998956140522354,2
0.46,11.04097131504431,2
0.47000000000000003,11.094032470479394,2
0.48,11.16918558774074,2
0.49,11.244338705002088,2
0.5,11.319491822263434,2
0.51,11.39464493952478,2
0.52,11.469798056786127,2
0.53,11.544951174047473,2
0.54,11.577391091705172,2
0.55,11.588474409561046,2
0.56,11.59955772741692,2
0.5700000000000001,11.610641045272796,2
0.58,11.62172436312867,2
0.59,11.632807680984547,2
0.6,11.643890998840421,2
0.61,11.733951208617531,2
0.62,11.82401141839464,2
0.63,11.91407162817175,2
0.64,12.00413183794886,2
0.65,12.094192047725969,2
0.66,12.18425225750308,2
0.67,12.615177150299202,2
0.68,13.727831409133335,2
0.6900000000000001,14.840485667967457,2
0.7000000000000001,15.95313992680159,2
0.71,17.06579418563571,2
0.72,18.178448444469847,2
0.73,19.29110270330398,2
0.74,19.6849159800585,2
0.75,19.719308765773206,2
0.76,19.753701551487914,2
0.77,19.78809433720262,2
0.78,19.822487122917327,2
0.79,19.85687990863203,2
0.8,19.89127269434674,2
0.81,20.025219777196327,2
0.8200000000000001,20.159166860045914,2
0.8300000000000001,20.293113942895502,2
0.84,20.42706102574509,2
0.85,20.561008108594677,2
0.86,20.694955191444265,2
0.87,20.811444433527708,2
0.88,20.893017994078853,2
0.89,20.97459155463,2
0.9,21.056165115181148,2
0.91,21.137738675732297,2
0.92,21.219312236283443,2
0.93,21.300885796834592,2
0.9400000000000001,21.365031131781517,2
0.9500000000000001,21.42046235392634,2
0.96,21.475893576071154,2
0.97,21.531324798215977,2
0.98,21.586756020360795,2
0.99,21.642187242505614,2
1.0,21.697618464650432,2
0.0,0.2611475748828379,3
0.01,3.891974912204406,3
0.02,7.522802249525974,3
0.03,11.153629586847542,3
0.04,14.78445692416911,3
0.05,18.41528426149068,3
0.06,22.046111598812246,3
0.07,24.508608190994426,3
0.08,24.634443292897824,3
0.09,24.760278394801222,3
0.1,24.886113496704617,3
0.11,25.011948598608015,3
0.12,25.137783700511413,3
0.13,25.26361880241481,3
0.14,25.31679938006638,3
0.15,25.333652695592036,3
0.16,25.350506011117695,3
0.17,25.367359326643353,3
0.18,25.384212642169008,3
0.19,25.401065957694666,3
0.2,25.41791927322032,3
0.21,25.483698956601263,3
0.22,25.549478639982205,3
0.23,25.615258323363147,3
0.24,25.68103800674409,3
0.25,25.74681769012503,3
0.26,25.812597373505973,3
0.27,25.86635641877876,3
0.28,25.896074187835243,3
0.29,25.92579195689173,3
0.3,25.95550972594821,3
0.31,25.985227495004693,3
0.32,26.01494526406118,3
0.33,26.04466303311766,3
0.34,26.074282439491387,3
0.35000000000000003,26.103852664523735,3
0.36,26.13342288955608,3
0.37,26.162993114588428,3
0.38,26.192563339620776,3
0.39,26.22213356465312,3
0.4,26.251703789685468,3
0.41000000000000003,26.320184897911705,3
0.42,26.388666006137942,3
0.43,26.45714711436418,3
0.44,26.525628222590417,3
0.45,26.594109330816654,3
0.46,26.66259043904289,3
0.47000000000000003,26.778111319164793,3
0.48,26.987711743078034,3
0.49,27.19731216699127,3
0.5,27.40691259090451,3
0.51,27.616513014817752,3
0.52,27.82611343873099,3
0.53,28.03571386264423,3
0.54,28.721309017929354,3
0.55,29.6449015389004,3
0.56,30.56849405987146,3
0.5700000000000001,31.492086580842514,3
0.58,32.41567910181356,3
0.59,33.33927162278462,3
0.6,34.26286414375568,3
0.61,34.516166555852145,3
0.62,34.76946896794861,3
0.63,35.02277138004507,3
0.64,35.27607379214154,3
0.65,35.529376204238005,3
0.66,35.78267861633447,3
0.67,35.99469822536247,3
0.68,36.12415222825354,3
0.6900000000000001,36.25360623114461,3
0.7000000000000001,36.383060234035675,3
0.71,36.51251423692674,3
0.72,36.64196823981781,3
0.73,36.77142224270888,3
0.74,36.850673779833194,3
0.75,36.90482408407412,3
0.76,36.958974388315056,3
0.77,37.01312469255599,3
0.78,37.067274996796925,3
0.79,37.12142530103786,3
0.8,37.175575605278794,3
0.81,37.220481289522255,3
0.8200000000000001,37.265386973765715,3
0.8300000000000001,37.310292658009175,3
0.84,37.355198342252635,3
0.85,37.400104026496095,3
0.86,37.44500971073955,3
0.87,37.495194304427145,3
0.88,37.555936717003,3
0.89,37.61667912957886,3
0.9,37.67742154215472,3
0.91,37.738163954730574,3
0.92,37.79890636730644,3
0.93,37.85964877988229,3
0.9400000000000001,39.48091082666026,3
0.9500000000000001,41.88243269053931,3
0.96,44.28395455441832,3
0.97,46.68547641829737,3
0.98,49.08699828217641,3
0.99,51.48852014605546,3
1.0,53.8900420099345,3
0.0,0.6539107156304036,4
0.01,0.6690422659959863,4
0.02,0.684173816361569,4
0.03,0.6993053667271517,4
0.04,0.7144369170927345,4
0.05,0.7295684674583172,4
0.06,0.7447000178238998,4
0.07,0.8719962884934154,4
0.08,1.2236219997707962,4
0.09,1.5752477110481768,4
0.1,1.9268734223255581,4
0.11,2.278499133602939,4
0.12,2.63012484488032,4
0.13,2.9817505561577016,4
0.14,3.115980031133556,4
0.15,3.1415113879586487,4
0.16,3.167042744783741,4
0.17,3.1925741016088334,4
0.18,3.2181054584339255,4
0.19,3.243636815259018,4
0.2,3.26916817208411,4
0.21,3.3158505385696118,4
0.22,3.3625329050551134,4
0.23,3.409215271540615,4
0.24,3.4558976380261166,4
0.25,3.502580004511618,4
0.26,3.54926237099712,4
0.27,3.589398879366351,4
0.28,3.6164436715030406,4
0.29,3.6434884636397302,4
0.3,3.67053325577642,4
0.31,3.6975780479131095,4
0.32,3.724622840049799,4
0.33,3.751667632186489,4
0.34,3.784129324064734,4
0.35000000000000003,3.819299465813756,4
0.36,3.8544696075627782,4
0.37,3.889639749311801,4
0.38,3.924809891060823,4
0.39,3.959980032809846,4
0.4,3.995150174558868,4
0.41000000000000003,4.013960554552452,4
0.42,4.032770934546037,4
0.43,4.051581314539622,4
0.44,4.070391694533206,4
0.45,4.08920207452679,4
0.46,4.108012454520375,4
0.47000000000000003,4.122183514823107,4
0.48,4.127075935744138,4
0.49,4.131968356665168,4
0.5,4.1368607775861985,4
0.51,4.141753198507229,4
0.52,4.146645619428259,4
0.53,4.15153804034929,4
0.54,4.187287186356375,4
0.55,4.2384646949064875,4
0.56,4.289642203456601,4
0.5700000000000001,4.340819712006713,4
0.58,4.391997220556825,4
0.59,4.4431747291069374,4
0.6,4.494352237657051,4
0.61,4.503693525610846,4
0.62,4.513034813564641,4
0.63,4.522376101518437,4
0.64,4.531717389472232,4
0.65,4.541058677426027,4
0.66,4.550399965379822,4
0.67,4.626971253079378,4
0.68,4.838002540270452,4
0.6900000000000001,5.049033827461524,4
0.7000000000000001,5.260065114652598,4
0.71,5.47109640184367,4
0.72,5.682127689034743,4
0.73,5.893158976225817,4
0.74,6.029688573071978,4
0.75,6.1289673247456795,4
0.76,6.228246076419381,4
0.77,6.327524828093084,4
0.78,6.426803579766786,4
0.79,6.526082331440488,4
0.8,6.625361083114189,4
0.81,6.637244175178422,4
0.8200000000000001,6.649127267242655,4
0.8300000000000001,6.661010359306888,4
0.84,6.672893451371121,4
0.85,6.684776543435354,4
0.86,6.696659635499587,4
0.87,6.707067777721434,4
0.88,6.71452602025851,4
0.89,6.721984262795585,4
0.9,6.729442505332661,4
0.91,6.736900747869736,4
0.92,6.744358990406812,4
0.93,6.751817232943887,4
0.9400000000000001,6.856860984389593,4
0.9500000000000001,7.0106974902896155,4
0.96,7.164533996189635,4
0.97,7.318370502089657,4
0.98,7.472207007989678,4
0.99,7.626043513889701,4
1.0,7.779880019789722,4
0.0,0.2033727027020631,5
0.01,0.2463417421108984,5
0.02,0.2893107815197337,5
0.03,0.332279820928569,5
0.04,0.37524886033740434,5
0.05,0.4182178997462397,5
0.06,0.46118693915507497,5
0.07,0.4918316277055441,5
0.08,0.49782761453928087,5
0.09,0.5038236013730176,5
0.1,0.5098195882067543,5
0.11,0.515815575040491,5
0.12,0.5218115618742278,5
0.13,0.5278075487079645,5
0.14,0.5428265716667751,5
0.15,0.5623571126881224,5
0.16,0.5818876537094698,5
0.17,0.6014181947308173,5
0.18,0.6209487357521646,5
0.19,0.640479276773512,5
0.2,0.6600098177948595,5
0.21,0.7505620768264998,5
0.22,0.8411143358581402,5
0.23,0.9316665948897809,5
0.24,1.022218853921421,5
0.25,1.1127711129530615,5
0.26,1.2033233719847023,5
0.27,1.3406617329895192,5
0.28,1.5715722979406859,5
0.29,1.8024828628918526,5
0.3,2.0333934278430204,5
0.31,2.264303992794188,5
0.32,2.495214557745355,5
0.33,2.726125122696523,5
0.34,3.1043173892543843,5
0.35000000000000003,3.5561505066155887,5
0.36,4.007983623976793,5
0.37,4.459816741338001,5
0.38,4.911649858699208,5
0.39,5.363482976060415,5
0.4,5.81531609342162,5
0.41000000000000003,5.830943892363261,5
0.42,5.846571691304902,5
0.43,5.862199490246544,5
0.44,5.877827289188185,5
0.45,5.893455088129826,5
0.46,5.909082887071468,5
0.47000000000000003,5.933353163960468,5
0.48,5.974908396744186,5
0.49,6.0164636295279035,5
0.5,6.058018862311622,5
0.51,6.09957409509534,5
0.52,6.1411293278790575,5
0.53,6.182684560662776,5
0.54,6.388811186538484,5
0.55,6.6772235089601795,5
0.56,6.965635831381879,5
0.5700000000000001,7.254048153803578,5
0.58,7.5424604762252745,5
0.59,7.830872798646974,5
0.6,8.119285121068673,5
0.61,8.203213535557317,5
0.62,8.287141950045964,5
0.63,8.371070364534607,5
0.64,8.454998779023253,5
0.65,8.538927193511897,5
0.66,8.622855608000542,5
0.67,8.858437440722845,5
0.68,9.397326109912457,5
0.6900000000000001,9.936214779102063,5
0.7000000000000001,10.475103448291673,5
0.71,11.01399211748128,5
0.72,11.55288078667089,5
0.73,12.091769455860502,5
0.74,12.311677534223456,5
0.75,12.372095317173077,5
0.76,12.4325131001227,5
0.77,12.49293088307232,5
0.78,12.553348666021943,5
0.79,12.613766448971564,5
0.8,12.674184231921185,5
0.81,12.68822428629674,5
0.8200000000000001,12.702264340672293,5
0.8300000000000001,12.71630439504785,5
0.84,12.730344449423404,5
0.85,12.744384503798958,5
0.86,12.758424558174514,5
0.87,12.770010148559534,5
0.88,12.776686810963486,5
0.89,12.783363473367439,5
0.9,12.790040135771392,5
0.91,12.796716798175343,5
0.92,12.803393460579295,5
0.93,12.810070122983248,5
0.9400000000000001,12.879207759155152,5
0.9500000000000001,12.979575882211034,5
0.96,13.079944005266915,5
0.97,13.180312128322797,5
0.98,13.280680251378678,5
0.99,13.38104837443456,5
1.0,13.481416497490441,5
0.0,1.1232376955728816,6
0.01,1.180095023270041,6
0.02,1.2369523509672002,6
0.03,1.2938096786643598,6
0.04,1.3506670063615192,6
0.05,1.4075243340586785,6
0.06,1.4643816617558378,6
0.07,1.5195409784519445,6
0.08,1.5713042731459455,6
0.09,1.6230675678399464,6
0.1,1.6748308625339474,6
0.11,1.7265941572279484,6
0.12,1.7783574519219494,6
0.13,1.8301207466159504,6
0.14,1.9104868596631026,6
0.15,2.0051543818868307,6
0.16,2.0998219041105584,6
0.17,2.1944894263342865,6
0.18,2.289156948558014,6
0.19,2.383824470781742,6
0.2,2.47849199300547,6
0.21,2.4976746224999866,6
0.22,2.5168572519945034,6
0.23,2.5360398814890206,6
0.24,2.5552225109835374,6
0.25,2.574405140478054,6
0.26,2.5935877699725713,6
0.27,2.6276688443057483,6
0.28,2.6915468083162457,6
0.29,2.7554247723267427,6
0.3,2.8193027363372405,6
0.31,2.883180700347738,6
0.32,2.947058664358235,6
0.33,3.0109366283687327,6
0.34,3.06050121670739,6
0.35000000000000003,3.102909117210128,6
0.36,3.145317017712866,6
0.37,3.187724918215604,6
0.38,3.2301328187183422,6
0.39,3.2725407192210803,6
0.4,3.3149486197238183,6
0.41000000000000003,3.343451996791415,6
0.42,3.371955373859012,6
0.43,3.400458750926609,6
0.44,3.4289621279942053,6
0.45,3.457465505061802,6
0.46,3.4859688821293995,6
0.47000000000000003,3.522762079508773,6
0.48,3.5761349175117014,6
0.49,3.62950775551463,6
0.5,3.682880593517558,6
0.51,3.7362534315204865,6
0.52,3.789626269523415,6
0.53,3.842999107526343,6
0.54,4.3752196859168,6
0.55,5.146864134501005,6
0.56,5.9185085830852175,6
0.5700000000000001,6.69015303166943,6
0.58,7.461797480253634,6
0.59,8.233441928837847,6
0.6,9.00508637742206,6
0.61,9.049377921156275,6
0.62,9.093669464890489,6
0.63,9.137961008624703,6
0.64,9.182252552358918,6
0.65,9.226544096093132,6
0.66,9.270835639827348,6
0.67,9.340765111838653,6
0.68,9.461970440404139,6
0.6900000000000001,9.583175768969625,6
0.7000000000000001,9.704381097535112,6
0.71,9.825586426100596,6
0.72,9.946791754666084,6
0.73,10.06799708323157,6
0.74,10.193360788865185,6
0.75,10.320803683032866,6
0.76,10.448246577200546,6
0.77,10.575689471368227,6
0.78,10.703132365535907,6
0.79,10.830575259703588,6
0.8,10.958018153871267,6
0.81,10.989388219642223,6
0.8200000000000001,11.020758285413178,6
0.8300000000000001,11.052128351184134,6
0.84,11.08349841695509,6
0.85,11.114868482726045,6
0.86,11.146238548497001,6
0.87,11.281818306692807,6
0.88,11.62581744973831,6
0.89,11.969816592783815,6
0.9,12.313815735829321,6
0.91,12.657814878874827,6
0.92,13.001814021920332,6
0.93,13.345813164965838,6
0.9400000000000001,13.510467726292848,6
0.9500000000000001,13.585449996760614,6
0.96,13.66043226722838,6
0.97,13.735414537696146,6
0.98,13.810396808163912,6
0.99,13.88537907863168,6
1.0,13.960361349099445,6
0.0,4.017242498525465,7
0.01,4.020305219119297,7
0.02,4.023367939713129,7
0.03,4.0264306603069615,7
0.04,4.029493380900793,7
0.05,4.032556101494626,7
0.06,4.035618822088458,7
0.07,4.044355113113983,7
0.08,4.064438545002896,7
0.09,4.08452197689181,7
0.1,4.104605408780722,7
0.11,4.124688840669635,7
0.12,4.144772272558549,7
0.13,4.1648557044474614,7
0.14,4.178913900214163,7
0.15,4.18995947791976,7
0.16,4.201005055625356,7
0.17,4.212050633330953,7
0.18,4.223096211036549,7
0.19,4.2341417887421455,7
0.2,4.245187366447742,7
0.21,4.352173373707988,7
0.22,4.459159380968233,7
0.23,4.566145388228478,7
0.24,4.673131395488723,7
0.25,4.780117402748969,7
0.26,4.887103410009215,7
0.27,4.972014558971309,7
0.28,5.0127759913371,7
0.29,5.053537423702891,7
0.3,5.094298856068683,7
0.31,5.135060288434475,7
0.32,5.175821720800266,7
0.33,5.216583153166057,7
0.34,5.398448845041482,7
0.35000000000000003,5.650866666671723,7
0.36,5.903284488301964,7
0.37,6.155702309932206,7
0.38,6.408120131562448,7
0.39,6.660537953192691,7
0.4,6.912955774822931,7
0.41000000000000003,6.9576446372617955,7
0.42,7.00233349970066,7
0.43,7.047022362139524,7
0.44,7.091711224578388,7
0.45,7.136400087017252,7
0.46,7.181088949456117,7
0.47000000000000003,7.226682254999052,7
0.48,7.274084446750132,7
0.49,7.321486638501211,7
0.5,7.368888830252291,7
0.51,7.416291022003371,7
0.52,7.46369321375445,7
0.53,7.51109540550553,7
0.54,7.564233295560273,7
0.55,7.620239034766849,7
0.56,7.676244773973424,7
0.5700000000000001,7.7322505131799995,7
0.58,7.788256252386574,7
0.59,7.84426199159315,7
0.6,7.900267730799726,7
0.61,8.936351445877332,7
0.62,9.972435160954937,7
0.63,11.00851887603253,7
0.64,12.044602591110138,7
0.65,13.080686306187744,7
0.66,14.11677002126535,7
0.67,15.882807371453971,7
0.68,19.108751991864604,7
0.6900000000000001,22.3346966122752,7
0.7000000000000001,25.560641232685832,7
0.71,28.786585853096426,7
0.72,32.012530473507056,7
0.73,35.238475093917685,7
0.74,36.41714238808264,7
0.75,36.57217101912473,7
0.76,36.727199650166824,7
0.77,36.88222828120892,7
0.78,37.03725691225101,7
0.79,37.192285543293096,7
0.8,37.34731417433519,7
0.81,37.595139844863674,7
0.8200000000000001,37.84296551539216,7
0.8300000000000001,38.09079118592065,7
0.84,38.338616856449136,7
0.85,38.58644252697762,7
0.86,38.83426819750611,7
0.87,40.22317042896347,7
0.88,43.894225782278475,7
0.89,47.56528113559352,7
0.9,51.23633648890858,7
0.91,54.90739184222363,7
0.92,58.57844719553868,7
0.93,62.249502548853734,7
0.9400000000000001,63.51619437328009,7
0.9500000000000001,63.580704433262156,7
0.96,63.645214493244225,7
0.97,63.70972455322629,7
0.98,63.77423461320835,7
0.99,63.83874467319042,7
1.0,63.90325473317248,7
