Request Id,request_e2e_time_normalized
4,0.26036800124475795
5,0.025799353913583224
14,0.2678507087745796
26,0.1461199608844953
10,0.09080532601528525
28,0.38923126825579163
36,0.1566191829063661
24,0.07653520151403595
84,4.153168847322966
33,10.581400040837272
56,0.08910162315665553
45,0.09400001005715324
15,0.09758705675646366
63,0.18576258392107023
13,0.047555036553786505
37,0.05917683376401521
108,0.4521594580332857
79,0.225751453528233
88,0.3453677150046775
44,0.07829570929382854
16,0.054637448367935944
52,0.07189351421370957
57,0.6468341124272926
94,0.37937690740788843
102,0.3937892269310583
20,0.05638096219766671
76,0.05312546183422906
64,0.0927858420264852
116,0.05023647764049015
8,0.05924412975910779
12,0.04257887154753191
73,5.877009568956158
32,0.07091013378851621
0,0.053151178333235995
60,0.03799132430031177
21,0.05186743381906555
48,0.05911898658814974
68,0.03603462741657034
92,0.033095343082380727
61,0.058692812510853835
100,0.02998842127749185
22,0.06240338728054784
6,0.06294573381764877
110,0.09461435548428573
124,0.028240873132276172
54,0.056593223107862925
29,0.04511771841266271
77,0.05628642120109971
70,0.057960085270356475
69,0.05154334616927349
46,0.05161132047239973
3,0.0960880989541691
40,0.04409326594444797
112,0.060521613222542306
86,0.06014961176690544
34,0.1119686844198681
38,0.04842027626338403
104,0.05364878702634886
109,0.054780883116461274
53,0.04415686292371307
62,0.04692417511688994
30,0.04615001304701818
93,0.05029600137766442
42,0.11431860655876692
72,0.04125309370737441
125,0.04293729290335831
126,0.049943294980071655
85,0.04088834221549519
78,0.046526482899545515
25,0.11350325505257607
120,0.04139631307615904
80,0.03975190115359799
96,0.04174851774331943
41,0.12923688872570013
101,0.03977473738802506
117,0.0377672287310975
118,0.038048618894961715
58,0.08544254805826015
74,0.08358815020366198
66,0.08131987222128964
67,1.1450060433083462
114,0.1105345277155231
65,0.1588160140712441
1,0.08062039137866006
82,0.06620648089212704
122,0.07865169849252324
2,0.05087908183906104
50,0.05953607883343487
98,0.06221505138179636
90,0.06008794221782629
106,0.05130329724802021
18,0.04461258855721588
71,0.15338643547522374
47,0.1235467057088006
31,0.12628518238977768
7,0.10952751720159039
17,0.10956696271323894
19,0.15337134538472288
11,0.14244569954874547
43,0.16555501088700555
75,0.23294272607883257
55,0.133523698314099
51,0.1502817271450341
59,0.146313344490403
35,0.1428463792299328
115,0.25192122140288176
99,0.22104595184917966
83,0.1756912399064044
39,0.12405715855680395
91,0.14124228726740193
49,0.18414159613936068
27,0.0929725485878519
107,0.11687545849283565
123,0.15092102085762124
9,0.12016641093411091
121,0.6996351124422243
113,0.40215044528482735
119,9.151043884600835
89,0.13905486289312893
87,0.14871442122733328
81,0.11224323460566306
23,0.09208892266819649
103,0.1388965460392898
111,0.15051995262943668
105,0.1399215045970805
97,0.1266876895217839
127,0.16088643454483062
95,0.10920685034534305
