cdf,batch_execution_time,replica
0.51,0.054467722072250084,1
0.52,0.05556808009391171,1
0.53,0.05556808009391171,1
0.54,0.05669066757055639,1
0.55,0.05783593358208279,1
0.56,0.05900433628071072,1
0.5700000000000001,0.05900433628071072,1
0.58,0.06019634307426044,1
0.59,0.06141243081313439,1
0.6,0.06265308598107648,1
0.61,0.0639188048897851,1
0.62,0.06521009387745753,1
0.63,0.06521009387745753,1
0.64,0.06652746951134555,1
0.65,0.06787145879440303,1
0.66,0.06924259937610815,1
0.67,0.07064143976754468,1
0.68,0.07206853956082841,1
0.6900000000000001,0.07352446965296637,1
0.7000000000000001,0.07500981247423841,1
0.71,0.07652516222119272,1
0.72,0.07807112509434813,1
0.73,0.07964831954069858,1
0.74,0.08289893966275547,1
0.75,0.08628222461991313,1
0.76,0.08802529986475986,1
0.77,0.09161780266507658,1
0.78,0.09535692327175246,1
0.79,0.09924864547445637,1
0.8,0.10125366861535448,1
0.81,0.10538604974443742,1
0.8200000000000001,0.10968708228170655,1
0.8300000000000001,0.11646998560435963,1
0.84,0.12367233464958467,1
0.85,0.12871967000922488,1
0.86,0.13667952325022947,1
0.87,0.14225771009851965,1
0.88,0.15105473773776426,1
0.89,0.16363608029083504,1
0.9,0.1772653223193431,1
0.91,0.19202974332513717,1
0.92,0.20390460731963259,1
0.93,0.21651379711411095,1
0.9400000000000001,0.22990272243964557,1
0.9500000000000001,0.2441196011047,1
0.96,0.2592156326429002,1
0.97,0.26979478304154936,1
0.98,0.2864785336916676,1
0.99,0.29817034202517106,1
1.0,0.3166087995132178,1
0.0,0.013164988698375592,2
0.01,0.013164988698375592,2
0.02,0.013430948066019544,2
0.03,0.013430948066019544,2
0.04,0.013430948066019544,2
0.05,0.013430948066019544,2
0.06,0.013430948066019544,2
0.07,0.013430948066019544,2
0.08,0.013430948066019544,2
0.09,0.013430948066019544,2
0.1,0.013979094094629668,2
0.11,0.014843542686111233,2
0.12,0.014843542686111233,2
0.13,0.014843542686111233,2
0.14,0.014843542686111233,2
0.15,0.014843542686111233,2
0.16,0.014843542686111233,2
0.17,0.014843542686111233,2
0.18,0.014843542686111233,2
0.19,0.014843542686111233,2
0.2,0.014843542686111233,2
0.21,0.016079860712489867,2
0.22,0.016079860712489867,2
0.23,0.016079860712489867,2
0.24,0.01640470638344926,2
0.25,0.01640470638344926,2
0.26,0.01640470638344926,2
0.27,0.017074217918331375,2
0.28,0.017074217918331375,2
0.29,0.017074217918331375,2
0.3,0.017074217918331375,2
0.31,0.017074217918331375,2
0.32,0.017074217918331375,2
0.33,0.017074217918331375,2
0.34,0.017074217918331375,2
0.35000000000000003,0.017074217918331375,2
0.36,0.017074217918331375,2
0.37,0.017074217918331375,2
0.38,0.017074217918331375,2
0.39,0.017074217918331375,2
0.4,0.017074217918331375,2
0.41000000000000003,0.017074217918331375,2
0.42,0.017074217918331375,2
0.43,0.017074217918331375,2
0.44,0.017074217918331375,2
0.45,0.017419151613651204,2
0.46,0.017419151613651204,2
0.47000000000000003,0.017419151613651204,2
0.48,0.017419151613651204,2
0.49,0.017419151613651204,2
0.5,0.017419151613651204,2
0.51,0.017419151613651204,2
0.52,0.017419151613651204,2
0.53,0.017419151613651204,2
0.54,0.017419151613651204,2
0.55,0.017419151613651204,2
0.56,0.017419151613651204,2
0.5700000000000001,0.017419151613651204,2
0.58,0.017419151613651204,2
0.59,0.017419151613651204,2
0.6,0.0492842687151279,2
0.61,0.051295666275178016,2
0.62,0.05233194236154525,2
0.63,0.053389153318344144,2
0.64,0.054467722072250084,2
0.65,0.05556808009391171,2
0.66,0.05556808009391171,2
0.67,0.05669066757055639,2
0.68,0.05783593358208279,2
0.6900000000000001,0.05900433628071072,2
0.7000000000000001,0.06019634307426044,2
0.71,0.06141243081313439,2
0.72,0.06265308598107648,2
0.73,0.0639188048897851,2
0.74,0.06521009387745753,2
0.75,0.06652746951134555,2
0.76,0.06787145879440303,2
0.77,0.06924259937610815,2
0.78,0.07064143976754468,2
0.79,0.07206853956082841,2
0.8,0.07352446965296637,2
0.81,0.07500981247423841,2
0.8200000000000001,0.07652516222119272,2
0.8300000000000001,0.07807112509434813,2
0.84,0.07964831954069858,2
0.85,0.08125737650111674,2
0.86,0.08457366571654851,2
0.87,0.08628222461991313,2
0.88,0.08980358875091662,2
0.89,0.09161780266507658,2
0.9,0.09535692327175246,2
0.91,0.09924864547445637,2
0.92,0.10329919727425053,2
0.93,0.10751506085038566,2
0.9400000000000001,0.11190298293386225,2
0.9500000000000001,0.11882291460646792,2
0.96,0.12367233464958467,2
0.97,0.12871967000922488,2
0.98,0.13667952325022947,2
0.99,0.14806355481226394,2
1.0,0.16039576186923432,2
0.0,0.013164988698375592,3
0.01,0.013164988698375592,3
0.02,0.013164988698375592,3
0.03,0.013164988698375592,3
0.04,0.013164988698375592,3
0.05,0.013164988698375592,3
0.06,0.013164988698375592,3
0.07,0.01544933975523117,3
0.08,0.01544933975523117,3
0.09,0.01544933975523117,3
0.1,0.01544933975523117,3
0.11,0.01544933975523117,3
0.12,0.01544933975523117,3
0.13,0.015761447629074225,3
0.14,0.015761447629074225,3
0.15,0.015761447629074225,3
0.16,0.015761447629074225,3
0.17,0.015761447629074225,3
0.18,0.016079860712489867,3
0.19,0.016079860712489867,3
0.2,0.016079860712489867,3
0.21,0.016079860712489867,3
0.22,0.016079860712489867,3
0.23,0.016079860712489867,3
0.24,0.016079860712489867,3
0.25,0.016079860712489867,3
0.26,0.016079860712489867,3
0.27,0.016079860712489867,3
0.28,0.016079860712489867,3
0.29,0.01640470638344926,3
0.3,0.01640470638344926,3
0.31,0.01640470638344926,3
0.32,0.01640470638344926,3
0.33,0.01640470638344926,3
0.34,0.01640470638344926,3
0.35000000000000003,0.016736114593215903,3
0.36,0.017074217918331375,3
0.37,0.017074217918331375,3
0.38,0.017419151613651204,3
0.39,0.017419151613651204,3
0.4,0.017419151613651204,3
0.41000000000000003,0.017419151613651204,3
0.42,0.01813006485163309,3
0.43,0.01813006485163309,3
0.44,0.05233194236154525,3
0.45,0.053389153318344144,3
0.46,0.054467722072250084,3
0.47000000000000003,0.05556808009391171,3
0.48,0.05669066757055639,3
0.49,0.05783593358208279,3
0.5,0.05900433628071072,3
0.51,0.06019634307426044,3
0.52,0.06141243081313439,3
0.53,0.06265308598107648,3
0.54,0.06265308598107648,3
0.55,0.0639188048897851,3
0.56,0.06652746951134555,3
0.5700000000000001,0.06652746951134555,3
0.58,0.06787145879440303,3
0.59,0.06924259937610815,3
0.6,0.07064143976754468,3
0.61,0.07206853956082841,3
0.62,0.07352446965296637,3
0.63,0.07500981247423841,3
0.64,0.07652516222119272,3
0.65,0.07807112509434813,3
0.66,0.07807112509434813,3
0.67,0.07964831954069858,3
0.68,0.08125737650111674,3
0.6900000000000001,0.08289893966275547,3
0.7000000000000001,0.08457366571654851,3
0.71,0.08628222461991313,3
0.72,0.08628222461991313,3
0.73,0.08802529986475986,3
0.74,0.09161780266507658,3
0.75,0.09346866736538112,3
0.76,0.0972833257620909,3
0.77,0.09924864547445637,3
0.78,0.10329919727425053,3
0.79,0.10751506085038566,3
0.8,0.11190298293386225,3
0.81,0.11416364925575845,3
0.8200000000000001,0.11882291460646792,3
0.8300000000000001,0.12367233464958467,3
0.84,0.12617076565260657,3
0.85,0.1313200673831486,3
0.86,0.13667952325022947,3
0.87,0.14225771009851965,3
0.88,0.14806355481226394,3
0.89,0.15410634860115338,3
0.9,0.16039576186923432,3
0.91,0.1669418596906499,3
0.92,0.17031442251268322,3
0.93,0.1772653223193431,3
0.9400000000000001,0.1844999033751269,3
0.9500000000000001,0.18822717415038198,3
0.96,0.19590913207918037,3
0.97,0.19986689232320423,3
0.98,0.21222639519105924,3
0.99,0.22535019328242487,3
1.0,0.23928554959767623,3
0.0,0.013164988698375592,4
0.01,0.013164988698375592,4
0.02,0.013164988698375592,4
0.03,0.013164988698375592,4
0.04,0.013164988698375592,4
0.05,0.013164988698375592,4
0.06,0.013164988698375592,4
0.07,0.013164988698375592,4
0.08,0.013164988698375592,4
0.09,0.013430948066019544,4
0.1,0.013430948066019544,4
0.11,0.013430948066019544,4
0.12,0.013702280350181556,4
0.13,0.013702280350181556,4
0.14,0.013702280350181556,4
0.15,0.013702280350181556,4
0.16,0.013702280350181556,4
0.17,0.013702280350181556,4
0.18,0.013702280350181556,4
0.19,0.013702280350181556,4
0.2,0.013702280350181556,4
0.21,0.013702280350181556,4
0.22,0.013702280350181556,4
0.23,0.013702280350181556,4
0.24,0.013702280350181556,4
0.25,0.014261500035935319,4
0.26,0.014261500035935319,4
0.27,0.014261500035935319,4
0.28,0.014261500035935319,4
0.29,0.014261500035935319,4
0.3,0.014261500035935319,4
0.31,0.014261500035935319,4
0.32,0.014261500035935319,4
0.33,0.014261500035935319,4
0.34,0.014261500035935319,4
0.35000000000000003,0.014261500035935319,4
0.36,0.014261500035935319,4
0.37,0.014261500035935319,4
0.38,0.014261500035935319,4
0.39,0.014549611147772397,4
0.4,0.014549611147772397,4
0.41000000000000003,0.014549611147772397,4
0.42,0.014549611147772397,4
0.43,0.014549611147772397,4
0.44,0.014549611147772397,4
0.45,0.014843542686111233,4
0.46,0.014843542686111233,4
0.47000000000000003,0.014843542686111233,4
0.48,0.014843542686111233,4
0.49,0.014843542686111233,4
0.5,0.014843542686111233,4
0.51,0.015761447629074225,4
0.52,0.015761447629074225,4
0.53,0.015761447629074225,4
0.54,0.015761447629074225,4
0.55,0.015761447629074225,4
0.56,0.015761447629074225,4
0.5700000000000001,0.015761447629074225,4
0.58,0.015761447629074225,4
0.59,0.015761447629074225,4
0.6,0.015761447629074225,4
0.61,0.01640470638344926,4
0.62,0.01640470638344926,4
0.63,0.01640470638344926,4
0.64,0.01640470638344926,4
0.65,0.016736114593215903,4
0.66,0.04641408350571326,4
0.67,0.0492842687151279,4
0.68,0.051295666275178016,4
0.6900000000000001,0.051295666275178016,4
0.7000000000000001,0.05233194236154525,4
0.71,0.053389153318344144,4
0.72,0.053389153318344144,4
0.73,0.054467722072250084,4
0.74,0.05556808009391171,4
0.75,0.05556808009391171,4
0.76,0.05669066757055639,4
0.77,0.05783593358208279,4
0.78,0.05783593358208279,4
0.79,0.05900433628071072,4
0.8,0.05900433628071072,4
0.81,0.06019634307426044,4
0.8200000000000001,0.06141243081313439,4
0.8300000000000001,0.06141243081313439,4
0.84,0.06265308598107648,4
0.85,0.0639188048897851,4
0.86,0.06521009387745753,4
0.87,0.06521009387745753,4
0.88,0.06652746951134555,4
0.89,0.06787145879440303,4
0.9,0.06924259937610815,4
0.91,0.07064143976754468,4
0.92,0.07206853956082841,4
0.93,0.07500981247423841,4
0.9400000000000001,0.07652516222119272,4
0.9500000000000001,0.07807112509434813,4
0.96,0.07964831954069858,4
0.97,0.08457366571654851,4
0.98,0.08980358875091662,4
0.99,0.09535692327175246,4
1.0,0.10538604974443742,4
0.0,0.013164988698375592,5
0.01,0.013164988698375592,5
0.02,0.013164988698375592,5
0.03,0.013164988698375592,5
0.04,0.013164988698375592,5
0.05,0.013164988698375592,5
0.06,0.013164988698375592,5
0.07,0.013164988698375592,5
0.08,0.013164988698375592,5
0.09,0.013164988698375592,5
0.1,0.013164988698375592,5
0.11,0.013164988698375592,5
0.12,0.013164988698375592,5
0.13,0.013164988698375592,5
0.14,0.013164988698375592,5
0.15,0.013164988698375592,5
0.16,0.013164988698375592,5
0.17,0.013164988698375592,5
0.18,0.013164988698375592,5
0.19,0.013164988698375592,5
0.2,0.013164988698375592,5
0.21,0.013164988698375592,5
0.22,0.013164988698375592,5
0.23,0.013164988698375592,5
0.24,0.013164988698375592,5
0.25,0.013164988698375592,5
0.26,0.013164988698375592,5
0.27,0.013164988698375592,5
0.28,0.013164988698375592,5
0.29,0.013164988698375592,5
0.3,0.013164988698375592,5
0.31,0.013164988698375592,5
0.32,0.013164988698375592,5
0.33,0.014261500035935319,5
0.34,0.014843542686111233,5
0.35000000000000003,0.014843542686111233,5
0.36,0.014843542686111233,5
0.37,0.01544933975523117,5
0.38,0.01544933975523117,5
0.39,0.01544933975523117,5
0.4,0.01544933975523117,5
0.41000000000000003,0.01544933975523117,5
0.42,0.01544933975523117,5
0.43,0.01544933975523117,5
0.44,0.01544933975523117,5
0.45,0.01544933975523117,5
0.46,0.017074217918331375,5
0.47000000000000003,0.017074217918331375,5
0.48,0.017074217918331375,5
0.49,0.017074217918331375,5
0.5,0.017074217918331375,5
0.51,0.017074217918331375,5
0.52,0.017074217918331375,5
0.53,0.017074217918331375,5
0.54,0.017074217918331375,5
0.55,0.017074217918331375,5
0.56,0.017074217918331375,5
0.5700000000000001,0.017074217918331375,5
0.58,0.017074217918331375,5
0.59,0.017074217918331375,5
0.6,0.017074217918331375,5
0.61,0.017074217918331375,5
0.62,0.017419151613651204,5
0.63,0.017419151613651204,5
0.64,0.017419151613651204,5
0.65,0.017419151613651204,5
0.66,0.017419151613651204,5
0.67,0.017419151613651204,5
0.68,0.017419151613651204,5
0.6900000000000001,0.017419151613651204,5
0.7000000000000001,0.0492842687151279,5
0.71,0.050279910507352706,5
0.72,0.05233194236154525,5
0.73,0.053389153318344144,5
0.74,0.053389153318344144,5
0.75,0.054467722072250084,5
0.76,0.05556808009391171,5
0.77,0.05669066757055639,5
0.78,0.05783593358208279,5
0.79,0.05900433628071072,5
0.8,0.06019634307426044,5
0.81,0.06141243081313439,5
0.8200000000000001,0.06141243081313439,5
0.8300000000000001,0.06265308598107648,5
0.84,0.0639188048897851,5
0.85,0.06521009387745753,5
0.86,0.06652746951134555,5
0.87,0.06787145879440303,5
0.88,0.06924259937610815,5
0.89,0.07064143976754468,5
0.9,0.07206853956082841,5
0.91,0.07500981247423841,5
0.92,0.07652516222119272,5
0.93,0.07964831954069858,5
0.9400000000000001,0.08125737650111674,5
0.9500000000000001,0.08457366571654851,5
0.96,0.08628222461991313,5
0.97,0.08980358875091662,5
0.98,0.09535692327175246,5
0.99,0.10125366861535448,5
1.0,0.11416364925575845,5
0.0,0.013979094094629668,6
0.01,0.013979094094629668,6
0.02,0.013979094094629668,6
0.03,0.013979094094629668,6
0.04,0.013979094094629668,6
0.05,0.013979094094629668,6
0.06,0.013979094094629668,6
0.07,0.013979094094629668,6
0.08,0.013979094094629668,6
0.09,0.013979094094629668,6
0.1,0.013979094094629668,6
0.11,0.013979094094629668,6
0.12,0.013979094094629668,6
0.13,0.013979094094629668,6
0.14,0.013979094094629668,6
0.15,0.014261500035935319,6
0.16,0.014261500035935319,6
0.17,0.014261500035935319,6
0.18,0.014261500035935319,6
0.19,0.014261500035935319,6
0.2,0.014261500035935319,6
0.21,0.014549611147772397,6
0.22,0.014549611147772397,6
0.23,0.014549611147772397,6
0.24,0.014549611147772397,6
0.25,0.014549611147772397,6
0.26,0.014549611147772397,6
0.27,0.014549611147772397,6
0.28,0.014549611147772397,6
0.29,0.014843542686111233,6
0.3,0.014843542686111233,6
0.31,0.014843542686111233,6
0.32,0.014843542686111233,6
0.33,0.014843542686111233,6
0.34,0.014843542686111233,6
0.35000000000000003,0.014843542686111233,6
0.36,0.015143412235325603,6
0.37,0.015143412235325603,6
0.38,0.015143412235325603,6
0.39,0.015143412235325603,6
0.4,0.01544933975523117,6
0.41000000000000003,0.01544933975523117,6
0.42,0.01544933975523117,6
0.43,0.01544933975523117,6
0.44,0.015761447629074225,6
0.45,0.016736114593215903,6
0.46,0.016736114593215903,6
0.47000000000000003,0.016736114593215903,6
0.48,0.016736114593215903,6
0.49,0.016736114593215903,6
0.5,0.017419151613651204,6
0.51,0.017419151613651204,6
0.52,0.017419151613651204,6
0.53,0.017419151613651204,6
0.54,0.017419151613651204,6
0.55,0.017419151613651204,6
0.56,0.017419151613651204,6
0.5700000000000001,0.017419151613651204,6
0.58,0.017419151613651204,6
0.59,0.017419151613651204,6
0.6,0.017419151613651204,6
0.61,0.017419151613651204,6
0.62,0.017771053666452236,6
0.63,0.0492842687151279,6
0.64,0.051295666275178016,6
0.65,0.05233194236154525,6
0.66,0.053389153318344144,6
0.67,0.054467722072250084,6
0.68,0.054467722072250084,6
0.6900000000000001,0.05556808009391171,6
0.7000000000000001,0.05556808009391171,6
0.71,0.05669066757055639,6
0.72,0.05783593358208279,6
0.73,0.05900433628071072,6
0.74,0.05900433628071072,6
0.75,0.06019634307426044,6
0.76,0.06141243081313439,6
0.77,0.06265308598107648,6
0.78,0.06265308598107648,6
0.79,0.0639188048897851,6
0.8,0.06521009387745753,6
0.81,0.06652746951134555,6
0.8200000000000001,0.06787145879440303,6
0.8300000000000001,0.06924259937610815,6
0.84,0.07064143976754468,6
0.85,0.07206853956082841,6
0.86,0.07352446965296637,6
0.87,0.07500981247423841,6
0.88,0.07652516222119272,6
0.89,0.07807112509434813,6
0.9,0.07964831954069858,6
0.91,0.08125737650111674,6
0.92,0.08289893966275547,6
0.93,0.08457366571654851,6
0.9400000000000001,0.08802529986475986,6
0.9500000000000001,0.08980358875091662,6
0.96,0.09346866736538112,6
0.97,0.0972833257620909,6
0.98,0.10329919727425053,6
0.99,0.11416364925575845,6
1.0,0.12367233464958467,6
0.0,0.015761447629074225,7
0.01,0.015761447629074225,7
0.02,0.015761447629074225,7
0.03,0.015761447629074225,7
0.04,0.015761447629074225,7
0.05,0.015761447629074225,7
0.06,0.015761447629074225,7
0.07,0.015761447629074225,7
0.08,0.015761447629074225,7
0.09,0.015761447629074225,7
0.1,0.015761447629074225,7
0.11,0.015761447629074225,7
0.12,0.015761447629074225,7
0.13,0.015761447629074225,7
0.14,0.016079860712489867,7
0.15,0.016079860712489867,7
0.16,0.01640470638344926,7
0.17,0.01640470638344926,7
0.18,0.01640470638344926,7
0.19,0.01640470638344926,7
0.2,0.01640470638344926,7
0.21,0.01640470638344926,7
0.22,0.01640470638344926,7
0.23,0.01640470638344926,7
0.24,0.01640470638344926,7
0.25,0.01640470638344926,7
0.26,0.01640470638344926,7
0.27,0.01640470638344926,7
0.28,0.01640470638344926,7
0.29,0.01640470638344926,7
0.3,0.01640470638344926,7
0.31,0.01640470638344926,7
0.32,0.017074217918331375,7
0.33,0.017074217918331375,7
0.34,0.017074217918331375,7
0.35000000000000003,0.017074217918331375,7
0.36,0.017419151613651204,7
0.37,0.017419151613651204,7
0.38,0.017419151613651204,7
0.39,0.017419151613651204,7
0.4,0.020854635897662687,7
0.41000000000000003,0.051295666275178016,7
0.42,0.05233194236154525,7
0.43,0.053389153318344144,7
0.44,0.054467722072250084,7
0.45,0.05556808009391171,7
0.46,0.05669066757055639,7
0.47000000000000003,0.05783593358208279,7
0.48,0.05900433628071072,7
0.49,0.06019634307426044,7
0.5,0.06141243081313439,7
0.51,0.06265308598107648,7
0.52,0.0639188048897851,7
0.53,0.06521009387745753,7
0.54,0.06652746951134555,7
0.55,0.06787145879440303,7
0.56,0.06924259937610815,7
0.5700000000000001,0.07064143976754468,7
0.58,0.07206853956082841,7
0.59,0.07352446965296637,7
0.6,0.07500981247423841,7
0.61,0.07652516222119272,7
0.62,0.07807112509434813,7
0.63,0.07964831954069858,7
0.64,0.08125737650111674,7
0.65,0.08289893966275547,7
0.66,0.08457366571654851,7
0.67,0.08628222461991313,7
0.68,0.08980358875091662,7
0.6900000000000001,0.09161780266507658,7
0.7000000000000001,0.09346866736538112,7
0.71,0.09535692327175246,7
0.72,0.0972833257620909,7
0.73,0.09924864547445637,7
0.74,0.10125366861535448,7
0.75,0.10329919727425053,7
0.76,0.10751506085038566,7
0.77,0.10968708228170655,7
0.78,0.11416364925575845,7
0.79,0.11882291460646792,7
0.8,0.12367233464958467,7
0.81,0.12617076565260657,7
0.8200000000000001,0.1313200673831486,7
0.8300000000000001,0.13397299803735366,7
0.84,0.1394407257401331,7
0.85,0.14225771009851965,7
0.86,0.14806355481226394,7
0.87,0.15721960816885347,7
0.88,0.16039576186923432,7
0.89,0.1669418596906499,7
0.9,0.17375511791697984,7
0.91,0.18084643994195604,7
0.92,0.18822717415038198,7
0.93,0.19590913207918037,7
0.9400000000000001,0.19986689232320423,7
0.9500000000000001,0.20390460731963259,7
0.96,0.21222639519105924,7
0.97,0.21651379711411095,7
0.98,0.22535019328242487,7
0.99,0.22990272243964557,7
1.0,0.2441196011047,7
