cdf,decode_time_execution_plus_preemption_normalized,replica
0.41000000000000003,0.04094597114084991,2
0.42,0.04096508838092135,2
0.43,0.04098420562099279,2
0.44,0.04100332286106423,2
0.45,0.04102244010113567,2
0.46,0.04104155734120711,2
0.47000000000000003,0.041494257637439524,2
0.48,0.0428141240459939,2
0.49,0.044133990454548286,2
0.5,0.04545385686310267,2
0.51,0.04677372327165705,2
0.52,0.048093589680211435,2
0.53,0.04941345608876581,2
0.54,0.04997574575808388,2
0.55,0.0501592470577838,2
0.56,0.05034274835748372,2
0.5700000000000001,0.05052624965718364,2
0.58,0.05070975095688356,2
0.59,0.050893252256583484,2
0.6,0.051076753556283404,2
0.61,0.05128968195775075,2
0.62,0.05150261035921809,2
0.63,0.05171553876068543,2
0.64,0.051928467162152776,2
0.65,0.052141395563620116,2
0.66,0.05235432396508746,2
0.67,0.052503605176284746,2
0.68,0.0525255920069419,2
0.6900000000000001,0.05254757883759906,2
0.7000000000000001,0.05256956566825622,2
0.71,0.052591552498913376,2
0.72,0.05261353932957054,2
0.73,0.052635526160227694,2
0.74,0.05345450331852651,2
0.75,0.054671975640646166,2
0.76,0.05588944796276582,2
0.77,0.05710692028488547,2
0.78,0.05832439260700512,2
0.79,0.05954186492912477,2
0.8,0.06075933725124441,2
0.81,0.061667655760148404,2
0.8200000000000001,0.06257597426905238,2
0.8300000000000001,0.06348429277795638,2
0.84,0.06439261128686037,2
0.85,0.06530092979576438,2
0.86,0.06620924830466837,2
0.87,0.06792227902114009,2
0.88,0.07124473415274724,2
0.89,0.07456718928435442,2
0.9,0.0778896444159616,2
0.91,0.08121209954756878,2
0.92,0.08453455467917596,2
0.93,0.08785700981078313,2
0.9400000000000001,0.08902019510898668,2
0.9500000000000001,0.08910374549048844,2
0.96,0.0891872958719902,2
0.97,0.08927084625349196,2
0.98,0.08935439663499373,2
0.99,0.08943794701649549,2
1.0,0.08952149739799725,2
0.0,0.016195915832784992,3
0.01,0.02067168083286012,3
0.02,0.025147445832935246,3
0.03,0.029623210833010366,3
0.04,0.03409897583308549,3
0.05,0.03857474083316062,3
0.06,0.04305050583323575,3
0.07,0.04649021240680138,3
0.08,0.047857802127348026,3
0.09,0.04922539184789468,3
0.1,0.050592981568441324,3
0.11,0.05196057128898797,3
0.12,0.053328161009534615,3
0.13,0.05469575073008127,3
0.14,0.05553698745398439,3
0.15,0.05611504767956575,3
0.16,0.05669310790514711,3
0.17,0.05727116813072847,3
0.18,0.057849228356309824,3
0.19,0.05842728858189119,3
0.2,0.059005348807472546,3
0.21,0.059757872190592205,3
0.22,0.06051039557371186,3
0.23,0.061262918956831516,3
0.24,0.062015442339951175,3
0.25,0.06276796572307083,3
0.26,0.0635204891061905,3
0.27,0.06439525567419647,3
0.28,0.0655145086119751,3
0.29,0.06663376154975371,3
0.3,0.06775301448753233,3
0.31,0.06887226742531095,3
0.32,0.06999152036308957,3
0.33,0.0711107733008682,3
0.34,0.07226388132016894,3
0.35000000000000003,0.07343391688023072,3
0.36,0.07460395244029251,3
0.37,0.0757739880003543,3
0.38,0.0769440235604161,3
0.39,0.07811405912047789,3
0.4,0.07928409468053968,3
0.41000000000000003,0.07950559461133824,3
0.42,0.07972709454213682,3
0.43,0.07994859447293538,3
0.44,0.08017009440373395,3
0.45,0.08039159433453252,3
0.46,0.08061309426533109,3
0.47000000000000003,0.08080189051091968,3
0.48,0.08092527938608832,3
0.49,0.08104866826125695,3
0.5,0.08117205713642558,3
0.51,0.08129544601159422,3
0.52,0.08141883488676285,3
0.53,0.08154222376193149,3
0.54,0.08176127189306535,3
0.55,0.08202814965218182,3
0.56,0.0822950274112983,3
0.5700000000000001,0.08256190517041476,3
0.58,0.08282878292953123,3
0.59,0.0830956606886477,3
0.6,0.08336253844776417,3
0.61,0.0836291088709946,3
0.62,0.08389567929422502,3
0.63,0.08416224971745545,3
0.64,0.08442882014068588,3
0.65,0.0846953905639163,3
0.66,0.08496196098714673,3
0.67,0.08517960283891997,3
0.68,0.08529938754777884,3
0.6900000000000001,0.08541917225663771,3
0.7000000000000001,0.08553895696549658,3
0.71,0.08565874167435546,3
0.72,0.08577852638321433,3
0.73,0.0858983110920732,3
0.74,0.08602776014701984,3
0.75,0.08616204137501035,3
0.76,0.08629632260300087,3
0.77,0.08643060383099138,3
0.78,0.0865648850589819,3
0.79,0.08669916628697241,3
0.8,0.08683344751496293,3
0.81,0.08686212182464753,3
0.8200000000000001,0.08689079613433212,3
0.8300000000000001,0.08691947044401672,3
0.84,0.08694814475370133,3
0.85,0.08697681906338593,3
0.86,0.08700549337307054,3
0.87,0.08743646322944847,3
0.88,0.08867202417921306,3
0.89,0.08990758512897766,3
0.9,0.09114314607874227,3
0.91,0.09237870702850687,3
0.92,0.09361426797827146,3
0.93,0.09484982892803608,3
0.9400000000000001,0.09559336961676836,3
0.9500000000000001,0.0960909001749845,3
0.96,0.09658843073320063,3
0.97,0.09708596129141678,3
0.98,0.09758349184963291,3
0.99,0.09808102240784906,3
1.0,0.0985785529660652,3
0.0,0.0,4
0.01,0.0013158142833326056,4
0.02,0.0026316285666652113,4
0.03,0.003947442849997817,4
0.04,0.0052632571333304234,4
0.05,0.006579071416663029,4
0.06,0.007894885699995633,4
0.07,0.009058265564735355,4
0.08,0.009916776592289301,4
0.09,0.010775287619843248,4
0.1,0.011633798647397196,4
0.11,0.01249230967495114,4
0.12,0.013350820702505088,4
0.13,0.014209331730059036,4
0.14,0.015071955047126766,4
0.15,0.015936634508951386,4
0.16,0.016801313970776006,4
0.17,0.017665993432600627,4
0.18,0.018530672894425244,4
0.19,0.019395352356249868,4
0.2,0.020260031818074488,4
0.21,0.020389492238555643,4
0.22,0.020518952659036797,4
0.23,0.020648413079517956,4
0.24,0.02077787349999911,4
0.25,0.020907333920480265,4
0.26,0.02103679434096142,4
0.27,0.02113331541291786,4
0.28,0.02116395778782486,4
0.29,0.021194600162731864,4
0.3,0.02122524253763887,4
0.31,0.02125588491254587,4
0.32,0.021286527287452874,4
0.33,0.021317169662359876,4
0.34,0.0219688918702425,4
0.35000000000000003,0.02293115399461293,4
0.36,0.023893416118983355,4
0.37,0.024855678243353788,4
0.38,0.02581794036772422,4
0.39,0.026780202492094656,4
0.4,0.027742464616465082,4
0.41000000000000003,0.027970417853328763,4
0.42,0.028198371090192447,4
0.43,0.02842632432705613,4
0.44,0.028654277563919812,4
0.45,0.028882230800783497,4
0.46,0.029110184037647178,4
0.47000000000000003,0.029744878188780265,4
0.48,0.031193054168452156,4
0.49,0.03264123014812406,4
0.5,0.03408940612779596,4
0.51,0.03553758210746786,4
0.52,0.03698575808713976,4
0.53,0.038433934066811656,4
0.54,0.039163553835859996,4
0.55,0.03953389549959656,4
0.56,0.03990423716333311,4
0.5700000000000001,0.040274578827069675,4
0.58,0.04064492049080623,4
0.59,0.04101526215454279,4
0.6,0.041385603818279354,4
0.61,0.042015252099014945,4
0.62,0.042644900379750536,4
0.63,0.04327454866048612,4
0.64,0.04390419694122171,4
0.65,0.0445338452219573,4
0.66,0.0451634935026929,4
0.67,0.045671647835274075,4
0.68,0.04593681427154643,4
0.6900000000000001,0.046201980707818786,4
0.7000000000000001,0.04646714714409114,4
0.71,0.0467323135803635,4
0.72,0.04699748001663586,4
0.73,0.047262646452908216,4
0.74,0.048170404644502875,4
0.75,0.0493994587137587,4
0.76,0.05062851278301452,4
0.77,0.05185756685227034,4
0.78,0.05308662092152616,4
0.79,0.05431567499078198,4
0.8,0.05554472906003779,4
0.81,0.05571093362126045,4
0.8200000000000001,0.05587713818248311,4
0.8300000000000001,0.05604334274370577,4
0.84,0.05620954730492843,4
0.85,0.05637575186615109,4
0.86,0.05654195642737375,4
0.87,0.056708736464456226,4
0.88,0.056876667453258326,4
0.89,0.057044598442060425,4
0.9,0.057212529430862524,4
0.91,0.05738046041966463,4
0.92,0.05754839140846673,4
0.93,0.05771632239726883,4
0.9400000000000001,0.05821421271258803,4
0.9500000000000001,0.058877082691165795,4
0.96,0.059539952669743545,4
0.97,0.06020282264832131,4
0.98,0.060865692626899066,4
0.99,0.06152856260547683,4
1.0,0.06219143258405459,4
0.0,0.01568676839674004,5
0.01,0.01573770266080612,5
0.02,0.0157886369248722,5
0.03,0.015839571188938285,5
0.04,0.015890505453004366,5
0.05,0.015941439717070446,5
0.06,0.015992373981136527,5
0.07,0.016081178406053772,5
0.08,0.016245723152673346,5
0.09,0.016410267899292917,5
0.1,0.01657481264591249,5
0.11,0.016739357392532062,5
0.12,0.016903902139151633,5
0.13,0.017068446885771207,5
0.14,0.017235355954514524,5
0.15,0.017403447184319715,5
0.16,0.017571538414124906,5
0.17,0.017739629643930097,5
0.18,0.017907720873735284,5
0.19,0.018075812103540475,5
0.2,0.018243903333345666,5
0.21,0.018761886898101324,5
0.22,0.019279870462856983,5
0.23,0.019797854027612645,5
0.24,0.020315837592368303,5
0.25,0.020833821157123962,5
0.26,0.021351804721879624,5
0.27,0.021749115256777526,5
0.28,0.02190507973195992,5
0.29,0.022061044207142312,5
0.3,0.022217008682324707,5
0.31,0.0223729731575071,5
0.32,0.02252893763268949,5
0.33,0.022684902107871885,5
0.34,0.023095859641671098,5
0.35000000000000003,0.02363431370477872,5
0.36,0.024172767767886336,5
0.37,0.02471122183099396,5
0.38,0.025249675894101584,5
0.39,0.025788129957209204,5
0.4,0.026326584020316825,5
0.41000000000000003,0.027515099596859913,5
0.42,0.02870361517340301,5
0.43,0.029892130749946108,5
0.44,0.031080646326489197,5
0.45,0.03226916190303229,5
0.46,0.03345767747957539,5
0.47000000000000003,0.03430283795184612,5
0.48,0.034461288215572136,5
0.49,0.034619738479298154,5
0.5,0.03477818874302417,5
0.51,0.034936639006750196,5
0.52,0.035095089270476214,5
0.53,0.03525353953420223,5
0.54,0.035518543590056316,5
0.55,0.035836824541974434,5
0.56,0.03615510549389255,5
0.5700000000000001,0.03647338644581067,5
0.58,0.03679166739772879,5
0.59,0.037109948349646905,5
0.6,0.03742822930156502,5
0.61,0.03825011621507866,5
0.62,0.039072003128592284,5
0.63,0.03989389004210591,5
0.64,0.04071577695561954,5
0.65,0.04153766386913317,5
0.66,0.042359550782646804,5
0.67,0.04290979477347057,5
0.68,0.04291675291891463,5
0.6900000000000001,0.04292371106435868,5
0.7000000000000001,0.042930669209802735,5
0.71,0.04293762735524679,5
0.72,0.04294458550069084,5
0.73,0.0429515436461349,5
0.74,0.04335653046451574,5
0.75,0.04396053161936499,5
0.76,0.04456453277421423,5
0.77,0.04516853392906347,5
0.78,0.04577253508391271,5
0.79,0.04637653623876196,5
0.8,0.046980537393611195,5
0.81,0.047505147704441496,5
0.8200000000000001,0.048029758015271797,5
0.8300000000000001,0.0485543683261021,5
0.84,0.0490789786369324,5
0.85,0.049603588947762706,5
0.86,0.050128199258593006,5
0.87,0.05081083564625922,5
0.88,0.051809524187597246,5
0.89,0.05280821272893527,5
0.9,0.05380690127027331,5
0.91,0.05480558981161134,5
0.92,0.05580427835294937,5
0.93,0.056802966894287404,5
0.9400000000000001,0.0581526631910577,5
0.9500000000000001,0.059677863365544134,5
0.96,0.06120306354003056,5
0.97,0.062728263714517,5
0.98,0.06425346388900344,5
0.99,0.06577866406348987,5
1.0,0.06730386423797631,5
0.0,0.015385694626943136,6
0.01,0.015470668185222641,6
0.02,0.015555641743502144,6
0.03,0.01564061530178165,6
0.04,0.015725588860061153,6
0.05,0.015810562418340654,6
0.06,0.01589553597662016,6
0.07,0.016616553874765055,6
