Request Id,decode_time_execution_plus_preemption_normalized
4,0.008772095222217372
5,0.022736890266266015
14,0.05126290284322975
26,0.06075933725124441
10,0.06681479397727103
28,0.047351035264999
36,0.05665275946818886
24,0.05222294473333374
84,0.0
33,0.0
56,0.07536586908984222
45,0.06730386423797631
15,0.06881774515823078
63,0.06448265804698372
13,0.046980537393611195
37,0.05713586307473341
108,0.057772299393536196
79,0.07552475510291301
88,0.06849237401175412
44,0.06219143258405459
16,0.05373062375403126
52,0.05554472906003779
57,0.057536122398860634
94,0.06629067444013798
102,0.06771184436912067
20,0.04558325902318329
76,0.038916659393368955
64,0.07396298775134082
116,0.021123101287948857
8,0.056106081347932095
12,0.041385603818279354
73,0.03623406478390242
32,0.06606004759124365
0,0.0516416026889481
60,0.029262152862222966
21,0.05047793946581321
48,0.05733398281740261
68,0.027742464616465082
92,0.021327383787328878
61,0.04290747539165589
100,0.020260031818074488
22,0.0561977296861774
6,0.05562796644519001
110,0.03325637787067235
124,0.014495502072577018
54,0.05064959722535581
29,0.04295386302794958
77,0.03530635628877757
70,0.04798388358165539
69,0.03742822930156502
46,0.04927610696809021
3,0.0952616825779576
40,0.04204358112398145
112,0.01719150215320634
86,0.035273682547507484
34,0.08952149739799725
38,0.045713453656379924
104,0.018898242616621555
109,0.017123295134644397
53,0.03425002119727078
62,0.04036055876200642
30,0.0431461509686757
93,0.021697127098383395
42,0.08896449485465217
72,0.029311815012383224
125,0.016026330157180583
126,0.01595218501547316
85,0.026326584020316825
78,0.029239562201311024
25,0.07402370946022213
120,0.0154203076821221
80,0.025965292935671076
96,0.019274593844770406
41,0.07745333591488963
101,0.018243903333345666
117,0.01568676839674004
118,0.015385694626943136
58,0.052642855103780084
74,0.052496276232732356
66,0.051076753556283404
67,0.0640221713616036
114,0.024297740626713044
65,0.0884692870125319
1,0.07894484719140508
82,0.0410543021679214
122,0.01715982498164358
2,0.04985341155828393
50,0.03874780651195018
98,0.020720738183965675
90,0.02056586851172349
106,0.0192722623134844
18,0.04092685390077847
71,0.12005197247606877
47,0.11108479016615344
31,0.11108119896742887
7,0.10075624537074875
17,0.10312685131921094
19,0.07928409468053968
11,0.0815833533869877
43,0.08513967460263368
75,0.0985785529660652
55,0.11712523178667149
51,0.08702460957952693
59,0.08593823932835949
35,0.08336253844776417
115,0.08683344751496293
99,0.08076076088586347
83,0.07148385761346107
39,0.11459451081854179
91,0.05515161397026348
49,0.14405694711123773
27,0.059005348807472546
107,0.046034349166619165
123,0.016195915832784992
9,0.11628219285213046
121,0.01727823960519898
113,0.020378937044919443
119,0.02200749414762169
89,0.10015961081036602
87,0.11680172187823037
81,0.0838764424043835
23,0.0870828054907817
103,0.06741270752080965
111,0.06628780292923846
105,0.019883946062699442
97,0.01969928154199987
127,0.01630058564591176
95,0.054525570441484796
