cdf,request_e2e_time_normalized,replica
0.0,0.03975190115359799,0
0.01,0.03997708003666445,0
0.02,0.040202258919730914,0
0.03,0.040427437802797374,0
0.04,0.04065261668586384,0
0.05,0.0408777955689303,0
0.06,0.04110297445199677,0
0.07,0.04126025467581364,0
0.08,0.041281737581131336,0
0.09,0.04130322048644903,0
0.1,0.04132470339176672,0
0.11,0.04134618629708442,0
0.12,0.04136766920240211,0
0.13,0.04138915210771981,0
0.14,0.04143153354287508,0
0.15,0.04148436424294914,0
0.16,0.0415371949430232,0
0.17,0.04159002564309726,0
0.18,0.04164285634317132,0
0.19,0.041695687043245375,0
0.2,0.04174851774331943,0
0.21,0.042100229973488716,0
0.22,0.04245194220365799,0
0.23,0.042803654433827276,0
0.24,0.04315536666399655,0
0.25,0.043507078894165836,0
0.26,0.04385879112433512,0
0.27,0.044546161563887375,0
0.28,0.045904848422205574,0
0.29,0.04726353528052377,0
0.3,0.048622222138841986,0
0.31,0.04998090899716019,0
0.32,0.05133959585547839,0
0.33,0.0526982827137966,0
0.34,0.05320093920254728,0
0.35000000000000003,0.05327558050651421,0
0.36,0.05335022181048114,0
0.37,0.05342486311444807,0
0.38,0.053499504418415,0
0.39,0.05357414572238193,0
0.4,0.05364878702634886,0
0.41000000000000003,0.05379708622758692,0
0.42,0.05394538542882498,0
0.43,0.054093684630063046,0
0.44,0.05424198383130111,0
0.45,0.05439028303253917,0
0.46,0.054538582233777236,0
0.47000000000000003,0.05486152527894663,0
0.48,0.0555337560119787,0
0.49,0.056205986745010775,0
0.5,0.05687821747804284,0
0.51,0.05755044821107491,0
0.52,0.05822267894410699,0
0.53,0.058894909677139055,0
0.54,0.05913150090524555,0
0.55,0.059150272380889254,0
0.56,0.05916904385653296,0
0.5700000000000001,0.059187815332176666,0
0.58,0.05920658680782038,0
0.59,0.059225358283464084,0
0.6,0.05924412975910779,0
0.61,0.059435752278622966,0
0.62,0.05962737479813814,0
0.63,0.05981899731765332,0
0.64,0.0600106198371685,0
0.65,0.06020224235668368,0
0.66,0.060393864876198855,0
0.67,0.061041039250841006,0
0.68,0.06259931733573709,0
0.6900000000000001,0.06415759542063317,0
0.7000000000000001,0.06571587350552927,0
0.71,0.06727415159042532,0
0.72,0.06883242967532142,0
0.73,0.07039070776021751,0
0.74,0.07147264056106818,0
0.75,0.07231640071989615,0
0.76,0.07316016087872411,0
0.77,0.07400392103755207,0
0.78,0.07484768119638004,0
0.79,0.075691441355208,0
0.8,0.07653520151403595,0
0.81,0.07842016476042889,0
0.8200000000000001,0.08030512800682181,0
0.8300000000000001,0.08219009125321475,0
0.84,0.0840750544996077,0
0.85,0.08596001774600064,0
0.86,0.08784498099239357,0
0.87,0.08928583410014701,0
0.88,0.08983846693062146,0
0.89,0.09039109976109591,0
0.9,0.09094373259157036,0
0.91,0.09149636542204481,0
0.92,0.09204899825251926,0
0.93,0.09260163108299371,0
0.9400000000000001,0.11804402932430433,0
0.9500000000000001,0.15593131027103327,0
0.96,0.19381859121776174,0
0.97,0.2317058721644907,0
0.98,0.2695931531112196,0
0.99,0.30748043405794856,0
1.0,0.3453677150046775,0
0.0,0.08062039137866006,1
0.01,0.08496237707884689,1
0.02,0.08930436277903372,1
0.03,0.09364634847922056,1
0.04,0.09798833417940739,1
0.05,0.10233031987959422,1
0.06,0.10667230557978105,1
0.07,0.10970077630786015,1
0.08,0.11010221709172377,1
0.09,0.11050365787558739,1
0.1,0.110905098659451,1
0.11,0.11130653944331462,1
0.12,0.11170798022717823,1
0.13,0.11210942101104185,1
0.14,0.11236923665035436,1
0.15,0.11255823971739132,1
0.16,0.11274724278442826,1
0.17,0.11293624585146521,1
0.18,0.11312524891850216,1
0.19,0.11331425198553911,1
0.2,0.11350325505257607,1
0.21,0.11450272843480629,1
0.22,0.11550220181703652,1
0.23,0.11650167519926675,1
0.24,0.11750114858149698,1
0.25,0.11850062196372721,1
0.26,0.11950009534595743,1
0.27,0.12049247486349457,1
0.28,0.12147066665164552,1
0.29,0.12244885843979646,1
0.3,0.12342705022794742,1
0.31,0.12440524201609837,1
0.32,0.12538343380424932,1
0.33,0.12636162559240027,1
0.34,0.12694260944217553,1
0.35000000000000003,0.12732498932276298,1
0.36,0.1277073692033504,1
0.37,0.12808974908393783,1
0.38,0.12847212896452526,1
0.39,0.1288545088451127,1
0.4,0.12923688872570013,1
0.41000000000000003,0.13070958485081444,1
0.42,0.13218228097592877,1
0.43,0.1336549771010431,1
0.44,0.1351276732261574,1
0.45,0.13660036935127173,1
0.46,0.13807306547638606,1
0.47000000000000003,0.1390981949783265,1
0.48,0.13922819123391925,1
0.49,0.13935818748951198,1
0.5,0.13948818374510472,1
0.51,0.13961818000069745,1
0.52,0.13974817625629019,1
0.53,0.13987817251188292,1
0.54,0.14181095554449688,1
0.55,0.1446451319656214,1
0.56,0.14747930838674594,1
0.5700000000000001,0.1503134848078705,1
0.58,0.153147661228995,1
0.59,0.15598183765011955,1
0.6,0.1588160140712441,1
0.61,0.1626148513814616,1
0.62,0.16641368869167908,1
0.63,0.17021252600189654,1
0.64,0.17401136331211403,1
0.65,0.17781020062233155,1
0.66,0.18160903793254904,1
0.67,0.19504203859663416,1
0.68,0.22774336596845424,1
0.6900000000000001,0.2604446933402739,1
0.7000000000000001,0.293146020712094,1
0.71,0.3258473480839137,1
0.72,0.35854867545573377,1
0.73,0.39125000282755384,1
0.74,0.4266188119990738,1
0.75,0.46332136207044367,1
0.76,0.5000239121418135,1
0.77,0.5367264622131834,1
0.78,0.5734290122845533,1
0.79,0.6101315623559231,1
0.8,0.6468341124272926,1
0.81,0.6547542624295324,1
0.8200000000000001,0.662674412431772,1
0.8300000000000001,0.6705945624340118,1
0.84,0.6785147124362516,1
0.85,0.6864348624384914,1
0.86,0.6943550124407312,1
0.87,0.9585038352679247,1
0.88,1.7351100037450076,1
0.89,2.511716172222099,1
0.9,3.288322340699191,1
0.91,4.0649285091762835,1
0.92,4.8415346776533745,1
0.93,5.6181408461304665,1
0.9400000000000001,6.347448616144268,1
0.9500000000000001,7.053107186926436,1
0.96,7.758765757708597,1
0.97,8.464424328490765,1
0.98,9.170082899272934,1
0.99,9.875741470055104,1
1.0,10.581400040837272,1
0.0,0.04461258855721588,2
0.01,0.04555256254949265,2
0.02,0.04649253654176943,2
0.03,0.0474325105340462,2
0.04,0.04837248452632298,2
0.05,0.04931245851859975,2
0.06,0.05025243251087653,2
0.07,0.050900292609509,2
0.08,0.050963924920852874,2
