cdf,prefill_e2e_time_normalized,replica
0.0,0.00010382225889187705,0
0.01,0.00010462329820242162,0
0.02,0.00010542433751296621,0
0.03,0.00010622537682351078,0
0.04,0.00010702641613405536,0
0.05,0.00010782745544459993,0
0.06,0.00010862849475514452,0
0.07,0.0001094332571361029,0
0.08,0.00011024546565788892,0
0.09,0.00011105767417967493,0
0.1,0.00011186988270146092,0
0.11,0.00011268209122324694,0
0.12,0.00011349429974503295,0
0.13,0.00011430650826681896,0
0.14,0.00011477107282751942,0
0.15,0.00011506181540767713,0
0.16,0.00011535255798783483,0
0.17,0.00011564330056799252,0
0.18,0.00011593404314815022,0
0.19,0.00011622478572830791,0
0.2,0.00011651552830846561,0
0.21,0.00011763977272761444,0
0.22,0.00011876401714676327,0
0.23,0.0001198882615659121,0
0.24,0.00012101250598506094,0
0.25,0.00012213675040420978,0
0.26,0.0001232609948233586,0
0.27,0.00012610074171585836,0
0.28,0.00013237149355505983,0
0.29,0.00013864224539426133,0
0.3,0.00014491299723346282,0
0.31,0.00015118374907266435,0
0.32,0.00015745450091186582,0
0.33,0.00016372525275106734,0
0.34,0.00017179336003095598,0
0.35000000000000003,0.0001807601450311881,0
0.36,0.0001897269300314202,0
0.37,0.00019869371503165238,0
0.38,0.00020766050003188452,0
0.39,0.0002166272850321167,0
0.4,0.0002255940700323488,0
0.41000000000000003,0.00022935464824022894,0
0.42,0.00023311522644810906,0
0.43,0.00023687580465598922,0
0.44,0.00024063638286386934,0
0.45,0.0002443969610717495,0
0.46,0.0002481575392796296,0
0.47000000000000003,0.00025548519041327614,0
0.48,0.0002699469873984554,0
0.49,0.0002844087843836347,0
0.5,0.00029887058136881405,0
0.51,0.0003133323783539934,0
0.52,0.0003277941753391727,0
0.53,0.00034225597232435197,0
0.54,0.0003612823005389462,0
0.55,0.0003825908943682474,0
0.56,0.0004038994881975489,0
0.5700000000000001,0.0004252080820268503,0
0.58,0.0004465166758561516,0
0.59,0.000467825269685453,0
0.6,0.0004891338635147545,0
0.61,0.0004905254859105229,0
0.62,0.0004919171083062913,0
0.63,0.0004933087307020595,0
0.64,0.0004947003530978279,0
0.65,0.0004960919754935963,0
0.66,0.0004974835978893647,0
0.67,0.0004999872851064763,0
0.68,0.0005047151019662743,0
0.6900000000000001,0.0005094429188260722,0
0.7000000000000001,0.0005141707356858702,0
0.71,0.0005188985525456681,0
0.72,0.0005236263694054661,0
0.73,0.000528354186265264,0
0.74,0.0005624235056657961,0
0.75,0.0006111635763366952,0
0.76,0.0006599036470075945,0
0.77,0.0007086437176784938,0
0.78,0.0007573837883493931,0
0.79,0.0008061238590202924,0
0.8,0.000854863929691191,0
0.81,0.0008881338800434966,0
0.8200000000000001,0.0009214038303958017,0
0.8300000000000001,0.0009546737807481072,0
0.84,0.0009879437311004127,0
0.85,0.0010212136814527182,0
0.86,0.0010544836318050238,0
0.87,0.0010964997930751378,0
0.88,0.001156008376180868,0
0.89,0.0012155169592865985,0
0.9,0.0012750255423923293,0
0.91,0.0013345341254980601,0
0.92,0.0013940427086037907,0
0.93,0.0014535512917095215,0
0.9400000000000001,0.0015521260219074663,0
0.9500000000000001,0.0016702338256515195,0
0.96,0.0017883416293955714,0
0.97,0.0019064494331396248,0
0.98,0.0020245572368836782,0
0.99,0.0021426650406277314,0
1.0,0.0022607728443717846,0
0.0,0.00010480171709917537,1
0.01,0.00010886800638326973,1
0.02,0.0001129342956673641,1
0.03,0.00011700058495145846,1
0.04,0.00012106687423555282,1
0.05,0.0001251331635196472,1
0.06,0.00012919945280374153,1
0.07,0.00013654810974210238,1
0.08,0.00015046150198899612,1
0.09,0.00016437489423588985,1
0.1,0.0001782882864827836,1
0.11,0.00019220167872967736,1
0.12,0.0002061150709765711,1
0.13,0.00022002846322346486,1
0.14,0.00022473071004138322,1
0.15,0.00022482738414481392,1
0.16,0.00022492405824824462,1
0.17,0.0002250207323516753,1
0.18,0.000225117406455106,1
0.19,0.00022521408055853668,1
0.2,0.00022531075466196738,1
0.21,0.00026834761782769937,1
0.22,0.00031138448099343134,1
0.23,0.00035442134415916346,1
0.24,0.00039745820732489537,1
0.25,0.0004404950704906275,1
0.26,0.00048353193365635957,1
0.27,0.0005166634665667513,1
0.28,0.0005299843389664623,1
0.29,0.0005433052113661734,1
0.3,0.0005566260837658845,1
0.31,0.0005699469561655956,1
0.32,0.0005832678285653067,1
0.33,0.0005965887009650178,1
0.34,0.0006048691882805681,1
0.35000000000000003,0.0006106294830540379,1
0.36,0.0006163897778275077,1
0.37,0.0006221500726009774,1
0.38,0.0006279103673744473,1
0.39,0.0006336706621479171,1
0.4,0.0006394309569213869,1
0.41000000000000003,0.0006646755227014017,1
0.42,0.0006899200884814165,1
0.43,0.0007151646542614314,1
0.44,0.0007404092200414461,1
0.45,0.000765653785821461,1
0.46,0.0007908983516014759,1
0.47000000000000003,0.0008243289491965685,1
0.48,0.0008741316104218171,1
0.49,0.0009239342716470661,1
0.5,0.000973736932872315,1
0.51,0.0010235395940975639,1
0.52,0.001073342255322813,1
0.53,0.0011231449165480614,1
0.54,0.0011612218463123544,1
0.55,0.0011934359103461687,1
0.56,0.0012256499743799837,1
0.5700000000000001,0.0012578640384137984,1
0.58,0.001290078102447613,1
0.59,0.0013222921664814277,1
0.6,0.0013545062305152424,1
0.61,0.0014270296911277555,1
0.62,0.0014995531517402686,1
0.63,0.0015720766123527808,1
0.64,0.0016446000729652941,1
0.65,0.0017171235335778072,1
0.66,0.0017896469941903203,1
0.67,0.0018783245891378867,1
0.68,0.0019993104527555585,1
0.6900000000000001,0.002120296316373229,1
0.7000000000000001,0.0022412821799909013,1
0.71,0.002362268043608572,1
0.72,0.0024832539072262437,1
0.73,0.002604239770843916,1
0.74,0.0027512590576188756,1
0.75,0.0029112950559724796,1
0.76,0.0030713310543260836,1
0.77,0.0032313670526796876,1
0.78,0.0033914030510332916,1
0.79,0.0035514390493868956,1
0.8,0.003711475047740498,1
0.81,0.004095560464545724,1
0.8200000000000001,0.0044796458813509445,1
0.8300000000000001,0.00486373129815617,1
0.84,0.005247816714961396,1
0.85,0.005631902131766622,1
0.86,0.006015987548571848,1
0.87,0.006420969013940629,1
0.88,0.006867742576436517,1
0.89,0.00731451613893241,1
0.9,0.007761289701428304,1
0.91,0.008208063263924197,1
0.92,0.00865483682642009,1
0.93,0.009101610388915982,1
0.9400000000000001,0.012116536269296117,1
0.9500000000000001,0.016415538308618402,1
0.96,0.020714540347940638,1
0.97,0.025013542387262923,1
0.98,0.02931254442658521,1
0.99,0.0336115464659075,1
1.0,0.037910548505229784,1
0.0,0.00010510869939817034,2
0.01,0.00010751962600557993,2
0.02,0.00010993055261298952,2
0.03,0.00011234147922039911,2
0.04,0.0001147524058278087,2
0.05,0.00011716333243521829,2
0.06,0.00011957425904262787,2
0.07,0.00012326797844530615,2
0.08,0.0001295272834385218,2
0.09,0.00013578658843173746,2
0.1,0.00014204589342495312,2
0.11,0.00014830519841816877,2
0.12,0.00015456450341138443,2
0.13,0.0001608238084046001,2
0.14,0.00016665233182348643,2
0.15,0.00017226546445520813,2
0.16,0.0001778785970869298,2
0.17,0.0001834917297186515,2
0.18,0.00018910486235037318,2
0.19,0.00019471799498209488,2
0.2,0.00020033112761381656,2
0.21,0.00021750202305853344,2
0.22,0.00023467291850325032,2
0.23,0.00025184381394796726,2
0.24,0.00026901470939268406,2
0.25,0.00028618560483740103,2
0.26,0.00030335650028211794,2
0.27,0.00032058301323830134,2
0.28,0.00033792076121741746,2
0.29,0.00035525850919653363,2
0.3,0.0003725962571756499,2
0.31,0.0003899340051547662,2
0.32,0.00040727175313388236,2
0.33,0.0004246095011129986,2
0.34,0.0004354154952675953,2
0.35000000000000003,0.00044295561250993224,2
0.36,0.0004504957297522691,2
0.37,0.0004580358469946061,2
0.38,0.00046557596423694303,2
0.39,0.00047311608147927996,2
0.4,0.0004806561987216169,2
0.41000000000000003,0.0005376968664630571,2
0.42,0.0005947375342044975,2
0.43,0.000651778201945938,2
0.44,0.0007088188696873782,2
0.45,0.0007658595374288186,2
0.46,0.0008229002051702591,2
0.47000000000000003,0.0008829700568935675,2
0.48,0.0009490982765806124,2
0.49,0.0010152264962676575,2
0.5,0.0010813547159547027,2
0.51,0.0011474829356417481,2
0.52,0.0012136111553287933,2
0.53,0.0012797393750158383,2
0.54,0.0013134170800634685,2
0.55,0.001330869527791391,2
0.56,0.001348321975519314,2
0.5700000000000001,0.001365774423247237,2
0.58,0.0013832268709751596,2
0.59,0.0014006793187030823,2
0.6,0.0014181317664310052,2
0.61,0.001730339985882682,2
0.62,0.002042548205334359,2
0.63,0.0023547564247860323,2
0.64,0.002666964644237709,2
0.65,0.002979172863689386,2
0.66,0.0032913810831410625,2
0.67,0.0035279661759162694,2
0.68,0.0036133050153385393,2
0.6900000000000001,0.0036986438547608083,2
0.7000000000000001,0.003783982694183078,2
0.71,0.0038693215336053468,2
0.72,0.003954660373027616,2
0.73,0.0040399992124498865,2
0.74,0.004069498117621847,2
0.75,0.004071077055668651,2
0.76,0.004072655993715457,2
0.77,0.0040742349317622615,2
0.78,0.004075813869809066,2
0.79,0.004077392807855872,2
0.8,0.004078971745902676,2
0.81,0.004195887565049473,2
0.8200000000000001,0.004312803384196268,2
0.8300000000000001,0.004429719203343065,2
0.84,0.004546635022489862,2
0.85,0.004663550841636659,2
0.86,0.004780466660783455,2
0.87,0.004957970603671324,2
0.88,0.005256650794041331,2
0.89,0.005555330984411341,2
0.9,0.005854011174781352,2
0.91,0.006152691365151362,2
0.92,0.006451371555521372,2
0.93,0.0067500517458913825,2
0.9400000000000001,0.007327577399606535,2
0.9500000000000001,0.008044525784994268,2
0.96,0.008761474170381991,2
0.97,0.009478422555769724,2
0.98,0.010195370941157456,2
0.99,0.010912319326545187,2
1.0,0.01162926771193292,2
0.0,9.320041930151246e-05,3
0.01,0.00012107662485160434,3
0.02,0.00014895283040169624,3
0.03,0.00017682903595178813,3
0.04,0.00020470524150187998,3
0.05,0.00023258144705197187,3
0.06,0.00026045765260206377,3
0.07,0.00030349644645835536,3
0.08,0.0003768604169270462,3
0.09,0.00045022438739573706,3
0.1,0.000523588357864428,3
0.11,0.0005969523283331189,3
0.12,0.0006703162988018097,3
0.13,0.0007436802692705008,3
0.14,0.0007840892467286446,3
0.15,0.0008080207276815152,3
0.16,0.0008319522086343857,3
0.17,0.0008558836895872562,3
0.18,0.0008798151705401267,3
0.19,0.0009037466514929972,3
0.2,0.0009276781324458677,3
0.21,0.0009667482304015323,3
0.22,0.0010058183283571968,3
0.23,0.0010448884263128616,3
0.24,0.001083958524268526,3
0.25,0.0011230286222241907,3
0.26,0.0011620987201798553,3
0.27,0.0012042491032498099,3
0.28,0.0012525600565483437,3
0.29,0.0013008710098468778,3
0.3,0.0013491819631454118,3
0.31,0.0013974929164439459,3
0.32,0.00144580386974248,3
0.33,0.001494114823041014,3
0.34,0.0015149570775994752,3
0.35000000000000003,0.0015220649827878997,3
0.36,0.0015291728879763245,3
0.37,0.0015362807931647493,3
0.38,0.001543388698353174,3
0.39,0.0015504966035415988,3
0.4,0.0015576045087300236,3
0.41000000000000003,0.0016184716164661655,3
0.42,0.0016793387242023078,3
0.43,0.0017402058319384499,3
0.44,0.0018010729396745917,3
0.45,0.001861940047410734,3
0.46,0.0019228071551468764,3
0.47000000000000003,0.0019729333524470282,3
0.48,0.0020015777288752003,3
0.49,0.0020302221053033723,3
0.5,0.0020588664817315448,3
0.51,0.002087510858159717,3
0.52,0.002116155234587889,3
0.53,0.002144799611016061,3
0.54,0.002238425005950073,3
0.55,0.002364540910137002,3
0.56,0.0024906568143239325,3
0.5700000000000001,0.002616772718510863,3
0.58,0.002742888622697792,3
0.59,0.0028690045268847226,3
0.6,0.002995120431071653,3
0.61,0.003034710909980467,3
0.62,0.0030743013888892812,3
0.63,0.0031138918677980944,3
0.64,0.0031534823467069084,3
0.65,0.0031930728256157224,3
0.66,0.0032326633045245364,3
0.67,0.0032994596527999498,3
0.68,0.003420667739808561,3
0.6900000000000001,0.003541875826817171,3
0.7000000000000001,0.003663083913825782,3
0.71,0.003784292000834392,3
0.72,0.0039055000878430034,3
0.73,0.0040267081748516145,3
0.74,0.005311513152045489,3
0.75,0.007178116574332006,3
0.76,0.009044719996618523,3
0.77,0.01091132341890504,3
0.78,0.012777926841191556,3
0.79,0.014644530263478072,3
0.8,0.016511133685764567,3
