cdf,request_scheduling_delay,replica
0.7000000000000001,8.41124262653446,6
0.71,8.411666202442673,6
0.72,8.412089778350888,6
0.73,8.412513354259103,6
0.74,8.45487092015159,6
0.75,8.518195481036214,6
0.76,8.581520041920838,6
0.77,8.644844602805462,6
0.78,8.708169163690085,6
0.79,8.771493724574709,6
0.8,8.834818285459333,6
0.81,8.981811925996352,6
0.8200000000000001,9.128805566533368,6
0.8300000000000001,9.275799207070387,6
0.84,9.422792847607406,6
0.85,9.569786488144423,6
0.86,9.716780128681442,6
0.87,9.835144197186626,6
0.88,9.89624912162814,6
0.89,9.957354046069655,6
0.9,10.018458970511169,6
0.91,10.079563894952683,6
0.92,10.140668819394199,6
0.93,10.201773743835712,6
0.9400000000000001,10.52973839038003,6
0.9500000000000001,10.991132897975753,6
0.96,11.45252740557147,6
0.97,11.913921913167192,6
0.98,12.375316420762916,6
0.99,12.836710928358638,6
1.0,13.29810543595436,6
0.0,0.0,7
0.01,0.41403351175488595,7
0.02,0.8280670235097719,7
0.03,1.242100535264658,7
0.04,1.6561340470195438,7
0.05,2.07016755877443,7
0.06,2.484201070529316,7
0.07,2.772877016582716,7
0.08,2.810837831233143,7
0.09,2.84879864588357,7
0.1,2.8867594605339977,7
0.11,2.924720275184425,7
0.12,2.9626810898348523,7
0.13,3.00064190448528,7
0.14,3.0241868963974254,7
0.15,3.040523976940431,7
0.16,3.0568610574834363,7
0.17,3.0731981380264415,7
0.18,3.0895352185694467,7
0.19,3.105872299112452,7
0.2,3.122209379655457,7
0.21,3.1297268747115474,7
0.22,3.137244369767638,7
0.23,3.1447618648237285,7
0.24,3.152279359879819,7
0.25,3.1597968549359097,7
0.26,3.167314349992,7
0.27,3.2077555986120303,7
0.28,3.3140443543599383,7
0.29,3.4203331101078462,7
0.3,3.5266218658557547,7
0.31,3.632910621603663,7
0.32,3.739199377351571,7
0.33,3.84548813309948,7
0.34,3.960952157207182,7
0.35000000000000003,4.08100381549478,7
0.36,4.201055473782379,7
0.37,4.321107132069978,7
0.38,4.441158790357576,7
0.39,4.561210448645176,7
0.4,4.681262106932774,7
0.41000000000000003,4.926182186795629,7
0.42,5.171102266658485,7
0.43,5.41602234652134,7
0.44,5.660942426384195,7
0.45,5.905862506247051,7
0.46,6.150782586109908,7
0.47000000000000003,6.3218969298747,7
0.48,6.345399801443368,7
0.49,6.368902673012036,7
0.5,6.392405544580704,7
0.51,6.415908416149373,7
0.52,6.43941128771804,7
0.53,6.462914159286709,7
0.54,6.493491118523509,7
0.55,6.527605121594373,7
0.56,6.561719124665239,7
0.5700000000000001,6.595833127736104,7
0.58,6.629947130806969,7
0.59,6.664061133877835,7
0.6,6.6981751369487,7
0.61,6.749549870696365,7
0.62,6.800924604444029,7
0.63,6.852299338191694,7
0.64,6.903674071939358,7
0.65,6.9550488056870226,7
0.66,7.006423539434688,7
0.67,7.394996638665625,7
0.68,8.457966468863097,7
0.6900000000000001,9.520936299060557,7
0.7000000000000001,10.583906129258029,7
0.71,11.646875959455487,7
0.72,12.70984578965296,7
0.73,13.77281561985043,7
0.74,16.25306564613816,7
0.75,19.441955770471033,7
0.76,22.6308458948039,7
0.77,25.819736019136776,7
0.78,29.008626143469645,7
0.79,32.19751626780251,7
0.8,35.38640639213535,7
0.81,35.46073004379944,7
0.8200000000000001,35.53505369546352,7
0.8300000000000001,35.609377347127605,7
0.84,35.683700998791686,7
0.85,35.75802465045577,7
0.86,35.832348302119854,7
0.87,35.986198726653626,7
0.88,36.299102696926774,7
0.89,36.612006667199914,7
0.9,36.92491063747306,7
0.91,37.23781460774621,7
0.92,37.55071857801935,7
0.93,37.8636225482925,7
0.9400000000000001,40.489157909174146,7
0.9500000000000001,44.27100896536007,7
0.96,48.052860021545946,7
0.97,51.834711077731875,7
0.98,55.616562133917796,7
0.99,59.398413190103724,7
1.0,63.180264246289646,7
