Model,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,E2E_Avg,E2E_P50,E2E_P90,E2E_P99,Exec_Avg,Exec_P50,Exec_P90,Exec_P99
meta-llama/Meta-Llama-3-8B,1,1,1,1.0,1.0,1.0,24.33420715333333,24.729716500000002,31.8925437,32.70574788,24.222369906666668,24.533273,31.866792,32.67272251
meta-llama/Meta-Llama-3-8B,1,2,1,1.0,2.0,1.0,15.958975773333332,16.9015375,20.302635,21.13063888,15.909748440000003,16.863005,20.193115,21.11905182
meta-llama/Meta-Llama-3-8B,1,4,1,1.0,4.0,1.0,9.98518496,10.446273999999999,11.8463277,12.18362428,9.962970633333333,10.408317,11.814259999999999,12.125935
meta-llama/Meta-Llama-3-8B,1,8,1,1.0,8.0,1.0,7.091968620000001,7.2649170000000005,7.9787346999999995,8.13889122,7.078245286666667,7.257078,7.9315415,8.13708875
meta-llama/Meta-Llama-3-8B,2,1,1,2.0,1.0,1.0,14.770410419999997,15.5073905,18.2643528,18.95169082,14.737473833333333,15.4987895,18.2502991,18.93606725
meta-llama/Meta-Llama-3-8B,2,2,1,2.0,2.0,1.0,9.824789886666666,10.220644,10.941087699999999,11.132318249999999,9.811928420000001,10.2161605,10.9318711,11.10942326
meta-llama/Meta-Llama-3-8B,2,4,1,2.0,4.0,1.0,6.789167573333333,6.922813,7.2449072,7.48836835,6.78170034,6.9160615,7.2381944,7.47948919
meta-llama/Meta-Llama-3-8B,4,1,1,4.0,1.0,1.0,9.727581686666667,10.071375,10.564970800000001,10.67986184,9.720169633333333,10.064016,10.5566281,10.67023215
meta-llama/Meta-Llama-3-8B,4,2,1,4.0,2.0,1.0,7.847408786666667,7.911161,8.2179162,8.32401711,7.840919086666666,7.902162000000001,8.2124784,8.31414221
meta-llama/Meta-Llama-3-8B,8,1,1,8.0,1.0,1.0,8.281683173333334,8.345398,8.6398251,8.66147039,8.27514866,8.3363655,8.6361466,8.65463038
