Model,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,E2E_Avg,E2E_P50,E2E_P90,E2E_P99,Exec_Avg,Exec_P50,Exec_P90,Exec_P99
meta-llama/Meta-Llama-3-8B,1,1,1,1.0,1.0,1.0,12.8998314,12.926182,13.9835941,14.3086449,11.298497153333333,11.3136405,13.675039499999999,14.265568
meta-llama/Meta-Llama-3-8B,1,2,1,1.0,2.0,1.0,9.401629279999998,9.4263555,10.5369314,10.88102704,8.457749680000001,8.438405,10.366116700000001,10.853491
meta-llama/Meta-Llama-3-8B,1,4,1,1.0,4.0,1.0,7.607381,7.6238875,8.7398065,9.08889608,6.9695702,6.9688355,8.6140994,9.04709224
meta-llama/Meta-Llama-3-8B,1,8,1,1.0,8.0,1.0,6.37363712,6.3876325000000005,7.5397604,7.88663331,6.02314266,5.9893374999999995,7.4455797,7.8522772
meta-llama/Meta-Llama-3-8B,2,1,1,2.0,1.0,1.0,8.04930664,8.072079,9.2354689,9.58117231,7.866326066666667,7.7962285,9.113265,9.57178244
meta-llama/Meta-Llama-3-8B,2,2,1,2.0,2.0,1.0,5.9658974,5.9722365,7.162906700000001,7.481936579999999,5.898466386666667,5.915719,7.15809,7.480665029999999
meta-llama/Meta-Llama-3-8B,2,4,1,2.0,4.0,1.0,6.396035533333333,6.4131895,7.5249209,7.7986322900000005,6.3473425400000005,6.3633285,7.4900137,7.79498439
meta-llama/Meta-Llama-3-8B,4,1,1,4.0,1.0,1.0,6.6282683533333335,6.6754535,7.6796416999999995,7.9227652399999995,6.585368053333335,6.616276,7.6702264,7.919419029999999
meta-llama/Meta-Llama-3-8B,4,2,1,4.0,2.0,1.0,4.933907913333333,4.965674,5.8353937,6.0283419899999995,4.91809444,4.9147745,5.823626099999999,6.025580839999999
meta-llama/Meta-Llama-3-8B,8,1,1,8.0,1.0,1.0,5.456683393333334,5.469341999999999,5.9985982,6.13201557,5.452363686666667,5.467663,5.9925467,6.13201557
