QPS,VLLM_P50_Config,VLLM_P90_Config,VLLM_P99_Config,VLLM_P50,VLLM_P90,VLLM_P99,Vidur_P50_Config,Vidur_P90_Config,Vidur_P99_Config,Vidur_P50,Vidur_P90,Vidur_P99,Ratio_P50,Ratio_P90,Ratio_P99,VLLM_Latency_Ratio_P50,VLLM_Latency_Ratio_P90,VLLM_Latency_Ratio_P99,R1TP1PP1_vs_VLLM_Min_P50,R1TP1PP1_vs_VLLM_Min_P90,R1TP1PP1_vs_VLLM_Min_P99,Avg_Pred_Error_P50,Avg_Pred_Error_P90,Avg_Pred_Error_P99
2,R4-TP1-PP1,R8-TP1-PP1,R4-TP1-PP1,16.28836965560913,17.17776665687561,17.478462357521057,R8-TP1-PP1,R8-TP1-PP1,R8-TP1-PP1,7.8195335,7.8617243,7.97972369,2.0830359836183487,2.184987160752459,2.1903593453272885,1.0040738235368423,1.0,1.0775756829384395,2.029374996541926,2.3850049295910725,2.4413623555559614,-40.59010778095675,-36.11364682045168,-36.3419659555966
5,R8-TP1-PP1,R8-TP1-PP1,R8-TP1-PP1,20.136169910430908,22.44764056205749,22.592215602397918,R8-TP1-PP1,R8-TP1-PP1,R8-TP1-PP1,8.3363655,8.6361466,8.65463038,2.4154614994305263,2.599265807050738,2.6104194645453958,1.0,1.0,1.0,3.2412616349735797,3.3135175421646905,3.4095801219922093,-45.887254382526535,-35.64848238872547,-33.84261371607562
8,R8-TP1-PP1,R8-TP1-PP1,R8-TP1-PP1,20.494782090187076,22.656216192245484,23.040801992416384,R8-TP1-PP1,R8-TP1-PP1,R8-TP1-PP1,9.069111,9.4239726,9.56134578,2.259844662854725,2.4041046333523384,2.4097865010396458,1.0,1.0,1.0,3.577388611519713,3.6766856168972724,3.869689984524726,-46.708474035983066,-34.73025619709359,-32.30970684198936
