sep=;
IO Type;Instance Type;Storage Type;Redundancy;Utilization;AWS Instance Type;Rate Unit;2025 IMR;2024 IMR;2025 Public Price;2024 Public Price;2025 Discount Vs. Public price;2024 Discount Vs. Public price;IMR YoY%;Public Price YoY%;Discount Rate YoY%
;c7gn.12xlarge;;;On Demand;;Hrs;0.186041775;0.155318874;2.9952;2.9952;93.788669371;94.8144072516;19.7805329184;0;-1.0818375712
;is4gen.large;;;On Demand;;Hrs;0.027328202;0.026922187;0.28815;0.28815;90.5159805657;90.6568846087;1.5081055636;0;-0.1554256399
;r3.8xlarge;;;On Demand;;Hrs;0.231654456;0.231654458;2.66;2.66;91.2911858647;91.2911857895;-8.634e-7;0;8.24e-8
;r8g.xlarge;;;On Demand;;Hrs;0.018060173;0.022828793;0.23564;0.23564;92.3356930063;90.3120043286;-20.8886207869;0;2.240774848
;m6idn.large;;;On Demand;;Hrs;0.009517886;0.0122997;0.15912;0.15912;94.0184225742;92.270173454;-22.6169256161;0;1.8947066585
;r6gd.large;;;On Demand;;Hrs;0.009356103;0.009895585;0.1152;0.1152;91.8783828125;91.4100824653;-5.451744389;0;0.512307105
;r5b.12xlarge;;;On Demand;;Hrs;0.22454648;0.291412751;3.576;3.576;93.7207360179;91.8508738535;-22.9455542939;0;2.0357587097
;r8g.large;;;On Demand;;Hrs;0.009030087;0.011414397;0.11782;0.11782;92.3356925819;90.3120039043;-20.8886198719;0;2.2407748584
;r7i.32xlarge;;;On Demand;;Hrs;;0.658901205;;;;;;;
;r8g.12xlarge;;;On Demand;;Hrs;0.216722079;0.273945513;2.82768;2.82768;92.3356929002;90.3120044347;-20.8886188255;0;2.2407746104
;c7i.4xlarge;;;On Demand;;Hrs;0.05253512;0.053213811;0.714;0.714;92.642140056;92.5470852941;-1.2754038609;0;0.1027096225
;c4.8xlarge;;;On Demand;;Hrs;0.138567832;0.138567831;1.591;1.591;91.2905196732;91.290519736;7.217e-7;0;-6.88e-8
;c7gd.2xlarge;;;On Demand;;Hrs;0.027117327;0.027967548;0.3629;0.3629;92.527603472;92.2933182695;-3.0400269627;0;0.2538484983
;m5n.12xlarge;;;On Demand;;Hrs;0.195454639;0.213195756;2.856;2.856;93.1563501751;92.535162605;-8.3215150868;0;0.6712989448
;c8g.large;;;On Demand;;Hrs;0.005665359;0.006064017;0.07976;0.07976;92.8969922267;92.3971702608;-6.5741570316;0;0.54094943
;c7gd.large;;;On Demand;;Hrs;0.006779332;0.006991887;0.0907;0.0907;92.5255435502;92.2911940463;-3.0400233871;0;0.2539240134
;m6a.48xlarge;;;On Demand;;Hrs;0.669949349;0.669495123;8.2944;8.2944;91.9228714675;91.9283477648;0.0678460506;0;-0.0059571367
;m1.small;;;On Demand;;Hrs;0.004069327;0.004069327;0.044;0.044;90.7515295455;90.7515295455;0;0;0
;t3a.small;;;On Demand;;Hrs;0.001083047;0.001464019;0.0188;0.0188;94.2391117021;92.2126648936;-26.022339874;0;2.1975797043
;m7a.24xlarge;;;On Demand;;Hrs;0.328275181;0.355453596;5.56416;5.56416;94.1001843764;93.6117294255;-7.6461218302;0;0.5217881925
;r5d.8xlarge;;;On Demand;;Hrs;0.149697653;0.200283678;2.304;2.304;93.502706033;91.3071320313;-25.2571879572;0;2.4046029624
;m5zn.xlarge;;;On Demand;;Hrs;0.033267368;0.035358842;0.3303;0.3303;89.9281356343;89.2949312746;-5.9149957456;0;0.7091156807
;r6idn.4xlarge;;;On Demand;;Hrs;0.101976191;0.134279111;1.56312;1.56312;93.4761124546;91.4095455883;-24.0565488999;0;2.2607779669
;m5a.16xlarge;;;On Demand;;Hrs;0.227782779;0.229859992;2.752;2.752;91.723009484;91.6475293605;-0.9036861882;0;0.0823591471
;d3en.8xlarge;;;On Demand;;Hrs;0.458198705;0.545;4.20576;4.20576;89.1054481235;87.0415810698;-15.9268431193;0;2.3711277166
;m2.xlarge;;;On Demand;;Hrs;0.034227714;0.034227714;0.245;0.245;86.0295044898;86.0295044898;0;0;0
;r5ad.12xlarge;;;On Demand;;Hrs;0.22454648;0.387864493;3.144;3.144;92.8579363868;87.663343098;-42.1069770364;0;5.9256162328
;c6g.16xlarge;;;On Demand;;Hrs;0.181291481;0.192073308;2.176;2.176;91.6685900276;91.1731016544;-5.6133916327;0;0.5434589415
;c5d.9xlarge;;;On Demand;;Hrs;0.115446596;0.18390031;1.728;1.728;93.3190627315;89.3576209491;-37.2232727612;0;4.4332444623
;r7g.8xlarge;;;On Demand;;Hrs;0.144481386;0.142145545;1.7136;1.7136;91.5685465686;91.7048584851;1.6432741526;0;-0.148641979
;r7i.large;;;On Demand;;Hrs;0.010091442;0.010295331;0.1323;0.1323;92.3723038549;92.2181927438;-1.9804025728;0;0.1671157355
;d3.4xlarge;;;On Demand;;Hrs;0.264815514;0.309169884;1.998;1.998;86.7459702703;84.5260318318;-14.3462776601;0;2.626336988
;m7g-flex.xlarge;;;On Demand;;Hrs;0.011002512;0.011622503;;;;;-5.3344017205;;
;r5b.24xlarge;;;On Demand;;Hrs;0.44909296;0.582825503;7.152;7.152;93.7207360179;91.8508738395;-22.9455544261;0;2.0357587252
;c7a.4xlarge;;;On Demand;;Hrs;0.05150502;0.054810226;0.82112;0.82112;93.7274673617;93.3249432482;-6.0302725262;0;0.4313146084
;m7a.8xlarge;;;On Demand;;Hrs;0.10942506;0.118484532;1.85472;1.85472;94.1001843944;93.6117294255;-7.6461221115;0;0.5217882117
;m6g.2xlarge;;;On Demand;;Hrs;0.024450026;0.025827783;0.308;0.308;92.0616798701;91.6143561688;-5.3343990075;0;0.4882681274
;t4i.small;;;On Demand;;Hrs;0.002039326;;;;;;;;
;c5d.12xlarge;;;On Demand;;Hrs;0.153928795;0.204377023;2.304;2.304;93.319062717;91.1294694878;-24.683903924;0;2.4027279447
;c7i.32xlarge;;;On Demand;;Hrs;;0.425710489;;;;;;;
;m7g.4xlarge;;;On Demand;;Hrs;0.048900052;0.051655567;0.6528;0.6528;92.5091832108;92.0870761336;-5.3344008401;0;0.4583781948
;m7g-flex.2xlarge;;;On Demand;;Hrs;0.022005023;0.023245005;;;;;-5.33440195;;
;c5n.18xlarge;;;On Demand;;Hrs;0.220225384;0.393029408;3.888;3.888;94.3357668724;89.89121893;-43.9671995231;0;4.9443627479
;h1.2xlarge;;;On Demand;;Hrs;0.082;0.025402503;0.468;0.468;82.4786324786;94.5721147436;222.8028356103;0;-12.7875772872
;m8g.large;;;On Demand;;Hrs;0.006112506;0.007237815;0.08976;0.08976;93.1901671123;91.936480615;-15.5476341962;0;1.3636442127
;c8g.8xlarge;;;On Demand;;Hrs;0.090645741;0.097024273;1.27616;1.27616;92.8969924618;92.3971701824;-6.5741610865;0;0.5409497698
;c7gn.large;;;On Demand;;Hrs;0.007751741;0.00647162;0.1248;0.1248;93.7886690705;94.8144070513;19.7805340857;0;-1.0818376792
;r6g.large;;;On Demand;;Hrs;0.009030087;0.008884097;0.1008;0.1008;91.0415803571;91.1864117063;1.6432733681;0;-0.1588299687
;m6id.24xlarge;;;On Demand;;Hrs;0.324379498;0.508226975;5.6952;5.6952;94.3043352648;91.0762225207;-36.1742855149;0;3.54440781
;c7i-flex.large;;;On Demand;;Hrs;0.005910201;0.005986553;0.08479;0.08479;93.0296013681;92.9395530133;-1.2753916987;0;0.0968891628
;c5.4xlarge;;;On Demand;;Hrs;0.053585823;0.051617397;0.68;0.68;92.1197319118;92.4092063235;3.8134933461;0;-0.3132527842
;c7a.48xlarge;;;On Demand;;Hrs;0.618060239;0.657722706;9.85344;9.85344;93.7274673718;93.3249433091;-6.030271821;0;0.4313145537
;a1.xlarge;;;On Demand;;Hrs;0.018886772;0.018886772;0.102;0.102;81.4835568627;81.4835568627;0;0;0
;r5a.16xlarge;;;On Demand;;Hrs;0.330335149;0.329154097;3.616;3.616;90.8646253042;90.8972871405;0.3588143094;0;-0.0359326855
;r5ad.24xlarge;;;On Demand;;Hrs;0.44909296;0.775728986;6.288;6.288;92.8579363868;87.663343098;-42.1069770364;0;5.9256162328
;r6a.xlarge;;;On Demand;;Hrs;0.020182884;0.019972943;0.2268;0.2268;91.101021164;91.1935877425;1.0511270172;0;-0.1015055782
;m6idn.2xlarge;;;On Demand;;Hrs;0.038071545;0.049198801;0.63648;0.63648;94.018422417;92.2701732969;-22.6169251564;0;1.8947066616
;c6gd.large;;;On Demand;;Hrs;0.0064137;0.00665894;0.0768;0.0768;91.648828125;91.3295052083;-3.6828684445;0;0.3496382861
;c5ad.large;;;On Demand;;Hrs;0.0064137;0.010056805;0.086;0.086;92.5422093023;88.3060406977;-36.2252723405;0;4.7971447606
;p3.16xlarge;;;On Demand;;Hrs;0.828083477;0.828083477;24.48;24.48;96.617306058;96.617306058;0;0;0
;r7i.48xlarge;;;On Demand;;Hrs;0.968778453;0.988351807;12.7008;12.7008;92.3723036895;92.2181924997;-1.9804035224;0;0.1671158213
;m6gd.large;;;On Demand;;Hrs;0.006757906;0.007037698;0.0904;0.0904;92.5244402655;92.2149358407;-3.9756181638;0;0.3356337257
;i4i.2xlarge;;;On Demand;;Hrs;0.077772315;0.088881332;0.686;0.686;88.6629278426;87.0435376093;-12.4987067026;0;1.8604370615
;r6a.48xlarge;;;On Demand;;Hrs;0.968778453;0.958701253;10.8864;10.8864;91.1010209711;91.1935878435;1.0511303671;0;-0.1015059003
;r7a.32xlarge;;;On Demand;;Hrs;0.645852302;0.669239471;9.7376;9.7376;93.367438568;93.1272647162;-3.4945890094;0;0.2578985354
;c7gn.2xlarge;;;On Demand;;Hrs;0.031006963;0.025886479;0.4992;0.4992;93.7886692708;94.8144072516;19.7805348499;0;-1.0818376769
;c6a.16xlarge;;;On Demand;;Hrs;0.210140481;0.206469587;2.448;2.448;91.4158300245;91.5657848448;1.7779344907;0;-0.1637673074
;r6gd.2xlarge;;;On Demand;;Hrs;0.037424413;0.03958234;0.4608;0.4608;91.8783825955;91.4100824653;-5.4517418627;0;0.5123068677
;m6gd.16xlarge;;;On Demand;;Hrs;0.216252999;0.225206347;2.8928;2.8928;92.5244400235;92.2149354605;-3.9756197457;0;0.3356338769
;vt1.6xlarge;;;On Demand;;Hrs;0.230314607;0.161646672;1.3;1.3;82.2834917692;87.5656406154;42.4802652293;0;-6.0322162998
;r7i.8xlarge;;;On Demand;;Hrs;0.161463076;0.164725301;2.1168;2.1168;92.3723036659;92.2181925076;-1.9804031197;0;0.1671157871
;r6gd.8xlarge;;;On Demand;;Hrs;0.149697653;0.158329362;1.8432;1.8432;91.8783825412;91.4100823568;-5.4517424254;0;0.5123069276
;i4i.16xlarge;;;On Demand;;Hrs;0.622178518;0.711050658;5.491;5.491;88.6691218722;87.0506163176;-12.4987072299;0;1.8592694952
;g6e.48xlarge;;;On Demand;;Hrs;4.678166584;4.678166584;30.13118;30.13118;84.4740014032;84.4740014032;0;0;0
;im4gn.xlarge;;;On Demand;;Hrs;0.032393357;0.03360906;0.36379;0.36379;91.0955889387;90.7614118035;-3.6171883415;0;0.3681929672
;r6a.large;;;On Demand;;Hrs;0.010091442;0.009986471;0.1134;0.1134;91.101021164;91.1935881834;1.0511320766;0;-0.1015060612
;r5a.24xlarge;;;On Demand;;Hrs;0.495502724;0.493731145;5.424;5.424;90.864625295;90.8972871497;0.3588145123;0;-0.0359327057
;g4ad.xlarge;;;On Demand;;Hrs;0.129816421;0.129816421;0.37853;0.37853;65.7051168996;65.7051168996;0;0;0
;c5ad.8xlarge;;;On Demand;;Hrs;0.102619197;0.16090888;1.376;1.376;92.5422095203;88.3060406977;-36.2252742049;0;4.7971450074
;r7g.xlarge;;;On Demand;;Hrs;0.018060173;0.017768193;0.2142;0.2142;91.5685466853;91.7048585434;1.6432734606;0;-0.1486419152
;c8g.2xlarge;;;On Demand;;Hrs;0.022661435;0.024256069;0.31904;0.31904;92.8969925401;92.3971699473;-6.5741650059;0;0.5409501104
;m6idn.8xlarge;;;On Demand;;Hrs;0.152286179;0.196795204;2.54592;2.54592;94.0184224563;92.2701732969;-22.6169256645;0;1.8947067042
;x2gd.large;;;On Demand;;Hrs;0.011987358;0.011077532;0.167;0.167;92.8219413174;93.3667473054;8.2132554435;0;-0.5835118002
;c7gn.4xlarge;;;On Demand;;Hrs;0.062013925;0.051772958;0.9984;0.9984;93.788669371;94.8144072516;19.7805329184;0;-1.0818375712
;vt1.3xlarge;;;On Demand;;Hrs;0.115741573;0.080823336;0.65;0.65;82.1936041538;87.5656406154;43.2031622649;0;-6.134867996
;c7i.xlarge;;;On Demand;;Hrs;0.01313378;0.013303453;0.1785;0.1785;92.642140056;92.5470851541;-1.2754057161;0;0.1027097739
;m7g-flex.8xlarge;;;On Demand;;Hrs;0.088020094;0.09298002;;;;;-5.334399799;;
;h1.8xlarge;;;On Demand;;Hrs;0.32347191;0.101610011;1.872;1.872;82.7205176282;94.572114797;218.34649639;0;-12.5318093967
;r6idn.24xlarge;;;On Demand;;Hrs;0.611857146;0.805674667;9.37872;9.37872;93.4761124546;91.4095455776;-24.0565489941;0;2.2607779789
;im4gn.4xlarge;;;On Demand;;Hrs;0.129573429;0.134436239;1.45517;1.45517;91.0956500615;90.7614753603;-3.6171868807;0;0.3681900276
;i4i.4xlarge;;;On Demand;;Hrs;0.155544629;0.177762664;1.373;1.373;88.6711850692;87.052974217;-12.4987072651;0;1.8588806032
;g6.16xlarge;;;On Demand;;Hrs;0.459457315;0.489940195;3.3968;3.3968;86.4738190356;85.5764191298;-6.2217552899;0;1.0486532563
;m5a.4xlarge;;;On Demand;;Hrs;0.056945695;0.057464998;0.688;0.688;91.7230094477;91.6475293605;-0.9036857532;0;0.0823591075
;m6idn.4xlarge;;;On Demand;;Hrs;0.076143089;0.098397602;1.27296;1.27296;94.0184224956;92.2701732969;-22.6169261727;0;1.8947067468
;c6in.xlarge;;;On Demand;;Hrs;0.012234744;0.018022229;0.2268;0.2268;94.6054920635;92.0536909171;-32.1130366283;0;2.7720791214
;im4gn.16xlarge;;;On Demand;;Hrs;0.518293717;0.537744957;5.82067;5.82067;91.0956347465;90.7614594712;-3.617186874;0;0.3681907246
;m7i.xlarge;;;On Demand;;Hrs;0.013957278;0.014379191;0.2016;0.2016;93.0767470238;92.8674647817;-2.9341914994;0;0.2253558257
;inf1.24xlarge;;;On Demand;;Hrs;1.271274251;1.346641205;4.721;4.721;73.0719285956;71.4755093201;-5.5966618072;0;2.2335192721
;r7a.12xlarge;;;On Demand;;Hrs;0.242194613;0.250964802;3.6516;3.6516;93.3674385749;93.1272647059;-3.4945892532;0;0.2578985539
;c7gn.8xlarge;;;On Demand;;Hrs;0.12402785;0.103545916;1.9968;1.9968;93.788669371;94.8144072516;19.7805329184;0;-1.0818375712
;r5ad.xlarge;;;On Demand;;Hrs;0.018712207;0.032322041;0.262;0.262;92.8579362595;87.6633431298;-42.1069758559;0;5.9256160491
;r6in.32xlarge;;;On Demand;;Hrs;0.80811662;0.920660546;11.15712;11.15712;92.7569424726;91.7482240399;-12.2242586031;0;1.0994419165
;r7g.2xlarge;;;On Demand;;Hrs;0.036120347;0.035536386;0.4284;0.4284;91.5685464519;91.7048585434;1.6432762746;0;-0.1486421697
;x2ezn.6xlarge;;;On Demand;;Hrs;;0.315252065;;;;;;;
;c5d.18xlarge;;;On Demand;;Hrs;0.230893193;0.36780062;3.456;3.456;93.3190627025;89.3576209491;-37.2232724893;0;4.4332444299
;m5ad.24xlarge;;;On Demand;;Hrs;0.324379498;0.523473784;4.944;4.944;93.4389260113;89.4119380259;-38.033286878;0;4.5038594111
;c6as.24xlarge;;;On Demand;;Hrs;0.315210722;;;;;;;;
;c5ad.2xlarge;;;On Demand;;Hrs;0.025654799;0.04022722;0.344;0.344;92.542209593;88.3060406977;-36.2252748263;0;4.7971450898
;cc2.8xlarge;;;On Demand;;Hrs;0.380965969;0.380965969;;;;;0;;
;i4i.large;;;On Demand;;Hrs;0.019443079;0.022220333;0.172;0.172;88.6958843023;87.0812017442;-12.4987055775;0;1.8542263149
;i4i.8xlarge;;;On Demand;;Hrs;0.311089259;0.355525329;2.746;2.746;88.6711850328;87.0529741806;-12.4987072299;0;1.8588806039
;i4g.large;;;On Demand;;Hrs;0.017006895;0.01640488;0.15444;0.15444;88.9880244755;89.3778295778;3.6697312019;0;-0.4361317612
;c7g.medium;;;On Demand;;Hrs;0.002832679;0.003001145;0.0363;0.0363;92.196476584;91.7323829201;-5.6133908891;0;0.5059212997
;d3en.2xlarge;;;On Demand;;Hrs;0.114549676;0.136204469;1.051;1.051;89.1008871551;87.0404882017;-15.898738976;0;2.3671730202
;g3.xlarge;;;On Demand;;Hrs;;0.023212471;;;;;;;
;c8g.24xlarge;;;On Demand;;Hrs;0.271937222;0.291072819;3.82848;3.82848;92.8969924879;92.3971701824;-6.57416143;0;0.540949798
;e3.large;;;On Demand;;Hrs;;0.021757398;;;;;;;
;t3.xlarge;;;On Demand;;Hrs;0.008412018;0.008412018;0.1664;0.1664;94.9447007212;94.9447007212;0;0;0
;i4i.12xlarge;;;On Demand;;Hrs;0.466633888;;4.118;;88.6684339971;;;;
;r7iz.12xlarge;;;On Demand;;Hrs;0.30647534;0.341967467;4.464;4.464;93.1345129928;92.3394384633;-10.3788022034;0;0.8610346161
;r7gd.medium;;;On Demand;;Hrs;0.005356586;0.005195182;0.068;0.068;92.1226676471;92.3600264706;3.1068016481;0;-0.2569930224
;p3.8xlarge;;;On Demand;;Hrs;0.414041739;0.414041739;12.24;12.24;96.6173060539;96.6173060539;0;0;0
;m6a.8xlarge;;;On Demand;;Hrs;0.111658225;0.111582521;1.3824;1.3824;91.9228714554;91.9283477286;0.0678457516;0;-0.0059571104
;c7i.12xlarge;;;On Demand;;Hrs;0.157605361;0.159641434;2.142;2.142;92.6421400093;92.5470852474;-1.2754038529;0;0.1027096225
;p3.2xlarge;;;On Demand;;Hrs;0.103510435;0.103510435;3.06;3.06;96.6173060458;96.6173060458;0;0;0
;x1.8xlarge;;;On Demand;;Hrs;;0.43169419;;;;;;;
;c5ad.4xlarge;;;On Demand;;Hrs;0.051309598;0.08045444;0.688;0.688;92.542209593;88.3060406977;-36.2252748263;0;4.7971450898
;m6gd.8xlarge;;;On Demand;;Hrs;0.108126499;0.112603173;1.4464;1.4464;92.5244400581;92.214935495;-3.9756197634;0;0.3356338769
;inf2.24xlarge;;;On Demand;;Hrs;0.76048631;0.76048631;6.49063;6.49063;88.2833205713;88.2833205713;0;0;0
;e3.4xlarge;;;On Demand;;Hrs;;0.174059185;;;;;;;
;t3a.nano;;;On Demand;;Hrs;0.000270762;0.000366005;0.0047;0.0047;94.239106383;92.2126595745;-26.0223220994;0;2.1975798311
;r5a.12xlarge;;;On Demand;;Hrs;0.247751362;0.246865573;2.712;2.712;90.864625295;90.8972871313;0.358814309;0;-0.0359326855
;r8g.8xlarge;;;On Demand;;Hrs;0.144481386;0.182630343;1.88512;1.88512;92.3356929002;90.3120043817;-20.8886192586;0;2.2407746704
;m7i.48xlarge;;;On Demand;;Hrs;0.669949349;0.690201158;9.6768;9.6768;93.0767469721;92.8674648851;-2.9341893686;0;0.2253556585
;r8g.2xlarge;;;On Demand;;Hrs;0.036120347;0.045657586;0.47128;0.47128;92.3356927941;90.3120043286;-20.8886185967;0;2.240774613
;m6gd.medium;;;On Demand;;Hrs;0.003378953;0.003518849;0.0452;0.0452;92.5244402655;92.2149358407;-3.9756181638;0;0.3356337257
;m7a.16xlarge;;;On Demand;;Hrs;0.218850121;0.236969064;3.70944;3.70944;94.1001843675;93.6117294255;-7.6461216895;0;0.521788183
;m5n.24xlarge;;;On Demand;;Hrs;0.390909278;0.426391513;5.712;5.712;93.1563501751;92.5351625875;-8.3215153018;0;0.6712989638
;m6gd.2xlarge;;;On Demand;;Hrs;0.027031625;0.028150793;0.3616;0.3616;92.5244399889;92.2149355642;-3.9756180226;0;0.3356337266
;x1.2xlarge;;;On Demand;;Hrs;;0.107923548;;;;;;;
;c1.medium;;;On Demand;;Hrs;0.024184185;0.024184185;0.13;0.13;81.3967807692;81.3967807692;0;0;0
;m6a.2xlarge;;;On Demand;;Hrs;0.027914556;0.02789563;0.3456;0.3456;91.9228715278;91.9283478009;0.0678457522;0;-0.0059571103
;c6in.32xlarge;;;On Demand;;Hrs;0.391511795;0.576711338;7.2576;7.2576;94.6054922426;92.0536907793;-32.1130400596;0;2.7720794698
;c7gn.xlarge;;;On Demand;;Hrs;0.015503481;0.01294324;0.2496;0.2496;93.7886694712;94.8144070513;19.7805263597;0;-1.0818372566
;c7gd.16xlarge;;;On Demand;;Hrs;0.216938616;0.223740381;2.903;2.903;92.5270886669;92.2927874268;-3.0400256626;0;0.2538673353
;m6as.48xlarge;;;On Demand;;Hrs;0.669949349;;;;;;;;
;t3a.large;;;On Demand;;Hrs;0.00433219;0.004332189;0.0752;0.0752;94.2391090426;94.2391103723;0.000023083;0;-0.000001411
;trn1n.32xlarge;;;On Demand;;Hrs;2.737128211;2.737128211;24.78;24.78;88.9542848628;88.9542848628;0;0;0
;m6g.4xlarge;;;On Demand;;Hrs;0.048900052;0.051655567;0.616;0.616;92.0616798701;91.6143560065;-5.3344008401;0;0.4882683054
;m5n.2xlarge;;;On Demand;;Hrs;0.032575773;0.035532626;0.476;0.476;93.1563502101;92.535162605;-8.3215155559;0;0.6712989826
;i3en.xlarge;;;On Demand;;Hrs;0.047428669;0.052276092;0.452;0.452;89.5069316372;88.4344929204;-9.2727340827;0;1.2126927869
;x1.16xlarge;;;On Demand;;Hrs;0.863388381;0.863388381;6.669;6.669;87.0537054881;87.0537054881;0;0;0
;r5ad.16xlarge;;;On Demand;;Hrs;0.299395306;0.517152657;4.192;4.192;92.8579364027;87.6633431059;-42.106977128;0;5.9256162414
;c7g.2xlarge;;;On Demand;;Hrs;0.022661435;0.024009163;0.29;0.29;92.185712069;91.7209782759;-5.6133901877;0;0.5066821155
;r7a.large;;;On Demand;;Hrs;0.010091442;0.010456867;0.15215;0.15215;93.3674387118;93.1272645416;-3.4945935527;0;0.2578988778
;r7g.large;;;On Demand;;Hrs;0.009030087;0.008884097;0.1071;0.1071;91.5685462185;91.7048580766;1.6432733681;0;-0.148641916
;i3en.large;;;On Demand;;Hrs;0.023714334;0.026138046;0.226;0.226;89.5069318584;88.4344929204;-9.2727359956;0;1.2126930371
;c7g-flex.xlarge;;;On Demand;;Hrs;0.010197646;0.010804124;;;;;-5.6133935523;;
;t2.small;;;On Demand;;Hrs;0.0011372;0.00153722;0.023;0.023;95.0556521739;93.3164347826;-26.0222999961;0;1.8637846542
;c7i.24xlarge;;;On Demand;;Hrs;0.315210722;0.319282867;4.284;4.284;92.6421400093;92.5470852708;-1.2754035437;0;0.1027095972
;m6id.16xlarge;;;On Demand;;Hrs;0.216252999;0.338817983;3.7968;3.7968;94.304335256;91.0762225295;-36.1742853537;0;3.5444077904
;c5d.4xlarge;;;On Demand;;Hrs;0.051309598;0.068125674;0.768;0.768;93.3190627604;91.1294695313;-24.6839040448;0;2.4027279434
;r5.large;;;On Demand;;Hrs;0.010322973;0.009986471;0.126;0.126;91.8071642857;92.0742293651;3.369578703;0;-0.2900541023
;c5ad.16xlarge;;;On Demand;;Hrs;0.205238394;0.321817761;2.752;2.752;92.5422095203;88.3060406613;-36.225274403;0;4.7971450506
;m6in.2xlarge;;;On Demand;;Hrs;0.037624196;0.041872289;0.55692;0.55692;93.2442368742;92.4814535301;-10.1453565149;0;0.8247960158
;r7gd.large;;;On Demand;;Hrs;0.010713171;0.010390364;0.1361;0.1361;92.1284562821;92.3656399706;3.1067920238;0;-0.2567877931
;m7i.large;;;On Demand;;Hrs;0.006978639;0.007189595;0.1008;0.1008;93.0767470238;92.8674652778;-2.9341847489;0;0.2253552903
;c6id.2xlarge;;;On Demand;;Hrs;0.025654799;0.039055553;0.4032;0.4032;93.637202629;90.3136029266;-34.3120324016;0;3.6800654549
;c5ad.12xlarge;;;On Demand;;Hrs;0.153928795;0.241363321;2.064;2.064;92.5422095446;88.3060406492;-36.2252746763;0;4.7971450925
;c6as.large;;;On Demand;;Hrs;0.00656689;;;;;;;;
;r4.large;;;On Demand;;Hrs;0.013788956;0.013788956;0.133;0.133;89.6323639098;89.6323639098;0;0;0
;c4.xlarge;;;On Demand;;Hrs;0.017320979;0.017320979;0.199;0.199;91.2959904523;91.2959904523;0;0;0
;t4g.xlarge;;;On Demand;;Hrs;0.005047211;0.00420959;0.1344;0.1344;96.2446346726;96.8678645833;19.8979235507;0;-0.6433814902
;c5.2xlarge;;;On Demand;;Hrs;0.026792911;0.025808698;0.34;0.34;92.1197320588;92.4092064706;3.8134934199;0;-0.3132527838
;x1e.32xlarge;;;On Demand;;Hrs;1.88127551;2.43962068;26.688;26.688;92.9508561526;90.8587354616;-22.8865566921;0;2.3026081976
;i4i.24xlarge;;;On Demand;;Hrs;0.933267777;;8.2368;;88.6695345644;;;;
;z1d.12xlarge;;;On Demand;;Hrs;0.384399793;0.447382767;4.464;4.464;91.388893526;89.9779846102;-14.0780956813;0;1.5680601448
;c5d.2xlarge;;;On Demand;;Hrs;0.025654799;0.034062837;0.384;0.384;93.3190627604;91.1294695313;-24.6839040448;0;2.4027279434
;c6i.4xlarge;;;On Demand;;Hrs;0.05253512;0.065984681;0.68;0.68;92.2742470588;90.2963704412;-20.3828537112;0;2.1904275974
;m7g.12xlarge;;;On Demand;;Hrs;0.146700156;0.1549667;1.9584;1.9584;92.5091832108;92.0870761846;-5.3344002292;0;0.4583781391
;p4d.24xlarge;;;On Demand;;Hrs;4.725773898;8.1207642;0;32.7726;;75.2208729243;-41.8062908661;-100;
;m6a.xlarge;;;On Demand;;Hrs;0.013957278;0.013947815;0.1728;0.1728;91.9228715278;91.9283478009;0.0678457522;0;-0.0059571103
;c6i.8xlarge;;;On Demand;;Hrs;0.105070241;0.131969363;1.36;1.36;92.2742469853;90.2963703676;-20.3828535567;0;2.1904275993
;c8g.medium;;;On Demand;;Hrs;0.002832679;0.003032008;0.03988;0.03988;92.8969934804;92.3971715145;-6.5741581157;0;0.5409494227
;r6i.4xlarge;;;On Demand;;Hrs;0.080731538;0.105058711;1.008;1.008;91.9909188492;89.5775088294;-23.1557885762;0;2.6942142635
;m6gd.4xlarge;;;On Demand;;Hrs;0.05406325;0.056301587;0.7232;0.7232;92.5244399889;92.2149354259;-3.9756197281;0;0.3356338771
;c6id.8xlarge;;;On Demand;;Hrs;0.102619197;0.156222214;1.6128;1.6128;93.637202567;90.3136028026;-34.3120326025;0;3.6800655286
;m6idn.32xlarge;;;On Demand;;Hrs;0.609144716;0.787180814;10.18368;10.18368;94.0184224563;92.2701733165;-22.6169254679;0;1.8947066825
;x1.4xlarge;;;On Demand;;Hrs;;0.215847095;;;;;;;
;g4dn.xlarge;;;On Demand;;Hrs;0.178451928;0.178451928;0.526;0.526;66.0737779468;66.0737779468;0;0;0
;c5n.xlarge;;;On Demand;;Hrs;0.012234744;0.021834967;0.216;0.216;94.3357666667;89.8912189815;-43.9671972025;0;4.9443624589
;t4g.small;;;On Demand;;Hrs;0.000630901;0.000903875;0.0168;0.0168;96.2446369048;94.6197916667;-30.2004148804;0;1.7172361189
;c6as.12xlarge;;;On Demand;;Hrs;0.157605361;;;;;;;;
;i4g.xlarge;;;On Demand;;Hrs;0.03401379;0.032809759;0.30888;0.30888;88.9880244755;89.3778299016;3.6697343617;0;-0.4361321219
;r6i.16xlarge;;;On Demand;;Hrs;0.322926151;0.420234844;4.032;4.032;91.990918874;89.5775088294;-23.1557888141;0;2.6942142912
;x1.xlarge;;;On Demand;;Hrs;;0.053961774;;;;;;;
;m5n.4xlarge;;;On Demand;;Hrs;0.065151546;0.071065252;0.952;0.952;93.1563502101;92.535162605;-8.3215155559;0;0.6712989826
