sep=;
IO Type;Instance Type;Storage Type;Redundancy;Utilization;AWS Instance Type;Rate Unit;2025 IMR;2024 IMR;2025 Public Price;2024 Public Price;2025 Discount Vs. Public price;2024 Discount Vs. Public price;IMR YoY%;Public Price YoY%;Discount Rate YoY%
;z1d.xlarge;;;On Demand;;Hrs;0.032033316;0.037281897;0.372;0.372;91.3888935484;89.9779846774;-14.0780953287;0;1.5680600939
;r7a.24xlarge;;;On Demand;;Hrs;0.484389227;0.501929603;7.3032;7.3032;93.3674385612;93.1272647196;-3.4945888617;0;0.2578985245
;r8g.4xlarge;;;On Demand;;Hrs;0.072240693;0.091315171;0.94256;0.94256;92.3356929002;90.3120044347;-20.8886188255;0;2.2407746104
;m6in.4xlarge;;;On Demand;;Hrs;0.075248392;0.083744578;1.11384;1.11384;93.2442368742;92.4814535301;-10.1453565149;0;0.8247960158
;i3en.2xlarge;;;On Demand;;Hrs;0.094857337;0.104552183;0.904;0.904;89.5069317478;88.434493031;-9.2727341714;0;1.2126927854
;c7gd.medium;;;On Demand;;Hrs;0.003389666;0.003495943;0.0454;0.0454;92.5337753304;92.299685022;-3.0400095196;0;0.2536198345
;p5.48xlarge;;;On Demand;;Hrs;11.85224094;20.36687661;55.04;98.32;78.4661320131;79.2851132933;-41.8062908371;-44.0195280716;-1.0329571923
;m6a.4xlarge;;;On Demand;;Hrs;0.055829112;0.05579126;0.6912;0.6912;91.9228715278;91.9283478009;0.0678457522;0;-0.0059571103
;m7i-flex.large;;;On Demand;;Hrs;0.006280775;0.006521515;0.09576;0.09576;93.4411288638;93.1897295322;-3.6914735303;0;0.2697715004
;m6id.12xlarge;;;On Demand;;Hrs;0.162189749;0.254113488;2.8476;2.8476;94.3043352648;91.0762225032;-36.1742856404;0;3.5444078299
;m7gd.large;;;On Demand;;Hrs;0.007694452;0.007389583;0.1068;0.1068;92.7954569288;93.080914794;4.1256590528;0;-0.3066771162
;t2.nano;;;On Demand;;Hrs;0.0002843;0.000384305;0.0058;0.0058;95.0982758621;93.3740517241;-26.0222999961;0;1.8465774015
;r5dn.large;;;On Demand;;Hrs;0.012379237;0.014023761;0.167;0.167;92.5872832335;91.6025383234;-11.7266972818;0;1.0750192387
;r7gd.12xlarge;;;On Demand;;Hrs;0.257116111;0.249368745;3.2659;3.2659;92.1272509569;92.3644708962;3.1067911097;0;-0.2568302909
;m7a.12xlarge;;;On Demand;;Hrs;0.16413759;0.177726798;2.78208;2.78208;94.1001843944;93.6117294255;-7.6461221115;0;0.5217882117
;m6g.xlarge;;;On Demand;;Hrs;0.012225013;0.012913892;0.154;0.154;92.0616798701;91.6143558442;-5.3344026727;0;0.4882684834
;i3en.6xlarge;;;On Demand;;Hrs;0.284572011;0.31365655;2.712;2.712;89.5069317478;88.4344929941;-9.2727344607;0;1.2126928276
;is4gen.xlarge;;;On Demand;;Hrs;0.054656405;0.053844374;0.5763;0.5763;90.5159803922;90.6568846087;1.5081074208;0;-0.1554258313
;m6g.8xlarge;;;On Demand;;Hrs;0.097800104;0.103311133;1.232;1.232;92.0616798701;91.6143560877;-5.3343999238;0;0.4882682164
;r6i.2xlarge;;;On Demand;;Hrs;0.040365769;0.052529355;0.504;0.504;91.9909188492;89.5775089286;-23.1557878447;0;2.6942141498
;m6id.xlarge;;;On Demand;;Hrs;0.013515812;0.021176124;0.2373;0.2373;94.3043354404;91.0762225032;-36.1742876081;0;3.5444080227
;r7a.xlarge;;;On Demand;;Hrs;0.020182884;0.020913733;0.3043;0.3043;93.3674387118;93.1272648702;-3.4945889383;0;0.2578985241
;d3en.large;;;On Demand;;Hrs;0.028637419;0.034073018;;;;;-15.9527958457;;
;x2i.xlarge;;;On Demand;;Hrs;0.023819081;0.042401028;;;;;-43.8242841659;;
;r7iz.16xlarge;;;On Demand;;Hrs;0.408633787;0.455956623;5.952;5.952;93.1345129872;92.3394384577;-10.3788021958;0;0.8610346162
;c7gd.12xlarge;;;On Demand;;Hrs;0.162703962;0.167805286;2.1773;2.1773;92.5272602765;92.2929644055;-3.0400258071;0;0.253861031
;i3en.3xlarge;;;On Demand;;Hrs;0.142286006;0.156828275;1.356;1.356;89.5069317109;88.4344929941;-9.2727341419;0;1.2126927859
;c5a.xlarge;;;On Demand;;Hrs;0.013396456;0.012904349;0.154;0.154;91.3010025974;91.6205525974;3.8134972946;0;-0.3487754559
;m6in.8xlarge;;;On Demand;;Hrs;0.150496784;0.167489156;2.22768;2.22768;93.2442368742;92.4814535301;-10.1453565149;0;0.8247960158
;r7gd.16xlarge;;;On Demand;;Hrs;0.342821481;0.33249166;4.3546;4.3546;92.1273714922;92.3645877922;3.1067910094;0;-0.2568260257
;r5d.2xlarge;;;On Demand;;Hrs;0.037424413;0.050070919;0.576;0.576;93.5027060764;91.3071321181;-25.2571877101;0;2.4046029126
;c6a.24xlarge;;;On Demand;;Hrs;0.315210722;0.309704381;3.672;3.672;91.4158300109;91.5657848312;1.7779344878;0;-0.1637673074
;r6idn.32xlarge;;;On Demand;;Hrs;0.815809527;1.07423289;12.50496;12.50496;93.4761124626;91.4095455723;-24.0565491343;0;2.2607779935
;r5d.4xlarge;;;On Demand;;Hrs;0.074848827;0.100141839;1.152;1.152;93.5027059896;91.3071320313;-25.2571874579;0;2.4046029149
;r6i.8xlarge;;;On Demand;;Hrs;0.161463076;0.210117422;2.016;2.016;91.9909188492;89.5775088294;-23.1557885762;0;2.6942142635
;t4i.nano;;;On Demand;;Hrs;0.000509831;;;;;;;;
;i3en.12xlarge;;;On Demand;;Hrs;0.569144023;0.6273131;5.424;5.424;89.5069317294;88.4344929941;-9.2727343013;0;1.2126928068
;c5d.24xlarge;;;On Demand;;Hrs;0.30785759;0.408754047;4.608;4.608;93.319062717;91.1294694661;-24.6839041082;0;2.402727969
;c6as.xlarge;;;On Demand;;Hrs;0.01313378;;;;;;;;
;m5n.8xlarge;;;On Demand;;Hrs;0.130303093;0.142130504;1.904;1.904;93.1563501576;92.535162605;-8.3215148523;0;0.6712989258
;e3.medium;;;On Demand;;Hrs;;0.0109;;;;;;;
;c6g.2xlarge;;;On Demand;;Hrs;0.022661435;0.024009163;0.272;0.272;91.6685900735;91.1731018382;-5.6133901877;0;0.5434587892
;c5ad.xlarge;;;On Demand;;Hrs;0.0128274;0.02011361;0.172;0.172;92.5422093023;88.3060406977;-36.2252723405;0;4.7971447606
;r5a.large;;;On Demand;;Hrs;0.010322973;0.010286066;0.113;0.113;90.8646256637;90.8972867257;0.3588057864;0;-0.0359318338
;c6g.8xlarge;;;On Demand;;Hrs;0.090645741;0.096036654;1.088;1.088;91.6685899816;91.1731016544;-5.6133911121;0;0.5434588911
;m3.large;;;On Demand;;Hrs;0.009564252;0.009564252;0.133;0.133;92.8088330827;92.8088330827;0;0;0
;x2gd.xlarge;;;On Demand;;Hrs;0.023974715;0.022155063;0.334;0.334;92.8219416168;93.3667476048;8.2132558143;0;-0.5835117983
;r6g.4xlarge;;;On Demand;;Hrs;0.072240693;0.071072773;0.8064;0.8064;91.0415807292;91.1864120784;1.6432734375;0;-0.1588299681
;d2.4xlarge;;;On Demand;;Hrs;0.086337552;0.086337551;2.76;2.76;96.8718278261;96.8718278623;0.0000011582;0;-3.74e-8
;m7g-flex.large;;;On Demand;;Hrs;0.005501256;0.005811251;;;;;-5.3343935755;;
;r8g.24xlarge;;;On Demand;;Hrs;0.433444159;0.547891027;5.65536;5.65536;92.3356928825;90.312004417;-20.8886187873;0;2.2407746108
;m7a.large;;;On Demand;;Hrs;0.006839066;0.007405283;0.11592;0.11592;94.1001846101;93.6117296411;-7.6461223697;0;0.5217882106
;m7g.16xlarge;;;On Demand;;Hrs;0.195600208;0.206622267;2.6112;2.6112;92.5091832108;92.0870761719;-5.3344003819;0;0.458378153
;i2.large;;;On Demand;;Hrs;0.026854263;0.026854263;;;;;0;;
;r5n.8xlarge;;;On Demand;;Hrs;0.175339614;0.20546028;2.384;2.384;92.6451504195;91.3816996644;-14.6600919652;0;1.3826080711
;r5b.4xlarge;;;On Demand;;Hrs;0.074848827;0.097137584;1.192;1.192;93.7207359899;91.8508738255;-22.9455542151;0;2.0357587103
;m6gd.12xlarge;;;On Demand;;Hrs;0.162189749;0.16890476;2.1696;2.1696;92.524440035;92.214935472;-3.9756197516;0;0.3356338769
;r6gd.4xlarge;;;On Demand;;Hrs;0.074848827;0.079164681;0.9216;0.9216;91.878382487;91.4100823568;-5.4517417938;0;0.5123068683
;m7gd.4xlarge;;;On Demand;;Hrs;0.061555614;0.059116666;0.8543;0.8543;92.7946138359;93.0801046471;4.1256521469;0;-0.3067151807
;c7i-flex.16xlarge;;;On Demand;;Hrs;;0.191569721;;;;;;;
;t2.medium;;;On Demand;;Hrs;0.0022744;0.00307444;0.0464;0.0464;95.0982758621;93.3740517241;-26.0222999961;0;1.8465774015
;r6a.8xlarge;;;On Demand;;Hrs;0.161463076;0.159783542;1.8144;1.8144;91.1010209436;91.1935878527;1.0511307854;0;-0.1015059406
;r6g.16xlarge;;;On Demand;;Hrs;0.288962773;0.284291091;3.2256;3.2256;91.0415806982;91.1864121094;1.6432741468;0;-0.158830036
;c6a.12xlarge;;;On Demand;;Hrs;0.157605361;0.154852191;1.836;1.836;91.4158300109;91.5657848039;1.7779341592;0;-0.1637672776
;c6as.16xlarge;;;On Demand;;Hrs;0.210140481;;;;;;;;
;c6gd.2xlarge;;;On Demand;;Hrs;0.025654799;0.02663576;0.3072;0.3072;91.6488284505;91.3295052083;-3.6828721989;0;0.3496386425
;c6gn.large;;;On Demand;;Hrs;0.006117372;0.006163447;0.0864;0.0864;92.9197083333;92.866380787;-0.7475524654;0;0.0574239524
;m5d.16xlarge;;;On Demand;;Hrs;0.216252999;0.278993164;3.616;3.616;94.0195520188;92.2844810841;-22.4880653348;0;1.8801329479
;g3s.xlarge;;;On Demand;;Hrs;0.045016826;0.045016826;0.75;0.75;93.9977565333;93.9977565333;0;0;0
;m1.xlarge;;;On Demand;;Hrs;0.032554615;0.032554615;0.35;0.35;90.6986814286;90.6986814286;0;0;0
;t1.micro;;;On Demand;;Hrs;0.004112101;0.004112101;0.02;0.02;79.439495;79.439495;0;0;0
;c5a.24xlarge;;;On Demand;;Hrs;0.321514936;0.309704381;3.696;3.696;91.3010028139;91.6205524621;3.8134930355;0;-0.3487750724
;c5ad.48xlarge;;;On Demand;;Hrs;;0.965453282;;;;;;;
;inf2.48xlarge;;;On Demand;;Hrs;1.520972618;1.520972618;12.98127;12.98127;88.2833296126;88.2833296126;0;0;0
;m4.10xlarge;;;On Demand;;Hrs;0.18217623;0.182176229;2;2;90.8911885;90.89118855;5.489e-7;0;-5.5e-8
;t3a.medium;;;On Demand;;Hrs;0.002166095;0.002928038;0.0376;0.0376;94.2391090426;92.2126648936;-26.0223057214;0;2.1975768202
;r6g.xlarge;;;On Demand;;Hrs;0.018060173;0.017768193;0.2016;0.2016;91.0415808532;91.1864122024;1.6432734606;0;-0.1588299679
;m7g.large;;;On Demand;;Hrs;0.006112506;0.006456946;0.0816;0.0816;92.5091838235;92.0870759804;-5.3344104163;0;0.4583790272
;g5g.4xlarge;;;On Demand;;Hrs;0.172642519;0.145759602;0.828;0.828;79.1494542271;82.3961833333;18.4433249207;0;-3.9403877399
;r6in.4xlarge;;;On Demand;;Hrs;0.101014577;0.115082568;1.39464;1.39464;92.7569425085;91.7482240578;-12.2242588469;0;1.0994419359
;m4.16xlarge;;;On Demand;;Hrs;0.291481968;0.291481967;3.2;3.2;90.8911885;90.8911885313;3.431e-7;0;-3.44e-8
;c5n.large;;;On Demand;;Hrs;0.006117372;0.010917484;0.108;0.108;94.3357666667;89.8912185185;-43.9671997687;0;4.9443629995
;m6as.4xlarge;;;On Demand;;Hrs;0.055829112;;;;;;;;
;c7a.medium;;;On Demand;;Hrs;0.003219064;;0.05132;;93.7274668745;;;;
;r5n.2xlarge;;;On Demand;;Hrs;0.043834904;0.05136507;0.596;0.596;92.6451503356;91.3816996644;-14.6600909918;0;1.3826079793
;g3.16xlarge;;;On Demand;;Hrs;0.257239005;0.257239005;4.56;4.56;94.35879375;94.35879375;0;0;0
;r3.large;;;On Demand;;Hrs;0.014478404;0.014478404;0.166;0.166;91.2780698795;91.2780698795;0;0;0
;r4.xlarge;;;On Demand;;Hrs;0.027577912;0.027577912;0.266;0.266;89.6323639098;89.6323639098;0;0;0
;c6g.large;;;On Demand;;Hrs;0.005665359;0.006002291;0.068;0.068;91.6685897059;91.1731014706;-5.6133899539;0;0.5434587914
;r6a.2xlarge;;;On Demand;;Hrs;0.040365769;0.039945886;0.4536;0.4536;91.1010209436;91.1935877425;1.0511295206;0;-0.1015058199
;c6gd.8xlarge;;;On Demand;;Hrs;0.102619197;0.106543039;1.2288;1.2288;91.6488283691;91.3295052897;-3.6828703563;0;0.3496384639
;m6idn.24xlarge;;;On Demand;;Hrs;0.456858537;0.590385611;7.63776;7.63776;94.0184224563;92.27017331;-22.6169255334;0;1.8947066897
;d3.xlarge;;;On Demand;;Hrs;0.066203879;0.077292471;0.499;0.499;86.7326895792;84.5105268537;-14.3462770132;0;2.6294508013
;c5.9xlarge;;;On Demand;;Hrs;0.120568101;0.141848298;1.53;1.53;92.1197319608;90.7288694118;-15.002081308;0;1.5329878549
;d3en.4xlarge;;;On Demand;;Hrs;0.229099353;0.272408938;2.103;2.103;89.1060697575;87.0466505944;-15.8987386089;0;2.3658798461
;i3.8xlarge;;;On Demand;;Hrs;0.359442547;0.409207813;2.496;2.496;85.5992569311;83.6054562099;-12.1613675055;0;2.3847734485
;c7a.8xlarge;;;On Demand;;Hrs;0.10301004;0.109620451;1.64224;1.64224;93.7274673617;93.3249433091;-6.0302716689;0;0.4313145429
;r7a.4xlarge;;;On Demand;;Hrs;0.080731538;0.083654934;1.2172;1.2172;93.3674385475;93.1272647059;-3.4945888547;0;0.2578985245
;r4.16xlarge;;;On Demand;;Hrs;0.441246592;0.441246586;4.256;4.256;89.6323639098;89.6323640508;0.0000013598;0;-1.573e-7
;m7a.medium;;;On Demand;;Hrs;0.003419533;;0.05796;;94.1001846101;;;;
;c5.xlarge;;;On Demand;;Hrs;0.013396456;0.012904349;0.17;0.17;92.1197317647;92.4092064706;3.8134972946;0;-0.3132531021
;c7a.2xlarge;;;On Demand;;Hrs;0.02575251;0.027405113;0.41056;0.41056;93.7274673617;93.3249432482;-6.0302725262;0;0.4313146084
;m5zn.12xlarge;;;On Demand;;Hrs;0.399208415;0.424306099;3.9641;3.9641;89.9294060442;89.2962816528;-5.9149948726;0;0.7090154032
;m5ad.8xlarge;;;On Demand;;Hrs;0.108126499;0.174491261;1.648;1.648;93.4389260316;89.4119380461;-38.0332869507;0;4.5038594102
;m6i.12xlarge;;;On Demand;;Hrs;0.167487337;0.208201405;2.304;2.304;92.7305843316;90.9634806858;-19.5551360472;0;1.942651746
;m5ad.2xlarge;;;On Demand;;Hrs;0.027031625;0.043622815;0.412;0.412;93.4389259709;89.4119381068;-38.0332860225;0;4.5038592713
;r5n.12xlarge;;;On Demand;;Hrs;0.263009422;0.30819042;3.576;3.576;92.6451503915;91.3816996644;-14.6600916407;0;1.3826080405
;c7i-flex.48xlarge;;;On Demand;;Hrs;;0.574709161;;;;;;;
;t4i.medium;;;On Demand;;Hrs;0.004078652;;;;;;;;
;c7i.16xlarge;;;On Demand;;Hrs;0.210140481;0.212855245;2.856;2.856;92.642140021;92.5470852591;-1.2754038549;0;0.1027096225
;c6in.12xlarge;;;On Demand;;Hrs;0.146816923;0.216266752;2.7216;2.7216;94.6054922472;92.0536907701;-32.1130401958;0;2.7720794851
;c6a.large;;;On Demand;;Hrs;0.00656689;0.006452175;0.0765;0.0765;91.4158300654;91.5657843137;1.7779275981;0;-0.1637666836
;a1.4xlarge;;;On Demand;;Hrs;0.075547088;0.075547087;0.408;0.408;81.4835568627;81.4835571078;0.0000013237;0;-3.008e-7
;m7gd.12xlarge;;;On Demand;;Hrs;0.184666842;0.177349998;2.5628;2.5628;92.794332683;93.079834634;4.1256521469;0;-0.3067280385
;c7g.4xlarge;;;On Demand;;Hrs;0.04532287;0.048018327;0.58;0.58;92.185712069;91.7209781034;-5.6133921534;0;0.5066823045
;x2ezn.2xlarge;;;On Demand;;Hrs;;0.105084022;;;;;;;
;m6as.32xlarge;;;On Demand;;Hrs;0.446632899;;;;;;;;
;g6e.12xlarge;;;On Demand;;Hrs;2.122943209;2.122943209;10.49264;10.49264;79.7673110962;79.7673110962;0;0;0
;p3dn.24xlarge;;;On Demand;;Hrs;0.976795133;0.976795133;31.212;31.212;96.8704500417;96.8704500417;0;0;0
;m5dn.16xlarge;;;On Demand;;Hrs;0.295091733;0.315708904;4.352;4.352;93.2193995175;92.745659375;-6.5304369749;0;0.5107949479
;m5dn.large;;;On Demand;;Hrs;0.009221617;0.009865903;0.136;0.136;93.2193992647;92.7456595588;-6.5304311222;0;0.5107944762
;m7a.xlarge;;;On Demand;;Hrs;0.013678133;0.014810567;0.23184;0.23184;94.1001841787;93.6117292098;-7.6461218534;0;0.5217882129
;r5dn.12xlarge;;;On Demand;;Hrs;0.297101698;0.336570258;4.008;4.008;92.587282984;91.6025384731;-11.7266927371;0;1.0750188011
;m8g.2xlarge;;;On Demand;;Hrs;0.024450026;0.02895126;0.35904;0.35904;93.1901665553;91.936480615;-15.5476272881;0;1.3636436069
;r7a.48xlarge;;;On Demand;;Hrs;0.968778453;1.003859207;14.6064;14.6064;93.367438568;93.1272647127;-3.4945890574;0;0.2578985392
;m7i.32xlarge;;;On Demand;;Hrs;;0.460134105;;;;;;;
;c6id.12xlarge;;;On Demand;;Hrs;0.153928795;0.234333321;2.4192;2.4192;93.6372025876;90.3136028026;-34.3120328159;0;3.6800655514
;m6gd.xlarge;;;On Demand;;Hrs;0.013515812;0.014075397;0.1808;0.1808;92.5244402655;92.2149352876;-3.9756249859;0;0.3356343275
;c5a.16xlarge;;;On Demand;;Hrs;0.214343291;0.206469587;2.464;2.464;91.3010028003;91.6205524756;3.8134933645;0;-0.3487751019
;g6.12xlarge;;;On Demand;;Hrs;0.996686953;1.050899667;4.6016;4.6016;78.3404260909;77.1622986135;-5.1586955161;0;1.5268174984
;x1e.4xlarge;;;On Demand;;Hrs;0.235159439;0.304952585;3.336;3.336;92.9508561451;90.8587354616;-22.8865566101;0;2.3026081894
;t4i.xlarge;;;On Demand;;Hrs;0.016314607;;;;;;;;
;c5a.48xlarge;;;On Demand;;Hrs;;0.619408762;;;;;;;
;m8g.8xlarge;;;On Demand;;Hrs;0.097800104;0.115805039;1.43616;1.43616;93.1901665553;91.9364806846;-15.5476265588;0;1.3636435301
;im4gn.large;;;On Demand;;Hrs;0.016196679;0.01680453;0.1819;0.1819;91.095833425;90.7616657504;-3.6171853661;0;0.3681815135
;x2gd.12xlarge;;;On Demand;;Hrs;0.287696585;0.265860759;4.008;4.008;92.821941492;93.3667475299;8.2132564739;0;-0.5835118523
;r5d.12xlarge;;;On Demand;;Hrs;0.22454648;0.300425517;3.456;3.456;93.5027060185;91.3071320313;-25.2571877907;0;2.4046029465
;c7g-flex.4xlarge;;;On Demand;;Hrs;0.040790583;0.043216494;;;;;-5.6133914982;;
;c7i.48xlarge;;;On Demand;;Hrs;0.630421443;0.638565734;8.568;8.568;92.642140021;92.5470852708;-1.2754037003;0;0.1027096098
;trn1.32xlarge;;;On Demand;;Hrs;2.380111488;2.380111488;21.5;21.5;88.9297140093;88.9297140093;0;0;0
;c6gn.4xlarge;;;On Demand;;Hrs;0.048938974;0.049307579;0.6912;0.6912;92.9197086227;92.866380353;-0.7475625603;0;0.0574247316
;x2idn.32xlarge;;;On Demand;;Hrs;0.76221059;1.000764698;13.338;13.338;94.2854206778;92.4968908532;-23.8371825542;0;1.9336107496
;r7a.16xlarge;;;On Demand;;Hrs;0.322926151;0.334619736;4.8688;4.8688;93.367438568;93.1272647059;-3.4945891536;0;0.2578985465
;m5.12xlarge;;;On Demand;;Hrs;0.170837084;0.167373781;2.304;2.304;92.5851960069;92.7355129774;2.0692028222;0;-0.1620921324
;c7a.32xlarge;;;On Demand;;Hrs;0.412040159;0.438481804;6.56896;6.56896;93.7274673769;93.3249433091;-6.030271897;0;0.4313145591
;x2ezn.8xlarge;;;On Demand;;Hrs;;0.420336087;;;;;;;
;r6i.24xlarge;;;On Demand;;Hrs;0.484389227;0.630352266;6.048;6.048;91.9909188657;89.5775088294;-23.1557887348;0;2.694214282
;m7i-flex.2xlarge;;;On Demand;;Hrs;0.025123101;0.026086061;0.38304;0.38304;93.4411286028;93.1897292711;-3.6914733888;0;0.2697715013
;g4ad.2xlarge;;;On Demand;;Hrs;0.172072475;0.172072475;0.54117;0.54117;68.2036190107;68.2036190107;0;0;0
;c6as.4xlarge;;;On Demand;;Hrs;0.05253512;;;;;;;;
;m1.medium;;;On Demand;;Hrs;0.008138654;0.008138654;0.087;0.087;90.6452252874;90.6452252874;0;0;0
;g5.48xlarge;;;On Demand;;Hrs;2.440358156;2.585661519;16.288;16.288;85.0174474705;84.1253590435;-5.6195817562;0;1.0604274824
;m5.2xlarge;;;On Demand;;Hrs;0.028472847;0.02789563;0.384;0.384;92.5851960938;92.7355130208;2.0692022371;0;-0.1620920854
;i2.xlarge;;;On Demand;;Hrs;0.053708525;0.053708525;0.853;0.853;93.7035726846;93.7035726846;0;0;0
;m7a.32xlarge;;;On Demand;;Hrs;0.437700241;0.473938129;7.41888;7.41888;94.1001843809;93.611729412;-7.6461220954;0;0.5217882118
;m7i-flex.8xlarge;;;On Demand;;Hrs;0.100492402;0.104344245;1.53216;1.53216;93.4411287333;93.1897292058;-3.6914762285;0;0.2697717116
;c7gd.4xlarge;;;On Demand;;Hrs;0.054234654;0.055935095;0.7258;0.7258;92.527603472;92.2933184073;-3.0400252292;0;0.2538483487
;r6a.32xlarge;;;On Demand;;Hrs;0.645852302;0.639134169;7.2576;7.2576;91.1010209711;91.193587839;1.0511303144;0;-0.1015058954
;inf2.xlarge;;;On Demand;;Hrs;0.094873293;0.094873293;0.7582;0.7582;87.4870360063;87.4870360063;0;0;0
;c6g.medium;;;On Demand;;Hrs;0.002832679;0.003001145;0.034;0.034;91.6685911765;91.1731029412;-5.6133908891;0;0.5434587826
;c4.large;;;On Demand;;Hrs;0.00866049;0.008660489;0.1;0.1;91.33951;91.339511;0.0000115467;0;-0.0000010948
;c6gd.medium;;;On Demand;;Hrs;0.00320685;0.00332947;0.0384;0.0384;91.648828125;91.3295052083;-3.6828684445;0;0.3496382861
;r7iz.4xlarge;;;On Demand;;Hrs;0.102158447;0.113989156;1.488;1.488;93.1345129704;92.3394384409;-10.3788021731;0;0.8610346163
;r5d.xlarge;;;On Demand;;Hrs;0.018712207;0.02503546;0.288;0.288;93.5027059028;91.3071319444;-25.2571872057;0;2.4046029173
;h1.4xlarge;;;On Demand;;Hrs;0.16252809;0.050805005;0.936;0.936;82.6358878205;94.5721148504;219.9056667744;0;-12.6212965088
;g4ad.8xlarge;;;On Demand;;Hrs;0.512615821;0.512615821;1.734;1.734;70.4373805652;70.4373805652;0;0;0
;r7g.12xlarge;;;On Demand;;Hrs;0.216722079;0.213218318;2.5704;2.5704;91.5685465686;91.7048584656;1.6432739142;0;-0.1486419578
;x2gd.medium;;;On Demand;;Hrs;0.005993679;0.005538766;0.0835;0.0835;92.8219413174;93.3667473054;8.2132554435;0;-0.5835118002
;r8g.16xlarge;;;On Demand;;Hrs;0.288962773;0.365260684;3.77024;3.77024;92.3356928737;90.3120044347;-20.8886185517;0;2.240774581
;c7a.xlarge;;;On Demand;;Hrs;0.012876255;0.013702556;0.20528;0.20528;93.7274673617;93.3249434918;-6.0302690972;0;0.4313143462
;g5g.xlarge;;;On Demand;;Hrs;0.113434236;0.109931691;0.42;0.42;72.9918485714;73.8257878571;3.1861103638;0;-1.1296043157
;r7i.4xlarge;;;On Demand;;Hrs;0.080731538;0.082362651;1.0584;1.0584;92.3723036659;92.2181924603;-1.9804037148;0;0.1671158385
;c7i-flex.4xlarge;;;On Demand;;Hrs;0.047281608;0.04789243;0.6783;0.6783;93.0293958425;92.9393439481;-1.275404067;0;0.0968931892
;m5d.24xlarge;;;On Demand;;Hrs;0.324379498;0.418489746;5.424;5.424;94.019552028;92.2844810841;-22.4880654543;0;1.8801329579
;m4.large;;;On Demand;;Hrs;0.009108812;0.009108811;0.1;0.1;90.891188;90.891189;0.0000109784;0;-0.0000011002
;f1.4xlarge;;;On Demand;;Hrs;0.920134831;0.429315761;3.3;3.3;72.1171263333;86.9904314848;114.3258912407;0;-17.0976334956
;z1d.large;;;On Demand;;Hrs;0.016016658;0.018640949;0.186;0.186;91.3888935484;89.9779844086;-14.0780976333;0;1.5680603973
;m5d.xlarge;;;On Demand;;Hrs;0.013515812;0.017437073;0.226;0.226;94.0195522124;92.2844809735;-22.4880689552;0;1.8801332798
;r6idn.16xlarge;;;On Demand;;Hrs;0.407904764;0.537116445;6.25248;6.25248;93.4761124546;91.4095455723;-24.0565490412;0;2.2607779848
;x2i.32xlarge;;;On Demand;;Hrs;0.76221059;1.356832887;;;;;-43.8242839407;;
;b1.medium;;;On Demand;;Hrs;;0.01379145;;;;;;;
;r6idn.2xlarge;;;On Demand;;Hrs;0.050988095;0.067139556;0.78156;0.78156;93.4761125186;91.4095455243;-24.0565502101;0;2.2607781085
;m5.8xlarge;;;On Demand;;Hrs;0.113891389;0.111582521;1.536;1.536;92.5851960286;92.7355129557;2.0692022185;0;-0.1620920857
;c6a.xlarge;;;On Demand;;Hrs;0.01313378;0.012904349;0.153;0.153;91.4158300654;91.5657849673;1.7779354852;0;-0.1637673963
;g6.4xlarge;;;On Demand;;Hrs;0.29707801;0.313458971;1.3232;1.3232;77.5485179867;76.3105372582;-5.2258708525;0;1.6222932939
;i3.2xlarge;;;On Demand;;Hrs;0.089860637;0.102301953;0.624;0.624;85.599256891;83.60545625;-12.1613670464;0;2.3847733514
;r6idn.12xlarge;;;On Demand;;Hrs;0.305928573;0.402837334;4.68936;4.68936;93.4761124546;91.409545567;-24.0565490884;0;2.2607779907
;r5n.large;;;On Demand;;Hrs;0.010958726;0.012841268;0.149;0.149;92.6451503356;91.3816993289;-14.6600943147;0;1.3826083515
;g3.4xlarge;;;On Demand;;Hrs;0.064309751;0.064309751;1.14;1.14;94.3587937719;94.3587937719;0;0;0
;inf2e.32xlarge;;;On Demand;;Hrs;2.380111488;;;;;;;;
;m6a.large;;;On Demand;;Hrs;0.006978639;0.006973908;0.0864;0.0864;91.9228715278;91.9283472222;0.0678385777;0;-0.0059564809
;g4dn.16xlarge;;;On Demand;;Hrs;1.056939836;1.056939836;4.352;4.352;75.7136986213;75.7136986213;0;0;0
;d3.8xlarge;;;On Demand;;Hrs;0.529631029;0.618339768;3.99552;3.99552;86.7443779783;84.5241728736;-14.3462774984;0;2.6267102407
;d3.2xlarge;;;On Demand;;Hrs;0.132407757;0.154584942;0.999;0.999;86.7459702703;84.5260318318;-14.3462776601;0;2.626336988
;t3.nano;;;On Demand;;Hrs;0.000262876;0.000355;0.0052;0.0052;94.9446923077;93.1730769231;-25.9504225352;0;1.9014241486
;r6gd.xlarge;;;On Demand;;Hrs;0.018712207;0.01979117;0.2304;0.2304;91.8783823785;91.4100824653;-5.4517393363;0;0.5123066303
;r7i.2xlarge;;;On Demand;;Hrs;0.040365769;0.041181325;0.5292;0.5292;92.3723036659;92.2181925548;-1.9804025247;0;0.1671157359
;m6g.large;;;On Demand;;Hrs;0.006112506;0.006456946;0.077;0.077;92.0616805195;91.6143558442;-5.3344104163;0;0.4882691923
;c4.4xlarge;;;On Demand;;Hrs;0.069283916;0.069283915;0.796;0.796;91.2959904523;91.2959905779;0.0000014433;0;-1.376e-7
