time_stats.emb.min,time_stats.emb.max,time_stats.emb.mean,time_stats.emb.median,time_stats.emb.std,time_stats.input_layernorm.min,time_stats.input_layernorm.max,time_stats.input_layernorm.mean,time_stats.input_layernorm.median,time_stats.input_layernorm.std,time_stats.attn_pre_proj.min,time_stats.attn_pre_proj.max,time_stats.attn_pre_proj.mean,time_stats.attn_pre_proj.median,time_stats.attn_pre_proj.std,time_stats.attn_rope.min,time_stats.attn_rope.max,time_stats.attn_rope.mean,time_stats.attn_rope.median,time_stats.attn_rope.std,time_stats.attn_post_proj.min,time_stats.attn_post_proj.max,time_stats.attn_post_proj.mean,time_stats.attn_post_proj.median,time_stats.attn_post_proj.std,time_stats.post_attention_layernorm.min,time_stats.post_attention_layernorm.max,time_stats.post_attention_layernorm.mean,time_stats.post_attention_layernorm.median,time_stats.post_attention_layernorm.std,time_stats.mlp_up_proj.min,time_stats.mlp_up_proj.max,time_stats.mlp_up_proj.mean,time_stats.mlp_up_proj.median,time_stats.mlp_up_proj.std,time_stats.mlp_act.min,time_stats.mlp_act.max,time_stats.mlp_act.mean,time_stats.mlp_act.median,time_stats.mlp_act.std,time_stats.mlp_down_proj.min,time_stats.mlp_down_proj.max,time_stats.mlp_down_proj.mean,time_stats.mlp_down_proj.median,time_stats.mlp_down_proj.std,time_stats.add.min,time_stats.add.max,time_stats.add.mean,time_stats.add.median,time_stats.add.std,n_head,n_kv_head,n_embd,n_expanded_embd,vocab_size,use_gated_mlp,num_tokens,num_tensor_parallel_workers
0.068,0.069,0.06842857142857144,0.068,0.0004948716593053939,0.085,0.08700000000000001,0.08615000000000002,0.08600000000000001,0.0005722761571129804,0.372,0.373,0.3721,0.372,0.00030000000000000024,0.057,0.058,0.05735,0.057,0.0004769696007084733,0.255,0.256,0.25570000000000004,0.256,0.0004582575694955845,0.085,0.08700000000000001,0.08595000000000001,0.08600000000000001,0.00038405728739343076,2.9170000000000003,2.949,2.9317,2.934,0.008385105843100545,0.386,0.387,0.38655000000000006,0.387,0.0004974937185533104,1.395,1.3960000000000001,1.39525,1.395,0.0004330127018922678,0.064,0.065,0.06435,0.064,0.00047696960070847314,12,2,1536,8960,151936,True,3392,1
0.067,0.069,0.06776190476190479,0.068,0.0005259695722470128,0.085,0.085,0.08499999999999999,0.085,1.3877787807814457e-17,0.372,0.373,0.3724,0.372,0.0004898979485566361,0.056,0.057,0.0568,0.057,0.00040000000000000034,0.255,0.256,0.2552,0.255,0.0004000000000000003,0.085,0.08600000000000001,0.08565000000000002,0.08600000000000001,0.0004769696007084732,2.922,2.946,2.9381999999999997,2.94,0.0064467045845144665,0.383,0.384,0.38305,0.383,0.00021794494717703385,1.395,1.395,1.395,1.395,0.0,0.063,0.064,0.0636,0.064,0.0004898979485566361,12,2,1536,8960,151936,True,3360,1
0.066,0.067,0.0667142857142857,0.067,0.00045175395145262605,0.084,0.085,0.08485000000000001,0.085,0.00035707142142714284,0.372,0.374,0.37265000000000004,0.373,0.0005722761571129803,0.056,0.057,0.05605000000000001,0.056,0.00021794494717703385,0.247,0.248,0.24780000000000002,0.248,0.00040000000000000034,0.085,0.08600000000000001,0.0852,0.085,0.00040000000000000034,2.815,2.837,2.82395,2.8235,0.006256796304819272,0.38,0.38,0.38,0.38,0.0,1.367,1.367,1.3670000000000002,1.367,2.220446049250313e-16,0.064,0.065,0.06459999999999999,0.065,0.0004898979485566361,12,2,1536,8960,151936,True,3328,1
0.066,0.068,0.06661904761904763,0.067,0.000575383141599742,0.083,0.084,0.08305,0.083,0.00021794494717703385,0.373,0.373,0.37300000000000005,0.373,5.551115123125783e-17,0.055,0.056,0.05575,0.056,0.00043301270189221973,0.247,0.248,0.2476,0.248,0.000489897948556636,0.083,0.084,0.08370000000000001,0.084,0.0004582575694955844,2.81,2.835,2.82025,2.818,0.006259992012774453,0.376,0.377,0.3764,0.376,0.0004898979485566361,1.367,1.368,1.3672999999999997,1.367,0.00045825756949563533,0.064,0.065,0.06435000000000002,0.064,0.0004769696007084733,12,2,1536,8960,151936,True,3296,1
0.065,0.066,0.06576190476190479,0.066,0.0004259177099999603,0.083,0.083,0.08299999999999999,0.083,1.3877787807814457e-17,0.372,0.373,0.3726,0.373,0.0004898979485566361,0.054,0.055,0.054900000000000004,0.055,0.0003000000000000003,0.247,0.248,0.24780000000000002,0.248,0.00040000000000000034,0.083,0.083,0.08299999999999999,0.083,1.3877787807814457e-17,2.81,2.831,2.8165500000000003,2.8165,0.005417333292312677,0.372,0.373,0.37275,0.373,0.0004330127018922198,1.366,1.368,1.3668500000000001,1.367,0.0004769696007084471,0.063,0.064,0.0634,0.063,0.000489897948556636,12,2,1536,8960,151936,True,3264,1
0.063,0.066,0.0649047619047619,0.065,0.0006098213559459862,0.082,0.083,0.08235,0.082,0.0004769696007084732,0.372,0.373,0.37215,0.372,0.00035707142142714284,0.054,0.055,0.05405000000000001,0.054,0.00021794494717703385,0.247,0.248,0.24755000000000002,0.248,0.0004974937185533105,0.082,0.083,0.08205000000000001,0.082,0.00021794494717703385,2.805,2.821,2.8123,2.8120000000000003,0.00401372644807788,0.369,0.37,0.3691999999999999,0.369,0.0004000000000000004,1.366,1.366,1.366,1.366,0.0,0.062,0.064,0.06265000000000001,0.063,0.0005722761571129803,12,2,1536,8960,151936,True,3232,1
0.064,0.065,0.06471428571428571,0.065,0.00045175395145262605,0.081,0.082,0.08109999999999999,0.081,0.00030000000000000024,0.372,0.373,0.37215,0.372,0.0003570714214271428,0.053,0.053,0.053000000000000005,0.053,6.938893903907228e-18,0.247,0.247,0.24699999999999997,0.247,2.7755575615628914e-17,0.081,0.082,0.08109999999999999,0.081,0.00030000000000000024,2.693,2.739,2.7108499999999998,2.711,0.011069214064241361,0.366,0.367,0.3660499999999999,0.366,0.00021794494717703385,1.366,1.366,1.366,1.366,0.0,0.062,0.063,0.0623,0.062,0.0004582575694955844,12,2,1536,8960,151936,True,3200,1
0.063,0.065,0.06423809523809525,0.064,0.000525969572247013,0.081,0.081,0.08099999999999999,0.081,1.3877787807814457e-17,0.372,0.373,0.37270000000000003,0.373,0.0004582575694955844,0.052000000000000005,0.053,0.052600000000000015,0.053,0.0004898979485566326,0.247,0.248,0.24785000000000004,0.248,0.0003570714214271428,0.08,0.081,0.08095,0.081,0.00021794494717703385,2.686,2.705,2.6963999999999997,2.695,0.005132250968142576,0.362,0.363,0.36219999999999997,0.362,0.00040000000000000034,1.366,1.367,1.36605,1.366,0.00021794494717700965,0.061,0.063,0.0616,0.0615,0.0006633249580710807,12,2,1536,8960,151936,True,3168,1
0.062,0.064,0.0628095238095238,0.063,0.0005870870479018078,0.079,0.08,0.07960000000000002,0.08,0.000489897948556636,0.371,0.372,0.37175,0.372,0.0004330127018922197,0.051000000000000004,0.052000000000000005,0.05185000000000001,0.052000000000000005,0.0003570714214271428,0.247,0.247,0.24699999999999997,0.247,2.7755575615628914e-17,0.079,0.08,0.07985000000000002,0.08,0.00035707142142714284,2.6790000000000003,2.701,2.6924,2.692,0.005978294071054013,0.358,0.359,0.35839999999999994,0.358,0.000489897948556636,1.364,1.365,1.36485,1.365,0.0003570714214271032,0.06,0.062,0.061149999999999996,0.061,0.0004769696007084733,12,2,1536,8960,151936,True,3136,1
0.061,0.063,0.062238095238095245,0.062,0.000525969572247013,0.079,0.079,0.07899999999999999,0.079,1.3877787807814457e-17,0.372,0.372,0.372,0.372,0.0,0.051000000000000004,0.051000000000000004,0.05100000000000001,0.051000000000000004,6.938893903907228e-18,0.247,0.247,0.24699999999999997,0.247,2.7755575615628914e-17,0.079,0.08,0.07944999999999999,0.079,0.0004974937185533104,2.689,2.72,2.7002,2.698,0.007839642849007874,0.355,0.356,0.3551500000000001,0.355,0.0003570714214271428,1.364,1.365,1.3649499999999997,1.365,0.0002179449471770097,0.06,0.061,0.06035,0.06,0.00047696960070847314,12,2,1536,8960,151936,True,3104,1
0.061,0.063,0.06190476190476192,0.062,0.00042591770999996035,0.078,0.079,0.07825,0.078,0.00043301270189221973,0.371,0.373,0.37239999999999995,0.3725,0.0006633249580710806,0.05,0.051000000000000004,0.05045000000000001,0.05,0.0004974937185533104,0.247,0.248,0.24724999999999997,0.247,0.0004330127018922198,0.078,0.079,0.07874999999999999,0.079,0.0004330127018922197,2.57,2.588,2.58005,2.579,0.005093868863643868,0.35100000000000003,0.352,0.3516500000000001,0.352,0.0004769696007084468,1.365,1.367,1.3663,1.366,0.0005567764362829668,0.059000000000000004,0.061,0.0596,0.0595,0.0006633249580710774,12,2,1536,8960,151936,True,3072,1
0.061,0.063,0.06214285714285714,0.062,0.0004665694748158439,0.077,0.077,0.07699999999999999,0.077,1.3877787807814457e-17,0.372,0.374,0.37290000000000006,0.373,0.00043588989435406776,0.049,0.05,0.04995000000000001,0.05,0.00021794494717703385,0.247,0.247,0.24699999999999997,0.247,2.7755575615628914e-17,0.077,0.078,0.0777,0.078,0.0004582575694955844,2.563,2.585,2.57845,2.58,0.005398842468529724,0.34800000000000003,0.34900000000000003,0.34809999999999997,0.34800000000000003,0.0003000000000000003,1.367,1.367,1.3670000000000002,1.367,2.220446049250313e-16,0.059000000000000004,0.06,0.05924999999999999,0.059000000000000004,0.0004330127018922167,12,2,1536,8960,151936,True,3040,1
0.06,0.062,0.06104761904761904,0.061,0.0004856209060564561,0.076,0.077,0.07694999999999999,0.077,0.00021794494717703385,0.372,0.373,0.37265000000000004,0.373,0.00047696960070847325,0.049,0.049,0.04900000000000001,0.049,6.938893903907228e-18,0.247,0.248,0.2474,0.247,0.0004898979485566361,0.076,0.077,0.0769,0.077,0.00030000000000000024,2.566,2.583,2.5749000000000004,2.5755,0.0050980388386124035,0.34400000000000003,0.34500000000000003,0.34445000000000003,0.34400000000000003,0.0004974937185533104,1.365,1.366,1.3651999999999997,1.365,0.00040000000000004474,0.058,0.059000000000000004,0.05865,0.059000000000000004,0.00047696960070847314,12,2,1536,8960,151936,True,3008,1
0.059000000000000004,0.062,0.060190476190476204,0.06,0.000587087047901807,0.075,0.076,0.07555,0.076,0.0004974937185533104,0.372,0.373,0.3724,0.372,0.0004898979485566361,0.048,0.049,0.04830000000000001,0.048,0.0004582575694955844,0.247,0.247,0.24699999999999997,0.247,2.7755575615628914e-17,0.075,0.076,0.07595,0.076,0.00021794494717703385,2.561,2.571,2.56555,2.565,0.0029236107812087653,0.34,0.342,0.34095000000000003,0.341,0.00038405728739343076,1.365,1.366,1.3651499999999999,1.365,0.00035707142142718247,0.057,0.058,0.05790000000000001,0.058,0.0003000000000000003,12,2,1536,8960,151936,True,2976,1
0.059000000000000004,0.06,0.05971428571428573,0.06,0.00045175395145262285,0.075,0.076,0.07504999999999999,0.075,0.00021794494717703385,0.372,0.373,0.37204999999999994,0.372,0.0002179449471770339,0.047,0.048,0.047700000000000006,0.048,0.00045825756949558437,0.247,0.247,0.24699999999999997,0.247,2.7755575615628914e-17,0.075,0.076,0.07504999999999999,0.075,0.00021794494717703385,2.544,2.573,2.556,2.556,0.007334848328356858,0.335,0.336,0.33515,0.335,0.00035707142142714284,1.365,1.366,1.3653,1.365,0.0004582575694956353,0.057,0.058,0.05725,0.057,0.00043301270189221973,12,2,1536,8960,151936,True,2944,1
