time_stats.emb.min,time_stats.emb.max,time_stats.emb.mean,time_stats.emb.median,time_stats.emb.std,time_stats.input_layernorm.min,time_stats.input_layernorm.max,time_stats.input_layernorm.mean,time_stats.input_layernorm.median,time_stats.input_layernorm.std,time_stats.attn_pre_proj.min,time_stats.attn_pre_proj.max,time_stats.attn_pre_proj.mean,time_stats.attn_pre_proj.median,time_stats.attn_pre_proj.std,time_stats.attn_rope.min,time_stats.attn_rope.max,time_stats.attn_rope.mean,time_stats.attn_rope.median,time_stats.attn_rope.std,time_stats.attn_post_proj.min,time_stats.attn_post_proj.max,time_stats.attn_post_proj.mean,time_stats.attn_post_proj.median,time_stats.attn_post_proj.std,time_stats.post_attention_layernorm.min,time_stats.post_attention_layernorm.max,time_stats.post_attention_layernorm.mean,time_stats.post_attention_layernorm.median,time_stats.post_attention_layernorm.std,time_stats.mlp_up_proj.min,time_stats.mlp_up_proj.max,time_stats.mlp_up_proj.mean,time_stats.mlp_up_proj.median,time_stats.mlp_up_proj.std,time_stats.mlp_act.min,time_stats.mlp_act.max,time_stats.mlp_act.mean,time_stats.mlp_act.median,time_stats.mlp_act.std,time_stats.mlp_down_proj.min,time_stats.mlp_down_proj.max,time_stats.mlp_down_proj.mean,time_stats.mlp_down_proj.median,time_stats.mlp_down_proj.std,time_stats.add.min,time_stats.add.max,time_stats.add.mean,time_stats.add.median,time_stats.add.std,n_head,n_kv_head,n_embd,n_expanded_embd,vocab_size,use_gated_mlp,num_tokens,num_tensor_parallel_workers
0.04,0.041,0.04057142857142858,0.041,0.0004948716593053939,0.05,0.051000000000000004,0.050850000000000006,0.051000000000000004,0.00035707142142714284,0.234,0.23500000000000001,0.23425,0.234,0.00043301270189221973,0.031,0.032,0.031100000000000006,0.031,0.00030000000000000024,0.155,0.155,0.15499999999999997,0.155,2.7755575615628914e-17,0.05,0.051000000000000004,0.05050000000000001,0.0505,0.0005000000000000006,1.746,1.748,1.7470500000000002,1.747,0.00038405728739341846,0.222,0.222,0.22200000000000003,0.222,2.7755575615628914e-17,0.851,0.852,0.85145,0.851,0.0004974937185533104,0.034,0.036000000000000004,0.035100000000000006,0.035,0.0004358898943540678,12,2,1536,8960,151936,True,1936,1
0.04,0.041,0.04042857142857144,0.04,0.0004948716593053938,0.05,0.05,0.05000000000000001,0.05,6.938893903907228e-18,0.19,0.19,0.19,0.19,0.0,0.03,0.031,0.030100000000000005,0.03,0.00030000000000000024,0.155,0.155,0.15499999999999997,0.155,2.7755575615628914e-17,0.049,0.05,0.04995000000000001,0.05,0.00021794494717703385,1.601,1.605,1.6032,1.604,0.0012083045973594639,0.221,0.222,0.22150000000000003,0.2215,0.0005000000000000004,0.85,0.851,0.8509499999999999,0.851,0.00021794494717703388,0.034,0.035,0.03420000000000001,0.034,0.0004000000000000003,12,2,1536,8960,151936,True,1920,1
0.038,0.04,0.03985714285714287,0.04,0.00046656947481584394,0.049,0.05,0.049650000000000014,0.05,0.0004769696007084732,0.189,0.19,0.18975,0.19,0.0004330127018922198,0.03,0.03,0.030000000000000006,0.03,6.938893903907228e-18,0.155,0.156,0.15554999999999997,0.156,0.0004974937185533104,0.049,0.05,0.04995000000000001,0.05,0.00021794494717703385,1.6,1.606,1.60305,1.6035,0.0023339880033967503,0.219,0.221,0.21985000000000002,0.22,0.00047696960070847325,0.85,0.851,0.8505500000000001,0.851,0.0004974937185533105,0.034,0.035,0.034100000000000005,0.034,0.00030000000000000024,12,2,1536,8960,151936,True,1904,1
0.039,0.041,0.03995238095238096,0.04,0.0003749527559053246,0.049,0.05,0.04940000000000001,0.049,0.0004898979485566361,0.189,0.19,0.18995,0.19,0.00021794494717703385,0.029,0.03,0.029950000000000004,0.03,0.0002179449471770331,0.155,0.156,0.15545,0.155,0.0004974937185533104,0.049,0.05,0.04945000000000001,0.049,0.0004974937185533104,1.601,1.604,1.6021,1.602,0.000830662386291815,0.218,0.218,0.21800000000000003,0.218,2.7755575615628914e-17,0.851,0.851,0.8509999999999998,0.851,2.220446049250313e-16,0.033,0.035,0.033900000000000007,0.034,0.0005385164807134509,12,2,1536,8960,151936,True,1888,1
0.038,0.04,0.039666666666666676,0.04,0.0005634361698190116,0.049,0.049,0.04900000000000001,0.049,6.938893903907228e-18,0.189,0.19,0.18955,0.19,0.0004974937185533104,0.029,0.03,0.029200000000000004,0.029,0.00039999999999999893,0.155,0.155,0.15499999999999997,0.155,2.7755575615628914e-17,0.049,0.049,0.04900000000000001,0.049,6.938893903907228e-18,1.599,1.602,1.6005000000000003,1.6005,0.0006708203932499127,0.216,0.217,0.21610000000000001,0.216,0.00030000000000000024,0.85,0.851,0.8507999999999999,0.851,0.00040000000000000034,0.033,0.034,0.033350000000000005,0.033,0.0004769696007084732,12,2,1536,8960,151936,True,1872,1
0.038,0.04,0.03895238095238096,0.039,0.0003749527559053247,0.048,0.049,0.04860000000000001,0.049,0.000489897948556636,0.189,0.19,0.1898,0.19,0.0004000000000000003,0.029,0.029,0.029000000000000005,0.029,3.469446951953614e-18,0.155,0.156,0.15509999999999996,0.155,0.0003000000000000003,0.048,0.049,0.04850000000000001,0.0485,0.0005000000000000004,1.6,1.603,1.60165,1.602,0.0007262919523167123,0.214,0.215,0.21405000000000002,0.214,0.00021794494717703385,0.851,0.851,0.8509999999999998,0.851,2.220446049250313e-16,0.032,0.034,0.03300000000000001,0.033,0.00044721359549995833,12,2,1536,8960,151936,True,1856,1
0.037,0.039,0.038333333333333344,0.038,0.0005634361698190115,0.047,0.048,0.047950000000000007,0.048,0.00021794494717703385,0.189,0.19,0.18905,0.189,0.00021794494717703385,0.029,0.029,0.029000000000000005,0.029,3.469446951953614e-18,0.155,0.156,0.15595000000000003,0.156,0.00021794494717703388,0.048,0.048,0.04800000000000001,0.048,6.938893903907228e-18,1.597,1.6,1.5989,1.599,0.000830662386291815,0.212,0.213,0.21234999999999998,0.212,0.0004769696007084732,0.85,0.851,0.8501000000000001,0.85,0.0003000000000000003,0.032,0.033,0.032650000000000005,0.033,0.00047696960070847325,12,2,1536,8960,151936,True,1840,1
0.038,0.039,0.03861904761904763,0.039,0.00048562090605645613,0.047,0.048,0.04760000000000001,0.048,0.000489897948556636,0.189,0.189,0.189,0.189,0.0,0.029,0.029,0.029000000000000005,0.029,3.469446951953614e-18,0.155,0.156,0.1559,0.156,0.00030000000000000024,0.048,0.048,0.04800000000000001,0.048,6.938893903907228e-18,1.597,1.6,1.5983999999999998,1.598,0.000734846922834942,0.21,0.211,0.21070000000000003,0.211,0.0004582575694955845,0.85,0.851,0.8500500000000001,0.85,0.00021794494717703388,0.032,0.033,0.032400000000000005,0.032,0.000489897948556636,12,2,1536,8960,151936,True,1824,1
0.037,0.039,0.03804761904761905,0.038,0.0004856209060564562,0.047,0.048,0.04765000000000001,0.048,0.00047696960070847325,0.189,0.189,0.189,0.189,0.0,0.029,0.029,0.029000000000000005,0.029,3.469446951953614e-18,0.155,0.156,0.15504999999999997,0.155,0.00021794494717703388,0.047,0.048,0.04735000000000001,0.047,0.0004769696007084732,1.599,1.602,1.60065,1.601,0.0009630680142129242,0.20800000000000002,0.209,0.20884999999999998,0.209,0.00035707142142713287,0.851,0.852,0.8510999999999997,0.851,0.00030000000000000024,0.032,0.033,0.032100000000000004,0.032,0.00030000000000000024,12,2,1536,8960,151936,True,1808,1
0.037,0.038,0.03785714285714287,0.038,0.00034992710611188283,0.047,0.048,0.04710000000000001,0.047,0.0003000000000000003,0.189,0.19,0.18905,0.189,0.00021794494717703385,0.028,0.029,0.028350000000000004,0.028,0.00047696960070847314,0.154,0.156,0.15489999999999995,0.155,0.0004358898943540677,0.047,0.047,0.04700000000000001,0.047,6.938893903907228e-18,1.597,1.601,1.5987500000000001,1.599,0.0009420721840708321,0.20700000000000002,0.20700000000000002,0.207,0.20700000000000002,2.7755575615628914e-17,0.851,0.851,0.8509999999999998,0.851,2.220446049250313e-16,0.031,0.032,0.031700000000000006,0.032,0.0004582575694955844,12,2,1536,8960,151936,True,1792,1
0.037,0.038,0.03771428571428572,0.038,0.00045175395145262605,0.046,0.047,0.04665000000000001,0.047,0.0004769696007084732,0.188,0.189,0.18885000000000002,0.189,0.00035707142142714284,0.028,0.029,0.028200000000000003,0.028,0.00040000000000000034,0.155,0.155,0.15499999999999997,0.155,2.7755575615628914e-17,0.046,0.047,0.04680000000000001,0.047,0.00040000000000000034,1.595,1.602,1.5988,1.5990000000000002,0.0025416530054277646,0.20400000000000001,0.20600000000000002,0.20505,0.20500000000000002,0.00038405728739343076,0.85,0.851,0.8507499999999999,0.851,0.0004330127018922197,0.031,0.032,0.031200000000000006,0.031,0.0004000000000000003,12,2,1536,8960,151936,True,1776,1
0.037,0.039,0.03771428571428572,0.038,0.0005471012044321938,0.046,0.046,0.046000000000000006,0.046,6.938893903907228e-18,0.189,0.189,0.189,0.189,0.0,0.028,0.029,0.028050000000000002,0.028,0.0002179449471770339,0.154,0.155,0.15469999999999998,0.155,0.0004582575694955844,0.046,0.046,0.046000000000000006,0.046,6.938893903907228e-18,1.5170000000000001,1.5190000000000001,1.5183499999999999,1.518,0.0005722761571130177,0.201,0.202,0.20105,0.201,0.00021794494717703385,0.85,0.851,0.8509499999999999,0.851,0.00021794494717703388,0.03,0.031,0.030350000000000005,0.03,0.0004769696007084732,12,2,1536,8960,151936,True,1760,1
0.036000000000000004,0.037,0.036857142857142866,0.037,0.00034992710611188044,0.045,0.046,0.04590000000000001,0.046,0.00030000000000000024,0.188,0.189,0.18875000000000003,0.189,0.0004330127018922197,0.027,0.028,0.0279,0.028,0.0003000000000000003,0.155,0.156,0.15504999999999997,0.155,0.00021794494717703388,0.045,0.046,0.04560000000000001,0.046,0.0004898979485566361,1.518,1.5190000000000001,1.51845,1.518,0.0004974937185533656,0.198,0.199,0.19895,0.199,0.00021794494717703385,0.85,0.851,0.8503999999999999,0.85,0.0004898979485566361,0.03,0.031,0.030200000000000005,0.03,0.0004000000000000003,12,2,1536,8960,151936,True,1744,1
0.036000000000000004,0.038,0.036857142857142866,0.037,0.0005593971487843185,0.045,0.046,0.04535000000000001,0.045,0.0004769696007084732,0.189,0.189,0.189,0.189,0.0,0.027,0.028,0.027800000000000002,0.028,0.0004000000000000004,0.155,0.155,0.15499999999999997,0.155,2.7755575615628914e-17,0.045,0.046,0.04505000000000001,0.045,0.00021794494717703385,1.5170000000000001,1.5190000000000001,1.5180500000000001,1.518,0.0004974937185533187,0.197,0.198,0.1978,0.198,0.0004000000000000003,0.85,0.851,0.8506,0.851,0.0004898979485566361,0.029,0.03,0.029950000000000004,0.03,0.0002179449471770331,12,2,1536,8960,151936,True,1728,1
0.036000000000000004,0.037,0.036285714285714296,0.036000000000000004,0.0004517539514526229,0.045,0.045,0.045000000000000005,0.045,6.938893903907228e-18,0.188,0.189,0.18815,0.188,0.0003570714214271428,0.027,0.028,0.02755,0.028,0.0004974937185533105,0.155,0.156,0.15595000000000003,0.156,0.00021794494717703388,0.045,0.046,0.04510000000000001,0.045,0.0003000000000000003,1.516,1.518,1.51665,1.5170000000000001,0.0006538348415311284,0.195,0.196,0.19539999999999996,0.195,0.000489897948556636,0.85,0.85,0.85,0.85,0.0,0.029,0.031,0.029550000000000003,0.0295,0.0005894913061275786,12,2,1536,8960,151936,True,1712,1
0.035,0.037,0.036095238095238104,0.036000000000000004,0.0004259177099999582,0.044,0.045,0.04460000000000001,0.045,0.000489897948556636,0.188,0.189,0.18835000000000005,0.188,0.0004769696007084733,0.027,0.028,0.02715,0.027,0.0003570714214271428,0.155,0.156,0.15595000000000003,0.156,0.00021794494717703388,0.044,0.045,0.04485000000000001,0.045,0.00035707142142714284,1.516,1.5170000000000001,1.5164,1.516,0.0004898979485566904,0.193,0.194,0.19365,0.194,0.00047696960070847325,0.85,0.85,0.85,0.85,0.0,0.028,0.03,0.029050000000000003,0.029,0.0003840572873934299,12,2,1536,8960,151936,True,1696,1
0.034,0.036000000000000004,0.03504761904761906,0.035,0.00037495275590532473,0.044,0.044,0.044000000000000004,0.044,6.938893903907228e-18,0.188,0.189,0.18860000000000002,0.189,0.000489897948556636,0.027,0.027,0.027000000000000003,0.027,3.469446951953614e-18,0.155,0.155,0.15499999999999997,0.155,2.7755575615628914e-17,0.044,0.044,0.044000000000000004,0.044,6.938893903907228e-18,1.5170000000000001,1.518,1.5175000000000003,1.5175,0.0004999999999999449,0.191,0.192,0.19180000000000003,0.192,0.00040000000000000034,0.851,0.851,0.8509999999999998,0.851,2.220446049250313e-16,0.028,0.03,0.028850000000000004,0.029,0.00047696960070847287,12,2,1536,8960,151936,True,1680,1
0.035,0.036000000000000004,0.03533333333333334,0.035,0.0004714045207910321,0.043000000000000003,0.044,0.0437,0.044,0.0004582575694955813,0.246,0.246,0.24600000000000008,0.246,8.326672684688674e-17,0.025,0.026000000000000002,0.025550000000000007,0.026000000000000002,0.0004974937185533105,0.122,0.124,0.12305000000000002,0.123,0.0003840572873934307,0.044,0.044,0.044000000000000004,0.044,6.938893903907228e-18,1.5190000000000001,1.52,1.5196,1.52,0.0004898979485565816,0.189,0.19,0.1899,0.19,0.00030000000000000024,0.683,0.685,0.68415,0.684,0.0007262919523166982,0.029,0.031,0.029700000000000004,0.03,0.0005567764362830012,12,2,1536,8960,151936,True,1664,1
0.034,0.036000000000000004,0.035523809523809534,0.036000000000000004,0.0005870870479018079,0.043000000000000003,0.044,0.04360000000000001,0.044,0.0004898979485566326,0.246,0.247,0.2463000000000001,0.246,0.0004582575694955844,0.025,0.026000000000000002,0.025600000000000005,0.026000000000000002,0.0004898979485566361,0.122,0.123,0.12295000000000003,0.123,0.00021794494717703388,0.043000000000000003,0.044,0.043250000000000004,0.043000000000000003,0.00043301270189221675,1.5170000000000001,1.5190000000000001,1.5177999999999998,1.518,0.0006782329983125111,0.188,0.189,0.18860000000000002,0.189,0.000489897948556636,0.683,0.685,0.6837,0.684,0.0006403124237432854,0.029,0.03,0.029400000000000003,0.029,0.0004898979485566344,12,2,1536,8960,151936,True,1648,1
0.034,0.035,0.03480952380952382,0.035,0.00039267672624930137,0.043000000000000003,0.043000000000000003,0.04300000000000001,0.043000000000000003,6.938893903907228e-18,0.246,0.246,0.24600000000000008,0.246,8.326672684688674e-17,0.025,0.025,0.025000000000000005,0.025,3.469446951953614e-18,0.123,0.124,0.12305000000000002,0.123,0.00021794494717703385,0.043000000000000003,0.044,0.043100000000000006,0.043000000000000003,0.0002999999999999982,1.5170000000000001,1.518,1.5179,1.518,0.0002999999999999669,0.187,0.188,0.18704999999999997,0.187,0.00021794494717703388,0.683,0.684,0.6837,0.684,0.0004582575694955844,0.028,0.031,0.029100000000000004,0.029,0.00053851648071345,12,2,1536,8960,151936,True,1632,1
0.034,0.035,0.034857142857142864,0.035,0.00034992710611188294,0.042,0.043000000000000003,0.04265000000000001,0.043000000000000003,0.0004769696007084733,0.247,0.247,0.24699999999999997,0.247,2.7755575615628914e-17,0.024,0.025,0.024750000000000005,0.025,0.0004330127018922198,0.14200000000000002,0.14200000000000002,0.142,0.14200000000000002,2.7755575615628914e-17,0.042,0.043000000000000003,0.04290000000000001,0.043000000000000003,0.0003000000000000003,1.5170000000000001,1.518,1.5178,1.518,0.00039999999999995595,0.185,0.186,0.18514999999999998,0.185,0.00035707142142714284,0.769,0.769,0.769,0.769,0.0,0.026000000000000002,0.027,0.026050000000000007,0.026000000000000002,0.00021794494717703312,12,2,1536,8960,151936,True,1616,1
0.034,0.035,0.03476190476190477,0.035,0.0004259177099999603,0.042,0.042,0.04200000000000001,0.042,6.938893903907228e-18,0.247,0.248,0.24705,0.247,0.00021794494717703385,0.024,0.025,0.024050000000000005,0.024,0.00021794494717703388,0.14200000000000002,0.14200000000000002,0.142,0.14200000000000002,2.7755575615628914e-17,0.041,0.042,0.04195000000000001,0.042,0.00021794494717703385,1.372,1.377,1.3747,1.375,0.0011445523142259491,0.184,0.184,0.18400000000000002,0.184,2.7755575615628914e-17,0.769,0.769,0.769,0.769,0.0,0.025,0.026000000000000002,0.025400000000000006,0.025,0.000489897948556636,12,2,1536,8960,151936,True,1600,1
0.033,0.034,0.03352380952380953,0.034,0.0004994327848429298,0.042,0.042,0.04200000000000001,0.042,6.938893903907228e-18,0.246,0.247,0.24695,0.247,0.00021794494717703385,0.024,0.024,0.024000000000000004,0.024,3.469446951953614e-18,0.14100000000000001,0.14200000000000002,0.14135,0.14100000000000001,0.0004769696007084732,0.041,0.042,0.04155000000000001,0.042,0.0004974937185533104,1.37,1.3780000000000001,1.3733,1.373,0.0021702534414210716,0.181,0.182,0.18195,0.182,0.00021794494717703385,0.768,0.769,0.7689,0.769,0.00030000000000000024,0.025,0.026000000000000002,0.025250000000000005,0.025,0.00043301270189221973,12,2,1536,8960,151936,True,1584,1
0.032,0.034,0.03357142857142858,0.034,0.0005832118435198048,0.041,0.042,0.04105000000000001,0.041,0.00021794494717703385,0.247,0.248,0.24705,0.247,0.00021794494717703385,0.023,0.024,0.023750000000000004,0.024,0.00043301270189221973,0.14100000000000001,0.14200000000000002,0.14179999999999998,0.14200000000000002,0.00040000000000000034,0.041,0.042,0.04135000000000001,0.041,0.0004769696007084732,1.37,1.3760000000000001,1.37325,1.373,0.0017284386017443773,0.18,0.18,0.18000000000000002,0.18,2.7755575615628914e-17,0.768,0.769,0.76895,0.769,0.00021794494717703385,0.025,0.026000000000000002,0.025050000000000006,0.025,0.00021794494717703388,12,2,1536,8960,151936,True,1568,1
0.032,0.034,0.03376190476190477,0.034,0.000525969572247013,0.041,0.041,0.04100000000000001,0.041,6.938893903907228e-18,0.247,0.247,0.24699999999999997,0.247,2.7755575615628914e-17,0.023,0.024,0.023050000000000005,0.023,0.00021794494717703388,0.14200000000000002,0.14300000000000002,0.14204999999999998,0.14200000000000002,0.00021794494717703388,0.041,0.041,0.04100000000000001,0.041,6.938893903907228e-18,1.372,1.377,1.3734500000000003,1.373,0.0016874537030685923,0.178,0.179,0.17869999999999997,0.179,0.0004582575694955844,0.769,0.769,0.769,0.769,0.0,0.025,0.025,0.025000000000000005,0.025,3.469446951953614e-18,12,2,1536,8960,151936,True,1552,1
0.032,0.034,0.0330952380952381,0.033,0.0004259177099999603,0.04,0.041,0.04075000000000001,0.041,0.0004330127018922197,0.246,0.246,0.24600000000000008,0.246,8.326672684688674e-17,0.023,0.023,0.023000000000000003,0.023,3.469446951953614e-18,0.122,0.122,0.12199999999999997,0.122,2.7755575615628914e-17,0.04,0.041,0.040900000000000006,0.041,0.0003000000000000003,1.371,1.375,1.3731,1.373,0.0012609520212918273,0.176,0.177,0.17625000000000002,0.176,0.0004330127018922197,0.683,0.684,0.6838499999999998,0.684,0.0003570714214271428,0.026000000000000002,0.027,0.026800000000000008,0.027,0.00039999999999999893,12,2,1536,8960,151936,True,1536,1
0.031,0.033,0.032142857142857154,0.032,0.0004665694748158439,0.04,0.04,0.04000000000000001,0.04,6.938893903907228e-18,0.246,0.246,0.24600000000000008,0.246,8.326672684688674e-17,0.022,0.023,0.022700000000000005,0.023,0.0004582575694955844,0.122,0.122,0.12199999999999997,0.122,2.7755575615628914e-17,0.039,0.04,0.039900000000000005,0.04,0.0003000000000000003,1.37,1.373,1.3708,1.371,0.0007483314773547563,0.17400000000000002,0.17500000000000002,0.1742,0.17400000000000002,0.00040000000000000034,0.683,0.685,0.6839000000000001,0.684,0.0005385164807134509,0.025,0.027,0.026050000000000007,0.026000000000000002,0.0004974937185533094,12,2,1536,8960,151936,True,1520,1
0.032,0.033,0.03276190476190477,0.033,0.0004259177099999603,0.039,0.04,0.03960000000000001,0.04,0.000489897948556636,0.245,0.246,0.24595000000000003,0.246,0.00021794494717703388,0.022,0.023,0.022400000000000003,0.022,0.000489897948556636,0.122,0.122,0.12199999999999997,0.122,2.7755575615628914e-17,0.039,0.04,0.039200000000000006,0.039,0.0004000000000000003,1.369,1.373,1.3703,1.37,0.0009539392014169372,0.17200000000000001,0.17300000000000001,0.17210000000000003,0.17200000000000001,0.00030000000000000024,0.683,0.684,0.6831499999999999,0.683,0.0003570714214271428,0.025,0.026000000000000002,0.025650000000000006,0.026000000000000002,0.0004769696007084733,12,2,1536,8960,151936,True,1504,1
0.031,0.033,0.0320952380952381,0.032,0.000525969572247013,0.039,0.04,0.03955000000000001,0.04,0.0004974937185533104,0.245,0.246,0.24595000000000003,0.246,0.00021794494717703388,0.022,0.023,0.022400000000000003,0.022,0.000489897948556636,0.122,0.122,0.12199999999999997,0.122,2.7755575615628914e-17,0.039,0.039,0.03900000000000001,0.039,6.938893903907228e-18,1.369,1.372,1.36985,1.37,0.0007921489758877693,0.17,0.171,0.17039999999999997,0.17,0.0004898979485566361,0.683,0.683,0.683,0.683,0.0,0.025,0.026000000000000002,0.025600000000000005,0.026000000000000002,0.0004898979485566361,12,2,1536,8960,151936,True,1488,1
0.03,0.032,0.03157142857142858,0.032,0.0005832118435198048,0.039,0.039,0.03900000000000001,0.039,6.938893903907228e-18,0.246,0.247,0.24610000000000004,0.246,0.00030000000000000024,0.022,0.022,0.022000000000000002,0.022,3.469446951953614e-18,0.122,0.122,0.12199999999999997,0.122,2.7755575615628914e-17,0.039,0.039,0.03900000000000001,0.039,6.938893903907228e-18,1.369,1.37,1.3694000000000002,1.369,0.0004898979485566904,0.169,0.17,0.1691,0.169,0.00030000000000000024,0.683,0.684,0.6834999999999999,0.6835,0.0005000000000000004,0.024,0.025,0.024750000000000005,0.025,0.00043301270189221973,12,2,1536,8960,151936,True,1472,1
0.03,0.032,0.03142857142857144,0.031,0.0005832118435198048,0.038,0.039,0.03805000000000001,0.038,0.00021794494717703385,0.156,0.156,0.15600000000000003,0.156,2.7755575615628914e-17,0.02,0.02,0.020000000000000004,0.02,3.469446951953614e-18,0.14100000000000001,0.14200000000000002,0.14125000000000001,0.14100000000000001,0.0004330127018922198,0.039,0.039,0.03900000000000001,0.039,6.938893903907228e-18,1.367,1.369,1.3674000000000002,1.367,0.0005830951894845648,0.167,0.168,0.16745000000000002,0.167,0.0004974937185533104,0.768,0.768,0.7680000000000001,0.768,1.1102230246251565e-16,0.022,0.023,0.022800000000000004,0.023,0.0004000000000000003,12,2,1536,8960,151936,True,1456,1
0.03,0.032,0.03133333333333334,0.031,0.0005634361698190116,0.037,0.037,0.037000000000000005,0.037,6.938893903907228e-18,0.156,0.157,0.15605000000000002,0.156,0.00021794494717703385,0.021,0.021,0.021000000000000005,0.021,3.469446951953614e-18,0.14100000000000001,0.14300000000000002,0.14145,0.14100000000000001,0.0005894913061275802,0.038,0.038,0.038000000000000006,0.038,6.938893903907228e-18,1.22,1.224,1.22215,1.222,0.0012359207094308194,0.166,0.167,0.1667,0.167,0.0004582575694955844,0.768,0.769,0.7681000000000001,0.768,0.0003000000000000003,0.022,0.022,0.022000000000000002,0.022,3.469446951953614e-18,12,2,1536,8960,151936,True,1440,1
0.029,0.031,0.030476190476190483,0.031,0.0005870870479018073,0.037,0.037,0.037000000000000005,0.037,6.938893903907228e-18,0.155,0.156,0.15565,0.156,0.0004769696007084732,0.02,0.021,0.020650000000000005,0.021,0.0004769696007084733,0.14200000000000002,0.14300000000000002,0.14204999999999998,0.14200000000000002,0.00021794494717703388,0.037,0.038,0.037950000000000005,0.038,0.00021794494717703385,1.221,1.225,1.2234500000000001,1.224,0.0008645808232895038,0.164,0.165,0.1647,0.165,0.0004582575694955844,0.768,0.769,0.7683500000000001,0.768,0.0004769696007084733,0.021,0.022,0.021950000000000004,0.022,0.0002179449471770331,12,2,1536,8960,151936,True,1424,1
0.028,0.031,0.030190476190476195,0.03,0.0006632565846278152,0.037,0.037,0.037000000000000005,0.037,6.938893903907228e-18,0.155,0.156,0.15509999999999996,0.155,0.00030000000000000024,0.019,0.02,0.019950000000000002,0.02,0.00021794494717703385,0.14100000000000001,0.14300000000000002,0.142,0.14200000000000002,0.0003162277660168382,0.037,0.038,0.03765,0.038,0.0004769696007084733,1.22,1.223,1.2220499999999999,1.222,0.001071214264281462,0.162,0.163,0.16274999999999998,0.163,0.0004330127018922197,0.768,0.769,0.7682,0.768,0.00040000000000000034,0.021,0.022,0.021450000000000004,0.021,0.0004974937185533087,12,2,1536,8960,151936,True,1408,1
0.029,0.031,0.030666666666666672,0.031,0.0005634361698190111,0.037,0.037,0.037000000000000005,0.037,6.938893903907228e-18,0.155,0.156,0.15519999999999995,0.155,0.0004000000000000004,0.019,0.02,0.019900000000000004,0.02,0.0003000000000000003,0.14100000000000001,0.14300000000000002,0.1419,0.14200000000000002,0.00043588989435406776,0.037,0.038,0.03730000000000001,0.037,0.0004582575694955844,1.219,1.221,1.2204,1.22,0.0005830951894845686,0.161,0.162,0.16105,0.161,0.00021794494717703385,0.768,0.768,0.7680000000000001,0.768,1.1102230246251565e-16,0.021,0.021,0.021000000000000005,0.021,3.469446951953614e-18,12,2,1536,8960,151936,True,1392,1
0.028,0.03,0.029761904761904767,0.03,0.0005259695722470116,0.036000000000000004,0.037,0.03605000000000001,0.036000000000000004,0.00021794494717703236,0.155,0.156,0.15504999999999997,0.155,0.00021794494717703388,0.019,0.02,0.019350000000000003,0.019,0.00047696960070847314,0.14100000000000001,0.14200000000000002,0.14125000000000001,0.14100000000000001,0.00043301270189221973,0.037,0.037,0.037000000000000005,0.037,6.938893903907228e-18,1.219,1.221,1.2195500000000004,1.2195,0.0005894913061275422,0.159,0.16,0.15950000000000003,0.1595,0.0005000000000000006,0.768,0.768,0.7680000000000001,0.768,1.1102230246251565e-16,0.021,0.021,0.021000000000000005,0.021,3.469446951953614e-18,12,2,1536,8960,151936,True,1376,1
0.028,0.03,0.02971428571428572,0.03,0.0005471012044321923,0.035,0.035,0.03500000000000001,0.035,6.938893903907228e-18,0.155,0.156,0.15504999999999997,0.155,0.00021794494717703388,0.019,0.02,0.019050000000000004,0.019,0.00021794494717703388,0.14100000000000001,0.14200000000000002,0.14135000000000003,0.14100000000000001,0.00047696960070847325,0.036000000000000004,0.036000000000000004,0.03600000000000001,0.036000000000000004,6.938893903907228e-18,1.218,1.22,1.21895,1.219,0.0005894913061275864,0.157,0.158,0.15735,0.157,0.0004769696007084732,0.768,0.768,0.7680000000000001,0.768,1.1102230246251565e-16,0.02,0.021,0.020950000000000003,0.021,0.00021794494717703385,12,2,1536,8960,151936,True,1360,1
0.027,0.03,0.02933333333333334,0.029,0.0007126966450997975,0.035,0.036000000000000004,0.03505000000000001,0.035,0.00021794494717703385,0.14300000000000002,0.14300000000000002,0.14299999999999996,0.14300000000000002,5.551115123125783e-17,0.02,0.02,0.020000000000000004,0.02,3.469446951953614e-18,0.14100000000000001,0.14200000000000002,0.14120000000000002,0.14100000000000001,0.0004000000000000003,0.035,0.035,0.03500000000000001,0.035,6.938893903907228e-18,1.218,1.22,1.2192000000000003,1.219,0.0005099019513592484,0.155,0.156,0.15504999999999997,0.155,0.00021794494717703388,0.768,0.768,0.7680000000000001,0.768,1.1102230246251565e-16,0.02,0.02,0.020000000000000004,0.02,3.469446951953614e-18,12,2,1536,8960,151936,True,1344,1
0.027,0.03,0.02928571428571429,0.029,0.0006998542122237646,0.035,0.035,0.03500000000000001,0.035,6.938893903907228e-18,0.14200000000000002,0.14300000000000002,0.14209999999999998,0.14200000000000002,0.0003000000000000003,0.019,0.02,0.019900000000000004,0.02,0.0003000000000000003,0.14100000000000001,0.14200000000000002,0.14105,0.14100000000000001,0.00021794494717703385,0.034,0.035,0.03480000000000001,0.035,0.00040000000000000034,1.218,1.22,1.21835,1.218,0.000572276157113012,0.153,0.154,0.1533,0.153,0.0004582575694955844,0.768,0.768,0.7680000000000001,0.768,1.1102230246251565e-16,0.02,0.02,0.020000000000000004,0.02,3.469446951953614e-18,12,2,1536,8960,151936,True,1328,1
