Timestamp,Model,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,Max_Batch_Tokens,Max_Num_Seqs,Concurrency,QPS,Max_Tokens,Temperature,Top_P,Total_Gen_Avg,Total_Gen_P50,Total_Gen_P90,Total_Gen_P99,First_Token_Avg,First_Token_P50,First_Token_P90,First_Token_P99,Inter_Token_Avg,Inter_Token_P50,Inter_Token_P90,Inter_Token_P99,Throughput,Total_Requests,Total_Input_Tokens,Total_Output_Tokens
run_20250716_202024,meta-llama/Meta-Llama-3-8B,1,1,1,512,512,8,0.25,512,0.7,0.9,8932.700983683268,9003.909230232239,9219.326829910278,9280.104157924652,198.09526602427164,198.82512092590332,206.15081787109375,241.12393617630008,17.159191488431233,16.764402389526367,17.065763473510742,41.9574499130249,139.69093477225792,30,61342,15301
run_20250716_202246,meta-llama/Meta-Llama-3-8B,2,1,1,512,512,8,0.25,512,0.7,0.9,8999.227865537008,8715.32118320465,10227.966809272766,10382.225501537323,193.4073289235433,192.4753189086914,207.38799571990967,221.03402614593506,17.232515620625417,16.343355178833008,19.402503967285156,39.48722600936889,116.09027077127617,30,61342,15360
run_20250716_202528,meta-llama/Meta-Llama-3-8B,4,1,1,512,512,8,0.25,512,0.7,0.9,8896.847947438559,8814.232110977173,9704.147958755493,9902.56047964096,197.77773221333823,195.30367851257324,216.95315837860107,244.5033049583435,17.191828773583975,16.411781311035156,18.96836757659912,39.25405740737914,112.40573569611534,30,61342,15210
run_20250716_202816,meta-llama/Meta-Llama-3-8B,8,1,1,512,512,8,0.25,512,0.7,0.9,8922.517188390097,8933.045864105225,9085.087966918945,9454.661676883698,203.93942991892496,197.5996494293213,236.2046718597412,265.33498764038086,17.061787155509695,16.410112380981445,16.98904037475586,40.387642383575404,158.04534717918315,30,61342,15360
run_20250716_203030,meta-llama/Meta-Llama-3-8B,1,2,1,512,512,8,0.25,512,0.7,0.9,10283.876132965088,10451.224565505981,10586.334609985352,10624.584698677063,151.1194626490275,147.68290519714355,159.6489429473877,232.95001268386844,20.064855094003207,20.021796226501465,21.574091911315918,28.544902801513672,115.26910890779224,30,61342,15180
run_20250716_203315,meta-llama/Meta-Llama-3-8B,2,2,1,512,512,8,0.25,512,0.7,0.9,10492.720214525858,10576.565146446228,10879.923558235168,10923.476190567017,152.8956413269043,145.50507068634033,190.86425304412842,220.01318216323855,20.457336992715252,20.16162872314453,22.530031204223633,28.515543937683077,138.382833059127,30,61342,15197
run_20250716_203539,meta-llama/Meta-Llama-3-8B,4,2,1,512,512,8,0.25,512,0.7,0.9,10905.63931465149,10984.2209815979,11599.103498458862,11632.323114871979,162.8447691599528,148.88882637023926,218.87981891632083,251.29505157470706,21.023071053287833,20.308494567871094,23.069405555725098,31.48672342300414,152.61723479113564,30,61342,15360
run_20250716_203758,meta-llama/Meta-Llama-3-8B,1,4,1,512,512,8,0.25,512,0.7,0.9,11531.897807121277,12033.338069915771,12473.127388954163,12500.803182125092,128.69743506113687,123.35097789764404,138.92695903778076,233.67881536483773,22.503346145945056,22.198915481567383,26.059627532958984,28.940675258636475,100.9478214536865,30,61342,15232
run_20250716_204103,meta-llama/Meta-Llama-3-8B,2,4,1,512,512,8,0.25,512,0.7,0.9,11376.326243082682,11250.020027160645,12409.024715423584,12460.989043712616,140.483029683431,129.96387481689453,207.9538106918335,235.80738067626956,21.987940358400188,21.71003818511963,24.50704574584961,28.144121170043945,111.09370610019366,30,61342,15360
run_20250716_204358,meta-llama/Meta-Llama-3-8B,1,8,1,512,512,8,0.25,512,0.7,0.9,10537.253109614054,10654.013514518738,10706.31251335144,10735.394759178162,109.10317103068034,105.57472705841064,116.80529117584229,170.79691648483282,20.568334186335758,20.64967155456543,21.6524600982666,25.58443784713745,145.40433197799263,30,61342,15244
