Model,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,Max_Batch_Tokens,Max_Num_Seqs,Concurrency,QPS,Max_Tokens,Temperature,Top_P,Total_Gen_Avg,Total_Gen_P50,Total_Gen_P90,Total_Gen_P99,First_Token_Avg,First_Token_P50,First_Token_P90,First_Token_P99,Inter_Token_Avg,Inter_Token_P50,Inter_Token_P90,Inter_Token_P99,Schedule_Delay_Avg,Schedule_Delay_P50,Schedule_Delay_P90,Schedule_Delay_P99,E2E_Latency_Avg,E2E_Latency_P50,E2E_Latency_P90,E2E_Latency_P99,Throughput,Total_Requests,Total_Input_Tokens,Total_Output_Tokens
Qwen/Qwen2.5-7B,1,1,1,1.0,1.0,1.0,512.0,512.0,8.0,15.0,512.0,0.7,0.9,15805.44043223063,16415.27020931244,19682.754683494568,20239.997684955597,4946.47228717804,3981.5272092819214,11097.555875778198,12823.476498126984,21.287357794540068,23.857593536376953,25.185346603393555,29.970169067382812,3.9603567123413086,3.7038326263427734,4.71341609954834,8.068323135375975,15809.400788942972,16419.044971466064,19686.488342285156,20243.030643463135,2541.664537433012,150.0,458019.0,76667.0
Qwen/Qwen2.5-7B,1,2,1,1.0,2.0,1.0,512.0,512.0,8.0,15.0,512.0,0.7,0.9,13136.232050259909,13037.95850276947,16102.161049842834,17098.27400445938,3687.3225450515747,3450.1973390579224,6829.764795303345,8080.2775049209595,18.519520656778294,18.455028533935547,19.383883476257328,26.688575744628906,3.957416216532389,3.7012100219726562,5.194306373596191,8.154547214508053,13140.18946647644,13041.974425315857,16105.717015266418,17101.058475971222,2721.6268332713394,150.0,458019.0,76682.0
Qwen/Qwen2.5-7B,1,4,1,1.0,4.0,1.0,512.0,512.0,8.0,15.0,512.0,0.7,0.9,12840.640652974447,12843.82450580597,15740.399694442749,16320.087246894836,3819.9074761072793,3825.7185220718384,6733.746266365051,7570.457663536071,17.694182501438835,17.59481430053711,18.675804138183594,25.861339569091786,3.9478127161661782,3.699660301208496,4.98535633087158,8.049509525299069,12844.588465690613,12847.46503829956,15744.494485855103,16323.990411758423,2816.2346973749723,150.0,458019.0,76622.0
Qwen/Qwen2.5-7B,2,1,1,2.0,1.0,1.0,512.0,512.0,8.0,15.0,512.0,0.7,0.9,9760.542872746786,10082.895159721375,10544.320154190063,10708.412024974823,336.1868683497111,263.2181644439697,638.1265640258788,1012.8778004646292,18.51955250114659,17.82703399658203,23.79150390625,32.27066993713379,3.987600008646647,3.7425756454467773,4.81753349304199,8.179001808166504,9764.530472755432,10086.743950843811,10547.420334815979,10713.865022659302,3474.1939022869155,150.0,458019.0,76521.0
Qwen/Qwen2.5-7B,2,2,1,2.0,2.0,1.0,512.0,512.0,8.0,15.0,512.0,0.7,0.9,9769.58254814148,9780.26533126831,10037.138414382935,10202.860007286072,359.65914567311603,298.0663776397705,719.2484617233275,1028.1678533554073,18.978246725823396,17.797231674194336,21.990346908569332,32.62259483337403,3.988191286722819,3.734588623046875,5.019378662109375,8.8009476661682,9773.570739428202,9784.484028816223,10040.624690055847,10210.769219398499,3654.754170433546,150.0,458019.0,76726.0
Qwen/Qwen2.5-7B,2,4,1,2.0,4.0,1.0,512.0,512.0,8.0,15.0,512.0,0.7,0.9,9748.849550882975,9780.003666877747,10184.266662597656,10400.223889350891,354.27091757456463,296.2120771408081,647.5505590438842,942.0796823501581,18.871936771147453,17.59958267211914,23.041486740112305,33.6146354675293,4.4835249582926435,3.9141178131103516,6.480741500854491,10.932357311248726,9753.333075841269,9783.511281013489,10188.280653953552,10405.568106174469,3997.4048642399084,150.0,458019.0,76499.0
Qwen/Qwen2.5-7B,4,1,1,4.0,1.0,1.0,512.0,512.0,8.0,15.0,512.0,0.7,0.9,8738.922174771627,8825.59061050415,9626.894569396973,9785.167994499207,170.05423069000244,143.6178684234619,294.11420822143555,440.43524742126453,16.807629090539688,15.052556991577148,22.320032119750977,33.47420692443848,3.9561144510904946,3.616452217102051,5.177688598632812,8.303446769714354,8742.878289222717,8830.322623252869,9630.231428146362,9790.513463020325,4068.718428156563,150.0,458019.0,76623.0
Qwen/Qwen2.5-7B,4,2,1,4.0,2.0,1.0,512.0,512.0,8.0,15.0,512.0,0.7,0.9,9599.13864771525,9666.704416275024,10068.664813041687,10248.50836277008,178.83226871490479,149.32525157928467,284.57741737365717,406.4376497268674,18.924632656082036,17.159461975097656,23.246002197265877,32.82578945159912,3.8755067189534507,3.6104917526245117,4.832172393798828,8.11993598937988,9603.014154434204,9670.087456703186,10072.749662399292,10252.15631723404,4011.6523194968127,150.0,458019.0,76652.0
Qwen/Qwen2.5-7B,8,1,1,8.0,1.0,1.0,512.0,512.0,8.0,15.0,512.0,0.7,0.9,8715.049905776978,8923.162698745728,9447.257041931152,9526.41345500946,162.5382693608602,142.7990198135376,247.0379829406738,418.15213441848755,16.781032902518792,15.84482192993164,23.19796085357666,29.296398162841797,3.9468002319335938,3.6420822143554688,5.135130882263184,8.540952205657955,8718.996706008911,8926.530241966248,9450.71997642517,9530.804870128632,4115.142458494418,150.0,458019.0,76622.0
meta-llama/Meta-Llama-3-8B,1,1,1,1.0,1.0,1.0,512.0,512.0,8.0,15.0,512.0,0.7,0.9,15391.047814687094,16052.436113357544,16895.084714889526,17060.331563949585,2745.804362297058,1884.6125602722168,6718.1517124176025,8005.645122528075,25.133980085536777,25.21514892578125,32.35626220703125,33.34164619445801,2.9650290807088218,2.9779672622680664,3.4757137298583984,4.066448211669917,15394.012843767801,16055.139183998108,16897.43573665619,17063.33179473877,2745.669659819388,150.0,307344.0,75617.0
