Model,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,E2E_Avg,E2E_P50,E2E_P90,E2E_P99,Exec_Avg,Exec_P50,Exec_P90,Exec_P99
meta-llama/Meta-Llama-3-8B,1,1,1,1.0,1.0,1.0,7.46815834,7.4213819999999995,7.8646624,8.17480075,7.452689039999998,7.4149515,7.8556617,8.16907503
meta-llama/Meta-Llama-3-8B,1,8,1,1.0,8.0,1.0,4.169224566666667,4.155747,4.2738974,4.35742903,4.164007793333334,4.1521705,4.2681377,4.35575854
meta-llama/Meta-Llama-3-8B,2,1,1,2.0,1.0,1.0,7.182983846666666,7.17131,7.360386,7.49222689,7.176755166666665,7.1653595,7.3537344000000004,7.4855532
meta-llama/Meta-Llama-3-8B,4,1,1,4.0,1.0,1.0,7.03098984,6.9838325,7.1158938,7.22045156,7.027961453333334,6.972056,7.1090774,7.22045156
meta-llama/Meta-Llama-3-8B,8,1,1,8.0,1.0,1.0,6.947679019999999,6.943055,6.943055,7.08635621,6.947501113333333,6.943055,6.943055,7.08635621
