,time_stats.send_recv.min,time_stats.send_recv.max,time_stats.send_recv.mean,time_stats.send_recv.median,time_stats.send_recv.std,rank,num_workers,size,collective,devices_per_node,max_devices_per_node
0,0.007775999999999954,0.007969000000011875,0.00785100000000394,0.007807999999999993,8.445511629027163e-05,0,2,2048,send_recv,2,8
1,0.009152000000000044,0.009152000000000044,0.009152000000000044,0.009152000000000044,0.0,0,2,10240,send_recv,2,8
2,0.009631999999999835,0.009632000000000062,0.009631999999999948,0.009631999999999948,9.27766270538715e-17,0,2,18432,send_recv,2,8
3,0.009631999999999948,0.009663999999999987,0.009653333333333307,0.009663999999999987,1.5084944665331372e-05,0,2,26624,send_recv,2,8
4,0.009537000000000035,0.009567999999999985,0.009547333333333352,0.009537000000000035,1.4613540144498162e-05,0,2,34816,send_recv,2,8
5,0.009951999999999999,0.009951999999999999,0.009951999999999999,0.009951999999999999,0.0,0,2,43008,send_recv,2,8
6,0.009888000000000148,0.010111000000000104,0.00998366666666675,0.009951999999999999,9.375262959274776e-05,0,2,51200,send_recv,2,8
7,0.009919999999999846,0.010144000000000233,0.009994666666666716,0.009920000000000073,0.00010559461265732,0,2,59392,send_recv,2,8
8,0.009888000000000148,0.009985000000000127,0.009941666666666758,0.009951999999999999,4.026854300262081e-05,0,2,67584,send_recv,2,8
9,0.009951999999999999,0.009983999999999923,0.00996266666666664,0.009951999999999999,1.50849446652774e-05,0,2,75776,send_recv,2,8
10,0.010080000000000155,0.010112000000000081,0.010091000000000046,0.010080999999999904,1.4854853303459562e-05,0,2,83968,send_recv,2,8
11,0.010048000000000001,0.010079999999999928,0.010058999999999969,0.010048999999999978,1.485485330340857e-05,0,2,92160,send_recv,2,8
12,0.010080000000000155,0.010144000000000005,0.010112333333333405,0.010113000000000056,2.6132142829965008e-05,0,2,100352,send_recv,2,8
13,0.010079999999999928,0.010080000000000155,0.010080000000000004,0.010079999999999928,1.0712766063823098e-16,0,2,108544,send_recv,2,8
14,0.010174999999999955,0.010239999999999782,0.01019699999999989,0.010175999999999932,3.0408332191391942e-05,0,2,116736,send_recv,2,8
15,0.010144000000000005,0.010144000000000233,0.010144000000000082,0.010144000000000005,1.0712766063823098e-16,0,2,124928,send_recv,2,8
16,0.010175999999999932,0.01024000000000001,0.010197333333333367,0.010176000000000159,3.0169889330609177e-05,0,2,133120,send_recv,2,8
17,0.01024000000000001,0.010240999999999986,0.010240333333333336,0.01024000000000001,4.7140452078005454e-07,0,2,141312,send_recv,2,8
18,0.010271000000000186,0.010305000000000064,0.010282666666666728,0.010271999999999934,1.579732748142961e-05,0,2,149504,send_recv,2,8
19,0.010335999999999786,0.010367999999999938,0.01035733333333322,0.010367999999999938,1.5084944665384525e-05,0,2,157696,send_recv,2,8
20,0.010304999999999837,0.010367999999999938,0.010336333333333338,0.01033600000000024,2.5720722298520343e-05,0,2,165888,send_recv,2,8
21,0.010336000000000014,0.010400000000000091,0.010378666666666732,0.010400000000000091,3.0169889330662744e-05,0,2,174080,send_recv,2,8
22,0.010432000000000016,0.010623000000000047,0.010506333333333335,0.010463999999999942,8.352378237500233e-05,0,2,182272,send_recv,2,8
23,0.010719999999999801,0.010750999999999976,0.010730333333333267,0.010720000000000028,1.4613540144550907e-05,0,2,190464,send_recv,2,8
24,0.010719999999999801,0.01088000000000011,0.010826666666666597,0.010879999999999883,7.542472332665727e-05,0,2,198656,send_recv,2,8
25,0.010720000000000028,0.01075200000000018,0.010741333333333462,0.01075200000000018,1.5084944665384525e-05,0,2,206848,send_recv,2,8
26,0.010750000000000001,0.010751999999999953,0.010751333333333302,0.010751999999999953,9.428090415592914e-07,0,2,215040,send_recv,2,8
27,0.010720000000000028,0.010815999999999803,0.010773333333333314,0.010784000000000106,3.9911012125515494e-05,0,2,223232,send_recv,2,8
28,0.010720000000000028,0.010784000000000106,0.010762666666666747,0.010784000000000106,3.0169889330662744e-05,0,2,231424,send_recv,2,8
29,0.010912000000000035,0.010913000000000011,0.010912333333333359,0.010912000000000035,4.7140452078005454e-07,0,2,239616,send_recv,2,8
30,0.011104000000000043,0.011169000000000097,0.011125666666666728,0.011104000000000043,3.06412938514428e-05,0,2,247808,send_recv,2,8
31,0.011231999999999971,0.011391999999999939,0.011295999999999936,0.011263999999999897,6.91279007830135e-05,0,2,256000,send_recv,2,8
32,0.011136000000000194,0.011295999999999822,0.011199666666666719,0.011167000000000144,6.928363603477661e-05,0,2,264192,send_recv,2,8
33,0.011167999999999893,0.011231999999999971,0.011200000000000045,0.011200000000000272,2.612789058971903e-05,0,2,272384,send_recv,2,8
34,0.011135999999999967,0.011230999999999994,0.011178333333333361,0.01116800000000012,3.946587837050455e-05,0,2,280576,send_recv,2,8
35,0.011137000000000171,0.011200000000000045,0.01116833333333337,0.011167999999999893,2.572072229843003e-05,0,2,288768,send_recv,2,8
36,0.011615999999999986,0.01168100000000004,0.011637666666666671,0.011615999999999986,3.06412938514428e-05,0,2,296960,send_recv,2,8
37,0.01171199999999999,0.011743999999999687,0.011722666666666557,0.01171199999999999,1.5084944665170273e-05,0,2,305152,send_recv,2,8
38,0.012063999999999851,0.012064000000000078,0.012064,0.012064000000000078,1.0715106680002533e-16,0,2,313344,send_recv,2,8
39,0.011903999999999996,0.012096000000000004,0.012000000000000002,0.012,7.838367176906503e-05,0,2,321536,send_recv,2,8
40,0.011488000000000057,0.011647999999999912,0.011583999999999983,0.011615999999999986,6.91279007829613e-05,0,2,329728,send_recv,2,8
